지역,지점명,일시,평균기온_1순,평균기온_2순,평균기온_3순,평균기온_4순,평균기온_5순,평균기온_6순,평균기온_7순,평균기온_8순,평균기온_9순,평균기온_10순,평균기온_11순,평균기온_12순,평균기온_13순,평균기온_14순,평균기온_15순,평균기온_16순,평균기온_17순,평균기온_18순,평균기온_19순,평균기온_20순,평균기온_21순,평균기온_22순,평균기온_23순,평균기온_24순,평균기온_25순,평균기온_26순,평균기온_27순,평균기온_28순,평균기온_29순,평균기온_30순,최고기온_1순,최고기온_2순,최고기온_3순,최고기온_4순,최고기온_5순,최고기온_6순,최고기온_7순,최고기온_8순,최고기온_9순,최고기온_10순,최고기온_11순,최고기온_12순,최고기온_13순,최고기온_14순,최고기온_15순,최고기온_16순,최고기온_17순,최고기온_18순,최고기온_19순,최고기온_20순,최고기온_21순,최고기온_22순,최고기온_23순,최고기온_24순,최고기온_25순,최고기온_26순,최고기온_27순,최고기온_28순,최고기온_29순,최고기온_30순,최저기온_1순,최저기온_2순,최저기온_3순,최저기온_4순,최저기온_5순,최저기온_6순,최저기온_7순,최저기온_8순,최저기온_9순,최저기온_10순,최저기온_11순,최저기온_12순,최저기온_13순,최저기온_14순,최저기온_15순,최저기온_16순,최저기온_17순,최저기온_18순,최저기온_19순,최저기온_20순,최저기온_21순,최저기온_22순,최저기온_23순,최저기온_24순,최저기온_25순,최저기온_26순,최저기온_27순,최저기온_28순,최저기온_29순,최저기온_30순,평균습도_1순,평균습도_2순,평균습도_3순,평균습도_4순,평균습도_5순,평균습도_6순,평균습도_7순,평균습도_8순,평균습도_9순,평균습도_10순,평균습도_11순,평균습도_12순,평균습도_13순,평균습도_14순,평균습도_15순,평균습도_16순,평균습도_17순,평균습도_18순,평균습도_19순,평균습도_20순,평균습도_21순,평균습도_22순,평균습도_23순,평균습도_24순,평균습도_25순,평균습도_26순,평균습도_27순,평균습도_28순,평균습도_29순,평균습도_30순,평균강수량_1순,평균강수량_2순,평균강수량_3순,평균강수량_4순,평균강수량_5순,평균강수량_6순,평균강수량_7순,평균강수량_8순,평균강수량_9순,평균강수량_10순,평균강수량_11순,평균강수량_12순,평균강수량_13순,평균강수량_14순,평균강수량_15순,평균강수량_16순,평균강수량_17순,평균강수량_18순,평균강수량_19순,평균강수량_20순,평균강수량_21순,평균강수량_22순,평균강수량_23순,평균강수량_24순,평균강수량_25순,평균강수량_26순,평균강수량_27순,평균강수량_28순,평균강수량_29순,평균강수량_30순,평균일조시간_1순,평균일조시간_2순,평균일조시간_3순,평균일조시간_4순,평균일조시간_5순,평균일조시간_6순,평균일조시간_7순,평균일조시간_8순,평균일조시간_9순,평균일조시간_10순,평균일조시간_11순,평균일조시간_12순,평균일조시간_13순,평균일조시간_14순,평균일조시간_15순,평균일조시간_16순,평균일조시간_17순,평균일조시간_18순,평균일조시간_19순,평균일조시간_20순,평균일조시간_21순,평균일조시간_22순,평균일조시간_23순,평균일조시간_24순,평균일조시간_25순,평균일조시간_26순,평균일조시간_27순,평균일조시간_28순,평균일조시간_29순,평균일조시간_30순,평균일사량_1순,평균일사량_2순,평균일사량_3순,평균일사량_4순,평균일사량_5순,평균일사량_6순,평균일사량_7순,평균일사량_8순,평균일사량_9순,평균일사량_10순,평균일사량_11순,평균일사량_12순,평균일사량_13순,평균일사량_14순,평균일사량_15순,평균일사량_16순,평균일사량_17순,평균일사량_18순,평균일사량_19순,평균일사량_20순,평균일사량_21순,평균일사량_22순,평균일사량_23순,평균일사량_24순,평균일사량_25순,평균일사량_26순,평균일사량_27순,평균일사량_28순,평균일사량_29순,평균일사량_30순
강원,평창군 여만리,201801상순,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,-5.83,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,0.6900000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,-11.610000000000001,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,58.379999999999995,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,61.8,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0,74.0
강원,평창군 여만리,201801중순,-4.08,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,-4.955,2.16,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,1.425,-8.93,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,-10.27,68.17,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,126.55,2.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44.5,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,65.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9,139.9
강원,평창군 여만리,201801하순,-9.627272727272727,-6.8536363636363635,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-6.512424242424243,-2.7454545454545456,-0.2927272727272727,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,0.03484848484848483,-15.436363636363637,-12.183181818181819,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,-11.992121212121212,51.76363636363636,119.93363636363637,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,178.31363636363636,3.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,77.2,121.7,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,183.5,97.5,163.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4,237.4
강원,평창군 여만리,201802상순,-9.17,-9.398636363636363,-7.625757575757575,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-7.176818181818182,-0.71,-1.7277272727272728,-0.4318181818181818,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-0.15136363636363637,-16.03,-15.73318181818182,-13.465454545454547,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,-13.00159090909091,50.54,102.30363636363636,170.47363636363636,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,228.85363636363635,0.0,3.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,77.9,155.10000000000002,199.60000000000002,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,261.4,104.0,201.5,267.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4,341.4
강원,평창군 여만리,201802중순,-3.2299999999999995,-6.199999999999999,-7.342424242424243,-6.526818181818181,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,-6.3874545454545455,3.6,1.445,0.04818181818181818,0.5761363636363637,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,0.598909090909091,-10.05,-13.040000000000001,-13.838787878787878,-12.61159090909091,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,-12.411272727272728,44.37,94.91,146.67363636363635,214.84363636363636,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,273.22363636363633,0.0,0.0,3.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,70.3,148.2,225.4,269.9,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,331.7,105.3,209.3,306.8,372.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7,446.7
강원,평창군 여만리,201802하순,-0.23749999999999993,-1.7337499999999997,-4.2124999999999995,-5.566193181818182,-5.268954545454546,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,-5.362462121212121,7.0,5.3,3.296666666666667,1.7861363636363636,1.8609090909090908,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,1.6657575757575758,-6.6125,-8.33125,-10.8975,-12.03221590909091,-11.411772727272728,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,-11.444810606060607,59.575,103.945,154.485,206.24863636363636,274.4186363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,332.7986363636364,18.0,18.0,18.0,21.0,23.5,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,46.7,117.0,194.89999999999998,272.1,316.6,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,378.4,72.6,177.89999999999998,281.9,379.4,445.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3,519.3
강원,평창군 여만리,201803상순,2.48,1.12125,-0.32916666666666644,-2.5393749999999997,-3.9569545454545456,-3.9774621212121217,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,-4.2421103896103896,9.1,8.05,6.566666666666667,4.7475000000000005,3.2489090909090903,3.067424242424243,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,2.727792207792208,-2.75,-4.68125,-6.470833333333334,-8.860625,-10.175772727272728,-9.96814393939394,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,-10.202694805194806,64.1,123.67499999999998,168.04500000000002,218.58499999999998,270.34863636363633,338.51863636363635,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,396.89863636363634,24.0,42.0,42.0,42.0,45.0,47.5,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,61.0,107.7,178.0,255.9,333.1,377.6,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,439.4,118.0,190.6,295.9,399.9,497.4,563.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3,637.3
강원,평창군 여만리,201803중순,5.470000000000001,3.9750000000000005,2.5708333333333333,1.1206250000000004,-0.9374999999999997,-2.385795454545454,-2.6278246753246752,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,-3.0280965909090907,12.73,10.915,9.61,8.1075,6.343999999999999,4.829090909090909,4.447792207792207,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,3.978068181818182,-0.9400000000000001,-1.845,-3.4341666666666666,-5.088125,-7.2765,-8.636477272727273,-8.67840909090909,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,-9.044857954545455,63.739999999999995,127.83999999999997,187.415,231.78499999999997,282.325,334.08863636363634,402.25863636363636,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,460.63863636363635,24.5,48.5,66.5,66.5,66.5,69.5,72.0,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,54.6,115.6,162.3,232.6,310.5,387.7,432.2,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,494.0,114.0,232.0,304.59999999999997,409.9,513.9,611.4,677.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3,751.3
강원,평창군 여만리,201803하순,8.281818181818181,6.875909090909091,5.41060606060606,3.998579545454546,2.552863636363637,0.5990530303030305,-0.8618506493506491,-1.2641193181818178,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,-1.7714393939393938,17.427272727272726,15.078636363636363,13.085757575757576,11.564318181818182,9.971454545454545,8.19121212121212,6.6288311688311685,6.070227272727273,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,5.472424242424243,0.5000000000000001,-0.21999999999999997,-1.0633333333333332,-2.450625,-3.9705,-5.980416666666667,-7.331266233766234,-7.531107954545455,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,-7.984318181818182,57.1,120.83999999999997,184.94,244.515,288.885,339.42499999999995,391.1886363636363,459.3586363636363,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,517.7386363636364,0.0,24.5,48.5,66.5,66.5,66.5,69.5,72.0,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,72.5,100.0,154.6,215.60000000000002,262.3,332.6,410.5,487.7,532.2,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,594.0,180.3,294.3,412.3,484.90000000000003,590.2,694.2,791.7,857.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6,931.6
