"조회일자","지역(시군)","지점명","평균 기온(°C)","최고 기온(°C)","최저 기온(°C)","전년 기온(°C)","평균 강수량(mm)","전년 강수량(mm)","평균 일조시간(hr)","전년 일조시간(hr)","평균 일사량(MJ/㎡)","전년 일사량(MJ/㎡)","평균 습도(%)","전년 습도(%)"
"20210828","전남","해남군 삼산면","24.7","29.4","22.3","27.5","3.0","0.0","4.8","11.0","14.2","24.7","92.2","90.2"
"20210827","전남","해남군 삼산면","25.9","29.3","22.9","27.9","17.5","0.5","1.2","1.6","11.1","11.5","94.0","85.7"
"20210826","전남","해남군 삼산면","25.8","30.9","22.1","27.2","0.5","66.5","9.7","0.0","23.9","4.3","87.3","86.5"
"20210825","전남","해남군 삼산면","25.5","27.9","23.6","28.2","21.0","0.0","0.1","7.7","5.1","19.4","96.9","83.0"
"20210824","전남","해남군 삼산면","26.9","29.4","24.5","26.9","2.0","0.0","2.1","10.4","10.6","20.3","92.6","87.8"
"20210823","전남","해남군 삼산면","25.9","29.5","23.9","26.4","12.0","0.0","0.2","8.7","9.4","20.9","94.4","84.5"
"20210822","전남","해남군 삼산면","25.3","29.7","22.1","26.2","0.5","0.0","6.8","2.9","19.7","14.7","87.7","84.9"
"20210821","전남","해남군 삼산면","25.3","27.0","22.6","26.4","32.0","0.0","0.0","8.9","1.7","22.4","91.4","87.1"
"20210820","전남","해남군 삼산면","25.4","28.7","20.8","26.5","0.0","0.0","10.6","9.2","24.0","23.0","85.0","86.5"
"20210819","전남","해남군 삼산면","23.5","28.9","18.9","27.0","0.0","0.0","7.2","11.5","19.0","25.1","86.5","83.6"
"20210818","전남","해남군 삼산면","23.7","29.3","19.9","27.5","2.0","0.0","6.9","11.1","18.5","24.9","87.9","83.9"
"20210817","전남","해남군 삼산면","25.3","29.9","21.2","27.7","0.5","0.0","8.2","11.8","20.0","26.1","79.6","86.8"
"20210816","전남","해남군 삼산면","25.2","28.7","23.2","27.5","0.0","0.0","3.5","9.7","16.6","22.0","79.0","87.5"
"20210815","전남","해남군 삼산면","24.3","28.7","19.9","28.1","0.0","0.0","7.9","11.1","20.2","24.8","83.6","84.4"
"20210814","전남","해남군 삼산면","23.5","26.8","20.7","28.3","18.5","0.0","0.5","8.0","9.8","21.8","91.9","85.6"
"20210813","전남","해남군 삼산면","25.5","27.8","23.9","28.2","0.5","0.0","0.5","0.0","9.1","7.1","90.6","85.2"
"20210812","전남","해남군 삼산면","25.8","28.7","22.2","28.8","0.0","0.0","4.0","5.2","15.3","18.7","86.6","85.1"
"20210811","전남","해남군 삼산면","25.6","28.9","22.2","28.0","0.0","7.0","10.2","0.2","23.9","11.4","83.8","90.8"
"20210810","전남","해남군 삼산면","26.4","31.2","22.7","27.5","0.0","1.5","9.1","1.6","21.8","9.4","83.7","88.3"
"20210809","전남","해남군 삼산면","26.8","31.5","22.8","28.5","0.0","0.0","9.1","8.2","23.5","22.3","82.8","80.2"
"20210808","전남","해남군 삼산면","26.4","29.7","23.4","27.1","0.0","11.0","2.1","0.4","11.4","5.7","89.5","91.4"
"20210807","전남","해남군 삼산면","27.1","33.1","22.2","26.8","0.0","32.0","10.4","0.0","24.3","2.2","82.4","93.2"
"20210806","전남","해남군 삼산면","27.9","33.2","23.6","26.8","0.0","3.0","11.7","0.0","25.5","2.8","83.7","92.2"
"20210805","전남","해남군 삼산면","28.3","32.5","24.4","28.1","0.0","1.5","8.8","5.3","19.5","17.6","82.3","83.8"
"20210804","전남","해남군 삼산면","27.7","31.8","23.4","27.7","0.0","0.0","11.2","7.4","25.2","19.9","83.3","86.4"
"20210803","전남","해남군 삼산면","26.7","30.3","24.4","28.1","35.5","0.0","2.8","2.7","11.9","15.4","91.7","82.2"
"20210802","전남","해남군 삼산면","27.8","32.1","25.1","28.0","11.0","0.0","4.6","3.8","19.0","15.7","87.1","83.7"
"20210801","전남","해남군 삼산면","28.1","31.7","25.8","27.0","0.0","0.0","3.5","3.2","15.2","15.2","88.7","84.9"
"20210731","전남","해남군 삼산면","28.2","31.6","25.2","26.8","1.5","0.0","11.0","5.9","25.5","20.2","87.9","89.6"
"20210730","전남","해남군 삼산면","26.5","30.7","22.5","26.7","4.0","0.0","6.0","2.3","16.4","15.3","88.8","94.6"
"20210729","전남","해남군 삼산면","26.5","29.8","23.1","26.7","0.0","2.0","10.8","0.3","26.0","8.7","85.1","94.7"
"20210728","전남","해남군 삼산면","26.9","30.6","22.4","25.7","0.0","12.0","12.2","0.4","27.5","9.7","83.0","95.1"
"20210727","전남","해남군 삼산면","27.0","30.3","23.1","22.9","0.0","25.0","12.6","0.0","27.9","7.4","80.5","92.0"
"20210726","전남","해남군 삼산면","26.9","29.4","23.7","22.4","0.0","0.0","7.2","10.5","21.6","26.5","78.3","83.9"
"20210725","전남","해남군 삼산면","27.0","29.3","24.7","21.7","0.0","0.0","3.2","2.4","15.5","9.6","76.9","90.2"
"20210724","전남","해남군 삼산면","27.3","30.3","24.7","20.8","0.0","2.0","3.8","0.0","18.0","2.6","74.8","94.4"
"20210723","전남","해남군 삼산면","27.1","30.1","23.6","23.7","0.0","41.0","7.2","0.0","20.5","2.6","77.3","93.7"
"20210722","전남","해남군 삼산면","27.4","30.8","24.0","23.5","0.0","10.5","10.9","0.0","23.8","5.6","76.4","97.5"
"20210721","전남","해남군 삼산면","27.1","32.1","21.5","23.3","0.0","12.0","12.1","0.0","27.0","7.9","81.2","94.1"
"20210720","전남","해남군 삼산면","27.0","30.7","22.9","25.0","0.0","14.0","6.8","1.0","20.2","11.8","83.5","88.6"
"20210719","전남","해남군 삼산면","26.7","29.6","23.5","25.6","3.5","0.0","9.7","0.2","26.0","7.9","83.4","86.4"
"20210718","전남","해남군 삼산면","25.7","28.2","23.1","21.6","5.0","5.5","2.2","1.2","12.5","9.5","87.6","86.3"
"20210717","전남","해남군 삼산면","25.7","29.3","21.9","22.1","0.0","0.0","9.0","3.9","22.8","16.6","84.5","86.4"
"20210716","전남","해남군 삼산면","26.7","31.2","22.3","21.9","3.5","0.0","9.3","3.0","25.7","12.9","85.3","87.5"
"20210715","전남","해남군 삼산면","27.3","30.7","23.8","20.7","0.0","2.0","8.0","0.0","20.8","7.4","84.7","89.5"
"20210714","전남","해남군 삼산면","27.4","30.8","25.1","20.2","0.0","1.5","2.4","0.0","16.7","7.4","87.3","90.5"
"20210713","전남","해남군 삼산면","27.5","30.7","24.1","22.8","0.0","71.0","5.0","1.1","20.2","7.8","86.5","93.2"
"20210712","전남","해남군 삼산면","27.6","29.8","24.8","21.5","0.0","24.5","2.0","0.0","14.8","2.5","85.7","91.8"
"20210711","전남","해남군 삼산면","26.5","29.5","22.2","23.5","0.0","0.0","1.9","0.7","14.3","11.7","89.3","89.0"
"20210710","전남","해남군 삼산면","25.8","28.7","22.7","23.8","0.0","44.0","3.7","0.0","15.7","7.4","89.4","93.8"
"20210709","전남","해남군 삼산면","25.6","28.4","24.0","23.4","0.0","3.0","2.3","4.5","16.6","20.0","92.2","89.3"
"20210708","전남","해남군 삼산면","25.5","27.2","24.0","23.7","4.0","0.0","0.0","9.5","7.7","23.5","98.2","84.7"
"20210707","전남","해남군 삼산면","25.9","28.1","24.9","23.6","5.5","0.0","0.1","7.2","6.9","22.2","98.6","88.5"
"20210706","전남","해남군 삼산면","25.0","26.7","24.0","22.7","286.0","0.0","0.0","0.0","1.5","7.1","99.2","91.8"
"20210705","전남","해남군 삼산면","21.7","26.3","18.9","21.3","148.0","0.5","0.0","0.8","2.8","11.2","97.6","89.5"
"20210704","전남","해남군 삼산면","23.7","26.4","21.6","20.0","4.0","0.0","0.0","0.1","7.1","6.6","90.1","93.5"
"20210703","전남","해남군 삼산면","24.6","27.2","22.8","20.5","29.0","22.0","0.0","0.0","2.8","4.7","87.1","86.6"
"20210702","전남","해남군 삼산면","24.5","28.2","20.8","21.8","0.0","0.0","6.3","2.0","20.9","14.9","82.9","80.8"
"20210701","전남","해남군 삼산면","24.3","30.0","18.8","22.2","0.0","0.0","10.8","9.8","27.3","26.7","78.0","76.7"
"20210630","전남","해남군 삼산면","24.0","27.7","21.2","20.7","0.0","0.0","8.1","0.3","23.5","7.4","77.9","88.3"
"20210629","전남","해남군 삼산면","22.8","27.1","18.9","21.6","0.5","43.0","5.5","0.0","20.1","5.0","87.0","90.7"
"20210628","전남","해남군 삼산면","23.2","28.9","19.7","23.2","21.5","0.0","6.2","10.2","17.8","23.1","83.8","84.5"
"20210627","전남","해남군 삼산면","24.3","28.1","20.6","23.2","0.0","0.0","10.8","4.0","25.0","16.8","74.3","84.4"
"20210626","전남","해남군 삼산면","23.5","27.0","20.7","22.6","0.0","0.0","7.1","9.9","24.1","24.1","78.4","82.6"
"20210625","전남","해남군 삼산면","23.1","26.9","18.3","22.2","0.0","1.5","9.5","0.0","24.6","5.4","79.2","92.8"
"20210624","전남","해남군 삼산면","22.5","25.7","20.3","23.5","0.0","37.5","4.4","0.0","17.5","3.5","82.3","87.8"
"20210623","전남","해남군 삼산면","22.3","26.2","18.2","23.0","0.0","0.0","4.8","10.6","17.2","27.9","80.5","74.8"
"20210622","전남","해남군 삼산면","23.0","26.4","19.6","22.4","0.0","0.0","10.7","10.8","27.1","27.4","77.9","76.7"
"20210621","전남","해남군 삼산면","23.1","29.8","16.9","22.6","0.0","0.0","9.6","10.3","25.9","26.0","74.8","77.7"
"20210620","전남","해남군 삼산면","22.6","29.3","15.0","22.3","0.0","0.0","9.7","7.7","27.1","24.0","71.5","79.7"
"20210619","전남","해남군 삼산면","22.2","25.8","19.1","21.3","0.0","3.0","10.3","6.1","27.5","20.2","84.9","83.2"
"20210618","전남","해남군 삼산면","21.6","24.2","19.9","18.4","1.5","96.5","0.0","0.0","8.8","3.1","91.2","94.6"
"20210617","전남","해남군 삼산면","21.8","25.1","18.7","21.3","0.0","8.5","0.8","0.7","11.8","11.2","80.5","81.4"
"20210616","전남","해남군 삼산면","23.5","26.4","21.7","23.5","0.0","0.0","5.5","11.2","21.5","26.5","73.8","76.2"
"20210615","전남","해남군 삼산면","21.8","22.6","21.2","22.8","10.0","0.0","0.0","10.8","3.9","28.3","89.2","75.5"
"20210614","전남","해남군 삼산면","22.1","25.8","19.5","22.9","0.0","16.0","3.3","0.0","18.0","5.6","84.6","94.4"
"20210613","전남","해남군 삼산면","21.9","26.5","18.4","23.7","0.0","33.0","9.2","0.0","25.0","5.8","86.3","95.2"
"20210612","전남","해남군 삼산면","23.6","28.3","20.6","23.3","0.0","49.0","4.6","3.0","18.7","17.2","87.2","88.6"
"20210611","전남","해남군 삼산면","23.6","28.2","19.9","24.0","32.5","0.0","3.2","4.1","17.2","14.3","86.6","91.1"
"20210610","전남","해남군 삼산면","22.9","25.0","21.1","24.0","25.0","2.5","0.9","6.4","10.2","18.0","77.5","77.2"
"20210609","전남","해남군 삼산면","24.0","28.1","21.3","24.3","0.0","0.0","11.8","11.4","26.4","27.3","69.6","55.8"
"20210608","전남","해남군 삼산면","23.4","28.8","18.0","22.9","0.0","0.0","11.3","12.7","26.6","28.6","79.6","48.4"
"20210607","전남","해남군 삼산면","21.4","26.9","15.5","22.5","0.0","0.0","9.6","11.9","21.7","26.7","80.6","63.4"
"20210606","전남","해남군 삼산면","22.0","26.5","18.1","22.0","0.0","0.0","11.4","8.4","24.9","22.8","69.9","80.7"
"20210605","전남","해남군 삼산면","20.0","23.4","14.0","22.1","0.0","0.0","6.8","7.6","20.0","21.9","85.7","85.8"
"20210604","전남","해남군 삼산면","19.4","23.4","15.2","22.5","1.5","0.0","10.0","11.0","27.6","26.5","76.2","81.5"
"20210603","전남","해남군 삼산면","20.5","22.4","18.3","21.5","10.5","0.0","0.0","0.4","6.2","9.9","91.7","86.6"
"20210602","전남","해남군 삼산면","22.8","26.8","19.0","19.2","0.0","0.0","8.0","9.7","20.3","26.6","65.4","71.6"
"20210601","전남","해남군 삼산면","22.2","27.6","17.6","19.8","0.0","0.0","12.4","6.3","27.2","19.1","59.9","79.6"
"20210531","전남","해남군 삼산면","22.2","28.7","17.1","18.4","0.0","17.5","11.5","0.0","26.9","10.0","58.0","89.3"
"20210530","전남","해남군 삼산면","20.0","26.8","12.9","20.5","0.0","0.0","11.1","0.1","27.1","12.5","58.8","61.5"
"20210529","전남","해남군 삼산면","17.7","23.6","11.7","19.5","0.0","0.0","12.6","11.1","28.5","24.4","73.0","70.5"
"20210528","전남","해남군 삼산면","18.0","22.6","12.8","17.5","4.0","0.0","5.2","10.5","11.1","27.1","80.9","76.9"
"20210527","전남","해남군 삼산면","17.1","21.9","14.0","19.0","0.5","0.0","4.7","10.7","13.5","26.7","86.4","70.4"
"20210526","전남","해남군 삼산면","17.4","23.6","12.7","17.8","0.5","0.0","0.8","4.8","12.0","15.6","67.2","78.9"
"20210525","전남","해남군 삼산면","17.2","23.0","10.8","17.5","0.0","0.0","6.7","0.1","22.2","14.1","69.5","82.5"
"20210524","전남","해남군 삼산면","19.2","24.7","13.8","19.0","0.0","0.0","7.8","2.4","23.0","9.3","75.7","83.0"
"20210523","전남","해남군 삼산면","19.7","27.5","12.2","18.2","0.0","0.0","10.3","6.2","25.8","17.4","74.9","76.0"
"20210522","전남","해남군 삼산면","18.8","25.8","12.4","17.4","0.0","0.0","12.2","10.3","27.3","25.0","73.5","69.9"
"20210521","전남","해남군 삼산면","17.3","21.5","14.6","16.7","0.0","0.0","8.6","11.7","24.1","27.7","73.8","76.5"
"20210520","전남","해남군 삼산면","16.6","18.3","14.5","15.4","13.5","0.0","0.0","11.1","3.7","26.4","91.5","75.7"
"20210519","전남","해남군 삼산면","19.5","27.3","12.4","14.4","0.0","0.0","11.2","3.8","25.9","13.4","73.6","77.3"
"20210518","전남","해남군 삼산면","17.0","22.7","13.1","17.9","0.5","2.5","5.3","1.7","18.6","14.1","83.2","90.8"
"20210517","전남","해남군 삼산면","15.6","17.3","14.1","17.7","0.5","0.0","0.0","8.5","5.6","22.9","95.8","86.4"
"20210516","전남","해남군 삼산면","20.5","23.1","16.8","17.5","29.0","2.5","0.0","0.2","4.2","8.6","98.1","91.4"
"20210515","전남","해남군 삼산면","21.0","24.9","18.6","18.6","14.5","30.0","0.9","0.0","7.8","1.7","94.5","91.8"
"20210514","전남","해남군 삼산면","20.4","24.2","15.1","17.3","0.0","0.0","4.7","8.4","18.2","21.5","81.4","58.0"
"20210513","전남","해남군 삼산면","19.3","27.4","12.6","15.0","0.0","0.0","11.9","12.5","25.1","28.7","75.9","63.8"
"20210512","전남","해남군 삼산면","20.7","26.9","14.6","16.0","0.0","0.0","11.2","11.7","25.6","26.2","56.9","74.4"
"20210511","전남","해남군 삼산면","18.4","19.6","17.1","16.4","0.0","0.0","0.1","9.9","11.7","26.1","61.7","83.6"
"20210510","전남","해남군 삼산면","17.7","21.6","12.7","14.7","0.0","0.5","3.9","0.0","17.9","6.1","55.9","90.9"
"20210509","전남","해남군 삼산면","16.6","24.1","8.1","17.4","0.0","62.0","12.0","0.2","26.2","5.0","62.8","90.9"
"20210508","전남","해남군 삼산면","14.6","21.7","6.1","17.7","0.0","2.5","8.5","9.4","23.2","25.5","68.2","65.4"
"20210507","전남","해남군 삼산면","16.8","22.0","9.0","17.4","0.0","0.0","6.6","12.4","17.2","28.6","63.5","52.5"
"20210506","전남","해남군 삼산면","14.6","22.0","5.3","19.2","0.0","0.0","6.3","10.8","20.0","25.7","54.3","75.4"
"20210505","전남","해남군 삼산면","14.7","19.7","8.4","16.1","0.0","0.0","11.1","4.4","26.4","17.9","70.2","87.6"
"20210504","전남","해남군 삼산면","17.6","21.2","13.5","18.5","30.0","0.0","0.1","8.7","6.1","21.9","85.6","83.0"
"20210503","전남","해남군 삼산면","13.2","20.3","5.2","17.9","0.0","59.0","11.0","0.7","26.6","7.0","73.7","94.9"
"20210502","전남","해남군 삼산면","12.0","16.8","7.3","19.3","0.0","1.0","9.1","1.4","22.3","8.5","73.6","84.2"
"20210501","전남","해남군 삼산면","11.4","14.9","8.9","20.9","17.5","0.0","5.2","4.1","17.4","17.3","76.2","73.4"
"20210430","전남","해남군 삼산면","14.8","20.3","8.0","16.1","10.0","0.0","11.2","3.3","27.0","12.7","62.2","71.5"
"20210429","전남","해남군 삼산면","16.1","21.2","12.1","12.2","3.5","0.0","11.0","12.2","25.0","26.7","71.7","59.8"
"20210428","전남","해남군 삼산면","16.7","23.4","12.1","11.1","0.0","0.0","8.0","11.8","21.4","26.0","74.1","66.3"
"20210427","전남","해남군 삼산면","15.3","19.7","11.7","11.6","0.0","0.0","1.5","12.2","11.5","26.5","70.5","55.1"
"20210426","전남","해남군 삼산면","14.7","18.6","10.9","12.1","0.0","0.0","11.7","11.3","25.9","25.9","57.5","55.9"
"20210425","전남","해남군 삼산면","14.9","24.1","6.9","14.5","0.0","0.0","12.1","11.3","25.7","25.7","70.0","67.2"
"20210424","전남","해남군 삼산면","17.1","23.0","10.6","9.7","0.0","0.0","9.2","12.2","24.1","27.3","57.1","60.8"
"20210423","전남","해남군 삼산면","19.1","23.0","14.9","9.4","0.0","0.0","7.0","9.5","20.7","24.4","44.8","53.4"
"20210422","전남","해남군 삼산면","17.8","20.3","13.5","9.1","0.0","0.0","0.0","9.5","7.1","23.7","48.9","45.3"
"20210421","전남","해남군 삼산면","15.7","22.6","7.3","10.2","0.0","0.0","7.3","10.0","20.2","26.1","53.6","51.5"
"20210420","전남","해남군 삼산면","12.3","23.4","2.0","12.2","0.0","0.0","12.0","4.2","25.9","17.3","65.8","80.0"
"20210419","전남","해남군 삼산면","10.6","19.8","1.5","11.8","0.0","12.0","12.0","0.0","27.0","2.0","66.6","87.2"
"20210418","전남","해남군 삼산면","11.0","15.9","4.9","11.2","0.0","0.0","11.7","4.3","26.2","15.2","56.9","79.5"
"20210417","전남","해남군 삼산면","11.7","16.3","6.3","13.7","0.0","18.0","9.0","2.2","22.9","8.9","65.5","87.2"
"20210416","전남","해남군 삼산면","13.3","19.0","6.5","11.8","0.0","0.0","6.5","11.3","19.5","25.8","74.6","72.6"
"20210415","전남","해남군 삼산면","9.4","17.8","0.0","9.5","0.0","0.0","11.0","8.0","22.6","18.0","58.2","63.3"
"20210414","전남","해남군 삼산면","9.0","14.4","4.2","9.7","0.0","0.0","11.2","11.4","26.8","26.3","53.9","63.5"
"20210413","전남","해남군 삼산면","10.3","13.9","5.8","7.5","0.5","0.5","3.1","11.5","11.0","24.7","81.8","69.5"
"20210412","전남","해남군 삼산면","14.6","16.8","12.9","8.0","23.5","13.5","0.0","2.2","3.5","12.7","84.3","81.7"
"20210411","전남","해남군 삼산면","13.0","19.2","5.5","7.7","0.0","12.0","10.6","0.0","25.8","3.9","59.8","85.8"
"20210410","전남","해남군 삼산면","12.0","17.5","7.0","10.5","0.0","0.0","10.9","1.9","23.2","11.0","63.3","57.3"
"20210409","전남","해남군 삼산면","10.8","19.0","1.4","8.1","0.0","0.0","10.1","10.2","22.4","23.5","64.0","53.9"
"20210408","전남","해남군 삼산면","11.6","18.1","6.2","10.8","0.0","0.0","10.9","10.8","24.9","22.9","61.7","51.4"
"20210407","전남","해남군 삼산면","12.0","21.1","3.1","10.6","0.0","0.0","11.3","11.2","24.9","24.4","66.8","62.0"
"20210406","전남","해남군 삼산면","11.3","18.6","5.8","8.0","0.5","0.0","9.2","9.4","23.5","23.3","67.5","59.8"
"20210405","전남","해남군 삼산면","10.3","17.6","3.4","7.3","0.0","0.0","11.6","11.8","25.4","26.8","75.8","50.9"
"20210404","전남","해남군 삼산면","10.4","12.1","9.5","7.5","0.5","0.0","0.0","11.7","2.3","24.6","95.2","63.8"
"20210403","전남","해남군 삼산면","15.3","18.3","12.1","9.9","5.5","0.0","0.0","11.4","3.3","24.5","92.2","57.1"
"20210402","전남","해남군 삼산면","16.8","20.6","14.3","10.3","0.0","0.0","4.0","10.2","15.5","20.8","57.9","56.8"
"20210401","전남","해남군 삼산면","15.2","18.0","11.4","10.1","0.0","1.0","0.4","7.6","8.5","19.0","47.3","61.2"
"20210331","전남","해남군 삼산면","12.7","19.8","3.3","10.3","0.0","0.0","9.4","9.6","22.3","20.4","62.1","69.4"
"20210330","전남","해남군 삼산면","11.0","19.3","5.2","10.9","0.0","0.0","9.6","6.6","22.1","18.9","65.8","70.4"
"20210329","전남","해남군 삼산면","12.7","18.0","8.5","7.5","0.0","0.0","8.8","7.3","18.3","19.6","69.8","68.9"
"20210328","전남","해남군 삼산면","12.1","15.6","9.9","7.2","0.5","0.0","6.0","0.0","16.5","7.4","88.9","49.7"
"20210327","전남","해남군 삼산면","14.8","18.5","12.7","10.3","30.5","1.0","0.0","2.9","4.0","6.2","89.5","84.2"
"20210326","전남","해남군 삼산면","11.8","20.9","3.7","14.2","0.0","9.5","9.2","0.0","22.1","3.7","71.6","91.4"
"20210325","전남","해남군 삼산면","11.3","20.1","2.9","12.3","0.0","0.0","11.2","10.2","23.9","23.8","76.2","66.9"
"20210324","전남","해남군 삼산면","9.7","17.3","2.5","8.7","0.0","0.0","6.4","10.8","16.3","23.0","76.7","70.8"
"20210323","전남","해남군 삼산면","7.9","15.2","0.5","9.2","0.0","0.0","10.9","11.5","22.7","23.4","76.8","57.0"
"20210322","전남","해남군 삼산면","7.2","11.5","2.7","13.6","0.0","0.0","9.9","8.4","21.1","20.1","56.4","66.0"
"20210321","전남","해남군 삼산면","7.3","10.9","5.5","14.4","0.0","0.0","5.3","10.4","15.0","20.9","65.5","73.6"
"20210320","전남","해남군 삼산면","9.6","11.6","7.1","8.6","19.5","0.0","0.0","11.1","2.7","23.5","92.5","54.5"
"20210319","전남","해남군 삼산면","11.9","17.0","6.6","11.3","0.0","0.0","8.4","8.4","18.9","19.6","73.3","64.1"
"20210318","전남","해남군 삼산면","9.5","18.0","1.5","11.0","0.0","0.0","10.2","10.8","22.2","22.5","77.1","70.9"
"20210317","전남","해남군 삼산면","7.7","15.6","0.3","7.9","0.0","0.0","9.8","10.9","21.3","22.4","68.9","74.3"
"20210316","전남","해남군 삼산면","10.5","16.3","2.3","4.9","5.5","0.0","7.3","10.3","18.1","22.3","76.0","51.2"
"20210315","전남","해남군 삼산면","11.2","18.3","1.2","7.4","0.5","0.0","8.1","10.3","19.0","21.9","75.3","60.4"
"20210314","전남","해남군 삼산면","7.8","15.2","1.7","5.7","0.0","0.0","7.6","10.7","18.7","22.8","83.0","52.8"
"20210313","전남","해남군 삼산면","8.3","15.1","3.0","6.8","0.0","0.0","8.6","7.3","19.7","18.0","82.3","67.1"
"20210312","전남","해남군 삼산면","10.0","11.4","7.7","5.1","11.5","0.0","0.0","10.6","3.5","22.5","90.5","67.8"
"20210311","전남","해남군 삼산면","10.2","15.9","2.9","5.5","6.5","0.0","4.3","11.0","15.4","22.6","75.9","56.4"
"20210310","전남","해남군 삼산면","9.2","16.0","1.1","7.3","0.0","6.0","10.5","0.0","21.0","2.1","60.8","83.1"
"20210309","전남","해남군 삼산면","7.0","12.8","2.5","9.0","0.0","11.5","8.3","0.0","18.3","5.2","66.3","87.4"
"20210308","전남","해남군 삼산면","7.8","14.4","4.4","8.0","0.0","0.0","8.4","10.2","18.6","21.2","77.8","77.3"
"20210307","전남","해남군 삼산면","8.2","11.5","6.2","5.8","0.0","1.0","1.3","0.0","8.9","3.0","72.0","86.9"
"20210306","전남","해남군 삼산면","8.4","12.9","4.3","2.9","0.0","0.0","3.9","10.8","12.1","22.0","81.7","64.4"
"20210305","전남","해남군 삼산면","9.4","16.4","4.7","3.6","0.0","0.0","5.9","10.4","16.7","21.7","83.3","54.2"
"20210304","전남","해남군 삼산면","7.9","9.8","4.5","5.6","12.5","0.0","0.0","8.1","3.6","17.8","85.2","58.9"
"20210303","전남","해남군 삼산면","4.8","10.5","-1.7","6.2","0.0","0.0","8.7","1.3","16.4","10.0","76.6","74.8"
"20210302","전남","해남군 삼산면","4.6","7.9","0.0","5.7","0.0","0.0","6.1","9.2","15.4","19.8","76.2","60.2"
"20210301","전남","해남군 삼산면","12.4","17.6","5.2","7.0","33.5","0.0","0.0","0.4","2.3","7.4","89.6","84.6"
"20210228","전남","해남군 삼산면","9.8","12.5","7.1","7.5","0.0","1.5","0.0","0.0","5.2","2.7","68.0","77.0"
"20210227","전남","해남군 삼산면","8.9","11.7","6.0","6.6","0.0","0.0","8.8","8.3","15.9","16.6","55.2","74.3"
"20210226","전남","해남군 삼산면","9.6","13.4","6.4","8.4","1.0","0.5","5.4","3.0","13.1","6.7","70.3","86.9"
"20210225","전남","해남군 삼산면","8.3","10.8","5.4","13.9","11.0","2.0","0.0","0.0","3.8","1.2","72.4","88.1"
"20210224","전남","해남군 삼산면","4.4","12.1","-3.6","7.9","0.0","0.0","5.3","7.5","12.9","15.3","55.6","69.5"
"20210223","전남","해남군 삼산면","3.2","8.1","0.3","4.4","0.0","0.0","8.8","10.4","15.7","19.7","51.1","63.0"
"20210222","전남","해남군 삼산면","11.7","17.7","3.3","8.4","0.0","0.0","9.7","7.8","16.7","14.0","74.6","66.1"
"20210221","전남","해남군 삼산면","14.2","20.0","7.9","8.3","0.0","3.0","10.1","7.5","18.4","15.9","67.5","74.7"
"20210220","전남","해남군 삼산면","11.5","15.7","6.5","5.6","0.0","0.0","9.4","9.8","16.4","17.7","73.2","74.3"
"20210219","전남","해남군 삼산면","4.4","10.4","-5.1","3.1","2.0","0.0","10.0","8.5","18.5","16.2","70.8","74.1"
"20210218","전남","해남군 삼산면","-1.3","1.0","-3.6","1.6","2.0","0.5","2.2","8.0","9.5","17.4","76.3","60.1"
"20210217","전남","해남군 삼산면","-3.2","-0.5","-4.7","-0.5","0.0","0.5","1.2","2.5","7.9","9.7","82.6","76.4"
"20210216","전남","해남군 삼산면","1.4","7.2","-3.9","2.7","0.5","4.5","6.3","1.9","13.9","6.6","67.4","76.0"
"20210215","전남","해남군 삼산면","4.6","8.2","0.5","11.9","0.0","2.0","1.1","3.2","4.5","10.2","70.6","74.8"
"20210214","전남","해남군 삼산면","9.6","16.9","3.7","8.2","0.0","0.0","0.2","6.7","7.1","14.2","74.6","81.9"
"20210213","전남","해남군 삼산면","7.4","18.4","0.3","8.2","0.0","0.0","6.3","0.0","13.4","2.4","67.8","89.9"
"20210212","전남","해남군 삼산면","7.3","16.4","1.4","10.6","0.0","8.5","5.7","0.0","13.7","1.7","66.4","91.5"
"20210211","전남","해남군 삼산면","4.4","10.6","-1.9","6.0","0.0","0.5","0.1","2.3","7.7","9.0","77.4","75.8"
"20210210","전남","해남군 삼산면","1.8","10.3","-5.0","3.9","0.0","0.0","8.8","5.1","15.9","10.5","77.3","80.4"
"20210209","전남","해남군 삼산면","0.9","6.8","-4.1","2.0","0.0","0.0","9.8","5.0","17.2","12.4","59.8","67.9"
"20210208","전남","해남군 삼산면","0.9","3.5","-1.6","3.2","0.0","0.0","9.3","4.5","17.0","9.1","54.2","65.1"
"20210207","전남","해남군 삼산면","7.3","12.9","3.0","0.9","0.0","0.0","8.1","7.7","13.9","13.9","76.0","60.6"
"20210206","전남","해남군 삼산면","5.8","12.7","-1.9","-2.0","0.0","0.0","7.2","7.2","13.5","12.4","82.1","52.0"
"20210205","전남","해남군 삼산면","1.7","7.2","-3.9","-1.0","0.0","0.0","0.5","9.6","6.4","16.9","66.1","62.1"
"20210204","전남","해남군 삼산면","2.3","6.8","-3.4","0.8","1.0","0.0","9.7","9.2","16.6","16.3","63.3","69.9"
"20210203","전남","해남군 삼산면","0.1","4.6","-4.7","1.7","0.0","0.0","9.2","4.1","15.6","10.0","71.4","76.1"
"20210202","전남","해남군 삼산면","-0.3","4.7","-4.2","3.1","0.0","0.0","8.2","8.6","15.1","12.9","59.6","78.2"
"20210201","전남","해남군 삼산면","9.7","13.4","4.7","2.8","14.0","0.0","0.0","7.8","2.7","12.2","87.1","80.7"
