"조회일자","지역(시군)","지점명","평균 기온(°C)","최고 기온(°C)","최저 기온(°C)","전년 기온(°C)","평균 강수량(mm)","전년 강수량(mm)","평균 일조시간(hr)","전년 일조시간(hr)","평균 일사량(MJ/㎡)","전년 일사량(MJ/㎡)","평균 습도(%)","전년 습도(%)"
"20251231","전남","해남군 삼산면","-1.2","2.2","-4.6","4.3","0.0","0.0","0.0","0.0","10.01","12.7","61.3","64.6"
"20251230","전남","해남군 삼산면","3.9","8.2","-3.5","5.2","0.0","0.0","0.0","0.0","13.09","7.8","49.4","81.5"
"20251229","전남","해남군 삼산면","6.5","13.8","-1.1","3.6","0.0","0.0","0.0","0.0","9.62","11.9","83.8","76.0"
"20251228","전남","해남군 삼산면","3.8","11.6","-4.0","1.9","0.5","1.5","0.0","0.0","12.16","6.8","73.2","79.3"
"20251227","전남","해남군 삼산면","-1.0","7.0","-7.0","4.0","0.0","0.0","0.0","0.0","12.21","10.2","72.8","60.2"
"20251226","전남","해남군 삼산면","-2.3","0.4","-5.3","4.0","0.0","0.0","0.0","0.0","10.17","9.0","65.7","70.0"
"20251225","전남","해남군 삼산면","2.6","5.7","-1.2","2.0","0.0","0.0","0.0","0.0","6.91","6.2","65.1","82.9"
"20251224","전남","해남군 삼산면","7.0","10.7","4.3","4.0","3.0","0.0","0.0","0.0","3.06","12.3","83.8","67.4"
"20251223","전남","해남군 삼산면","8.7","12.5","-1.6","1.2","1.5","0.0","0.0","0.0","4.67","11.8","75.9","74.2"
"20251222","전남","해남군 삼산면","1.2","10.2","-6.5","1.9","0.0","0.0","0.0","0.0","13.18","9.9","58.8","58.7"
"20251221","전남","해남군 삼산면","3.9","7.6","0.0","4.0","0.0","0.0","0.0","0.0","9.05","5.7","55.5","68.3"
"20251220","전남","해남군 삼산면","12.0","17.8","6.6","1.4","0.0","0.0","0.0","0.0","3.29","6.3","85.1","78.8"
"20251219","전남","해남군 삼산면","10.5","18.3","0.9","0.2","0.0","0.0","0.0","0.0","10.08","12.6","71.5","58.2"
"20251218","전남","해남군 삼산면","3.0","11.8","-2.6","1.7","0.0","0.0","0.0","0.0","12.69","7.5","79.4","78.7"
"20251217","전남","해남군 삼산면","7.1","10.0","-0.1","2.8","0.0","0.0","0.0","0.0","8.56","11.0","74.9","78.2"
"20251216","전남","해남군 삼산면","7.3","13.4","-0.5","4.6","0.0","0.0","0.0","0.0","7.29","7.0","80.1","71.6"
"20251215","전남","해남군 삼산면","4.0","9.6","-0.1","5.1","0.0","0.5","0.0","0.0","11.06","4.1","81.7","64.5"
"20251214","전남","해남군 삼산면","5.0","7.8","1.5","2.2","1.0","0.0","0.0","0.0","5.28","5.2","72.6","76.0"
"20251213","전남","해남군 삼산면","7.0","10.7","2.1","2.7","10.5","0.5","0.0","0.0","2.77","7.0","77.7","72.5"
"20251212","전남","해남군 삼산면","4.5","11.6","-3.7","4.3","0.0","0.0","0.0","0.0","12.11","11.7","65.8","63.1"
"20251211","전남","해남군 삼산면","10.0","15.0","3.5","5.4","1.5","0.0","0.0","0.0","6.64","7.6","74.3","67.6"
"20251210","전남","해남군 삼산면","6.4","13.3","-1.1","3.8","0.0","0.0","0.0","0.0","10.34","11.2","68.9","80.1"
"20251209","전남","해남군 삼산면","2.6","10.2","-4.1","3.3","0.0","0.0","0.0","0.0","12.76","5.7","70.0","80.6"
"20251208","전남","해남군 삼산면","7.7","11.2","0.1","3.3","0.0","1.5","0.0","0.0","12.13","8.3","52.1","75.3"
"20251207","전남","해남군 삼산면","7.5","16.5","0.9","3.1","0.0","3.5","0.0","0.0","10.87","5.4","83.6","83.3"
"20251206","전남","해남군 삼산면","2.6","12.0","-5.7","7.1","0.0","0.0","0.0","0.0","11.46","7.2","80.1","62.0"
"20251205","전남","해남군 삼산면","3.3","7.1","-4.0","6.4","0.0","0.0","0.0","0.0","13.02","11.1","60.2","69.0"
"20251204","전남","해남군 삼산면","3.0","7.7","-0.1","4.3","0.0","0.0","0.0","0.0","10.94","9.9","75.4","70.3"
"20251203","전남","해남군 삼산면","1.7","4.8","-1.3","5.9","0.5","0.0","0.0","0.0","9.89","11.0","72.6","63.7"
"20251202","전남","해남군 삼산면","6.1","9.8","2.9","10.9","0.0","0.0","0.0","0.0","11.24","11.4","50.7","81.6"
"20251201","전남","해남군 삼산면","8.7","12.9","1.7","8.2","0.0","0.0","0.0","0.0","11.18","7.5","71.3","84.6"
"20251130","전남","해남군 삼산면","11.4","19.4","4.6","8.3","0.0","0.0","0.0","0.0","12.19","11.5","88.9","69.6"
"20251129","전남","해남군 삼산면","8.2","16.8","-1.2","8.1","0.0","0.5","0.0","0.0","12.52","5.9","80.3","59.1"
"20251128","전남","해남군 삼산면","6.7","10.8","0.1","7.4","0.0","2.5","0.0","0.0","11.38","4.8","60.9","63.9"
"20251127","전남","해남군 삼산면","8.0","14.4","0.9","6.0","5.5","3.0","0.0","0.0","6.67","4.1","75.5","66.1"
"20251126","전남","해남군 삼산면","7.9","12.6","1.1","10.8","0.0","10.0","0.0","0.0","12.89","7.6","65.7","65.9"
"20251125","전남","해남군 삼산면","9.0","12.3","5.1","13.1","2.5","2.0","0.0","0.0","6.73","8.3","72.9","72.7"
"20251124","전남","해남군 삼산면","12.3","19.1","7.3","8.4","0.0","0.0","0.0","0.0","11.55","10.1","81.5","75.7"
"20251123","전남","해남군 삼산면","8.7","16.2","1.5","5.8","0.0","0.0","0.0","0.0","13.4","13.4","82.9","74.5"
"20251122","전남","해남군 삼산면","6.8","15.3","0.2","8.8","0.0","0.0","0.0","0.0","13.58","13.0","81.9","72.6"
"20251121","전남","해남군 삼산면","8.5","14.1","2.5","8.7","0.0","0.0","0.0","0.0","12.09","8.5","74.9","80.7"
"20251120","전남","해남군 삼산면","7.8","14.6","1.0","10.5","0.0","0.0","0.0","0.0","7.48","9.0","82.5","57.8"
"20251119","전남","해남군 삼산면","6.9","10.7","3.1","7.3","1.0","0.0","0.0","0.0","7.73","10.3","78.5","65.2"
"20251118","전남","해남군 삼산면","7.4","9.8","5.4","6.0","0.0","0.0","0.0","0.0","8.68","15.0","61.1","45.0"
"20251117","전남","해남군 삼산면","9.3","13.2","7.0","13.5","0.0","0.0","0.0","0.0","6.56","7.6","61.6","57.9"
"20251116","전남","해남군 삼산면","11.0","20.2","2.8","18.8","0.0","0.0","0.0","0.0","13.7","10.1","80.6","75.2"
"20251115","전남","해남군 삼산면","9.5","20.2","1.8","17.4","0.0","2.5","0.0","0.0","15.15","5.3","70.9","83.2"
"20251114","전남","해남군 삼산면","10.9","18.3","1.8","16.6","0.0","0.0","0.0","0.0","14.96","11.9","69.2","71.9"
"20251113","전남","해남군 삼산면","10.8","18.3","4.1","13.9","0.0","0.0","0.0","0.0","11.66","14.2","83.2","79.8"
"20251112","전남","해남군 삼산면","7.7","14.1","2.1","13.3","0.0","0.0","0.0","0.0","4.73","11.3","86.9","84.5"
"20251111","전남","해남군 삼산면","9.2","16.4","2.9","13.3","0.0","0.0","0.0","0.0","12.76","14.7","64.0","83.3"
"20251110","전남","해남군 삼산면","11.1","14.8","3.0","15.1","0.0","0.0","0.0","0.0","16.04","3.9","59.3","81.8"
"20251109","전남","해남군 삼산면","14.7","19.2","9.9","12.6","1.5","0.0","0.0","0.0","12.86","10.3","81.3","89.0"
"20251108","전남","해남군 삼산면","15.5","18.5","12.8","13.1","10.5","0.0","0.0","0.0","3.89","10.7","75.2","80.4"
"20251107","전남","해남군 삼산면","13.9","21.7","6.5","9.1","0.0","0.0","0.0","0.0","14.59","16.0","78.3","74.1"
"20251106","전남","해남군 삼산면","12.2","21.0","4.7","10.5","0.0","0.0","0.0","0.0","14.53","16.0","81.5","57.1"
"20251105","전남","해남군 삼산면","12.3","21.3","5.8","12.9","0.0","0.0","0.0","0.0","15.04","14.6","81.9","57.3"
"20251104","전남","해남군 삼산면","11.2","19.8","5.8","15.2","0.0","1.0","0.0","0.0","11.91","9.3","82.0","82.0"
"20251103","전남","해남군 삼산면","9.5","15.9","3.0","16.6","0.0","0.0","0.0","0.0","16.87","16.1","59.2","82.7"
"20251102","전남","해남군 삼산면","11.8","17.6","6.6","17.9","0.0","11.5","0.0","0.0","14.17","11.5","70.3","92.7"
"20251101","전남","해남군 삼산면","14.1","18.5","8.2","15.5","0.5","73.0","0.0","0.0","14.48","1.1","73.8","98.1"
"20251031","전남","해남군 삼산면","13.7","21.1","7.2","16.4","0.0","0.0","0.0","0.0","16.04","11.9","74.5","82.5"
"20251030","전남","해남군 삼산면","13.4","19.3","7.9","15.5","0.0","0.0","0.0","0.0","11.65","15.8","65.6","83.5"
"20251029","전남","해남군 삼산면","9.4","18.3","1.8","16.6","0.0","0.5","0.0","0.0","17.58","10.7","70.3","80.3"
"20251028","전남","해남군 삼산면","9.2","16.3","3.5","15.9","0.0","0.0","0.0","0.0","17.91","10.7","68.2","85.6"
"20251027","전남","해남군 삼산면","11.7","14.6","6.6","17.2","0.5","1.0","0.0","0.8","16.45","5.2","65.2","86.4"
"20251026","전남","해남군 삼산면","15.2","19.7","11.2","17.8","0.0","0.0","0.0","8.2","13.42","16.4","66.1","82.2"
"20251025","전남","해남군 삼산면","15.0","19.3","10.8","14.8","0.0","0.0","0.0","2.2","9.6","8.9","82.7","83.0"
"20251024","전남","해남군 삼산면","15.2","22.6","8.9","13.5","0.0","0.0","0.0","10.2","14.42","18.6","84.6","71.6"
"20251023","전남","해남군 삼산면","15.5","23.1","9.4","16.0","0.0","0.5","0.0","5.8","15.32","12.2","81.8","69.0"
"20251022","전남","해남군 삼산면","13.7","21.5","7.5","19.6","0.0","79.5","0.0","0.0","17.42","3.6","81.8","99.3"
"20251021","전남","해남군 삼산면","13.3","15.9","9.5","17.7","0.0","13.5","0.0","3.4","5.25","10.9","77.5","76.9"
"20251020","전남","해남군 삼산면","13.8","17.7","9.4","15.9","0.0","0.0","0.0","4.2","18.43","11.7","65.3","64.8"
"20251019","전남","해남군 삼산면","17.9","21.0","15.8","20.4","0.0","1.5","0.0","0.0","5.08","3.2","84.6","89.4"
"20251018","전남","해남군 삼산면","20.0","24.2","16.4","23.7","0.0","1.0","0.0","1.1","3.36","7.7","85.4","88.2"
"20251017","전남","해남군 삼산면","22.0","25.1","19.3","20.0","1.0","0.0","0.0","1.1","10.1","8.3","77.2","84.0"
"20251016","전남","해남군 삼산면","21.8","24.6","18.0","20.4","66.0","0.0","0.0","7.2","8.37","14.9","92.0","87.1"
"20251015","전남","해남군 삼산면","20.9","22.5","19.0","21.7","9.5","0.0","0.0","0.3","5.72","5.8","91.1","93.3"
"20251014","전남","해남군 삼산면","21.2","23.2","17.8","20.4","11.0","13.0","0.0","0.0","6.23","3.3","94.0","86.5"
"20251013","전남","해남군 삼산면","23.6","29.5","18.5","18.2","9.0","0.0","0.0","6.2","14.64","14.8","88.6","81.6"
"20251012","전남","해남군 삼산면","22.3","27.8","18.0","17.5","0.0","0.0","0.0","9.9","9.84","17.4","93.1","80.8"
"20251011","전남","해남군 삼산면","23.0","28.9","18.0","17.4","0.0","0.0","0.0","10.6","19.09","19.5","78.4","78.4"
"20251010","전남","해남군 삼산면","21.9","26.3","17.9","18.9","0.0","5.0","0.0","7.9","19.25","16.7","74.5","82.0"
"20251009","전남","해남군 삼산면","23.1","27.4","20.2","18.0","0.0","1.5","0.0","6.2","19.75","13.8","77.8","84.5"
"20251008","전남","해남군 삼산면","22.6","27.2","20.7","17.4","1.0","0.0","0.0","8.0","9.3","15.8","92.1","84.5"
"20251007","전남","해남군 삼산면","22.9","25.3","20.8","16.7","2.5","3.0","0.0","0.0","8.01","6.5","90.1","91.2"
"20251006","전남","해남군 삼산면","23.3","28.1","19.0","17.2","0.0","4.5","0.0","0.0","15.81","5.1","87.7","88.7"
"20251005","전남","해남군 삼산면","23.0","26.6","20.0","17.5","0.0","0.0","0.0","9.8","12.9","19.3","88.2","80.3"
"20251004","전남","해남군 삼산면","22.5","26.2","20.0","15.8","0.5","0.0","0.0","10.7","10.84","21.9","93.3","81.5"
"20251003","전남","해남군 삼산면","19.3","21.0","17.3","13.7","44.0","2.5","0.0","0.3","2.09","3.8","98.6","88.9"
"20251002","전남","해남군 삼산면","19.0","24.3","15.8","16.8","9.5","0.0","0.0","6.8","5.41","17.3","91.5","59.5"
"20251001","전남","해남군 삼산면","19.5","27.1","13.8","20.7","0.0","0.0","0.0","3.6","20.73","10.2","83.1","82.1"
"20250930","전남","해남군 삼산면","19.1","25.7","14.5","22.3","0.0","0.0","0.0","11.0","12.73","20.8","86.5","79.9"
"20250929","전남","해남군 삼산면","21.3","25.6","16.1","23.5","0.0","0.0","0.0","9.9","14.51","20.0","83.1","74.6"
"20250928","전남","해남군 삼산면","23.7","27.0","20.6","23.4","4.0","0.0","0.0","10.2","7.77","20.4","90.7","82.6"
"20250927","전남","해남군 삼산면","22.9","25.1","20.0","23.4","4.0","0.0","0.0","10.4","9.08","20.7","90.2","79.3"
"20250926","전남","해남군 삼산면","24.1","27.8","21.1","24.1","0.5","0.0","0.0","8.4","9.83","17.2","90.9","85.6"
"20250925","전남","해남군 삼산면","23.8","25.3","22.7","22.8","34.0","0.0","0.0","8.5","3.5","19.0","99.6","86.1"
"20250924","전남","해남군 삼산면","25.3","30.1","22.3","21.8","2.0","0.0","0.0","6.8","13.26","17.2","84.1","77.0"
"20250923","전남","해남군 삼산면","22.8","27.0","18.3","22.3","0.0","0.0","0.0","10.9","21.31","22.9","66.8","79.8"
"20250922","전남","해남군 삼산면","22.0","26.5","17.9","22.3","0.0","7.0","0.0","0.0","18.03","6.2","75.2","97.7"
"20250921","전남","해남군 삼산면","21.5","27.3","17.2","26.3","0.0","172.5","0.0","0.0","19.5","1.5","85.9","96.8"
"20250920","전남","해남군 삼산면","23.6","27.0","18.1","28.0","18.0","48.5","0.0","1.7","12.27","10.5","84.8","91.4"
"20250919","전남","해남군 삼산면","23.4","26.8","20.7","28.3","0.0","15.0","0.0","10.6","14.63","22.4","80.4","83.8"
"20250918","전남","해남군 삼산면","24.0","28.2","21.0","28.3","0.0","0.0","0.0","10.6","14.92","21.2","84.6","87.3"
"20250917","전남","해남군 삼산면","26.5","30.8","23.1","28.3","5.0","4.5","0.0","6.5","11.86","17.1","94.9","93.1"
"20250916","전남","해남군 삼산면","27.0","31.2","22.7","27.6","0.0","6.5","0.0","0.1","19.82","2.8","90.0","91.9"
"20250915","전남","해남군 삼산면","25.4","29.9","23.4","28.5","3.5","0.0","0.0","9.2","9.66","19.0","95.8","87.1"
"20250914","전남","해남군 삼산면","25.1","29.8","21.5","27.8","0.5","0.0","0.0","9.3","15.09","20.2","88.9","84.8"
"20250913","전남","해남군 삼산면","26.9","29.6","22.9","27.8","50.0","0.0","0.0","9.9","11.08","20.4","92.5","85.5"
"20250912","전남","해남군 삼산면","25.7","28.4","23.6","28.1","0.0","0.0","0.0","7.3","12.4","19.7","81.1","90.1"
"20250911","전남","해남군 삼산면","24.8","29.6","19.0","27.4","0.0","12.5","0.0","1.2","24.49","9.8","83.6","97.0"
"20250910","전남","해남군 삼산면","23.9","29.1","21.0","27.8","1.0","0.5","0.0","11.5","14.61","23.8","91.1","85.0"
"20250909","전남","해남군 삼산면","21.7","23.4","19.7","26.9","21.5","0.0","0.0","11.0","3.77","23.3","97.9","86.8"
"20250908","전남","해남군 삼산면","24.7","27.5","22.1","26.5","28.0","0.0","0.0","11.2","8.04","23.3","96.7","84.9"
"20250907","전남","해남군 삼산면","26.9","31.2","24.2","26.4","40.0","0.0","0.0","1.0","10.1","9.1","95.8","93.7"
"20250906","전남","해남군 삼산면","28.3","32.0","24.9","27.0","0.5","0.0","0.0","4.3","20.62","14.3","86.8","89.3"
"20250905","전남","해남군 삼산면","27.6","32.8","23.3","26.4","0.0","0.0","0.0","10.1","20.44","21.3","84.4","85.4"
"20250904","전남","해남군 삼산면","27.5","31.8","23.9","25.7","0.0","0.0","0.0","11.5","19.17","24.5","85.6","78.7"
"20250903","전남","해남군 삼산면","26.5","31.3","21.4","26.1","0.0","0.0","0.0","7.8","24.77","19.0","83.3","78.5"
"20250902","전남","해남군 삼산면","26.7","30.9","22.4","25.1","2.0","0.0","0.0","3.7","18.29","13.1","86.0","87.9"
"20250901","전남","해남군 삼산면","28.3","31.9","25.1","26.1","0.5","0.0","0.0","9.9","19.61","22.2","86.4","84.6"
"20250831","전남","해남군 삼산면","27.5","31.5","24.5","25.6","0.0","0.0","0.0","11.6","15.1","24.5","91.1","82.7"
"20250830","전남","해남군 삼산면","28.1","32.5","24.0","27.5","0.0","0.0","0.0","12.1","23.1","25.7","84.0","79.6"
"20250829","전남","해남군 삼산면","28.0","32.9","24.2","28.0","0.0","0.0","0.0","10.9","23.84","24.9","86.4","78.1"
"20250828","전남","해남군 삼산면","27.4","32.1","23.8","27.9","0.0","2.0","0.0","9.5","19.34","21.7","86.4","77.9"
"20250827","전남","해남군 삼산면","27.8","31.7","24.2","27.8","0.0","0.0","0.0","4.8","22.58","18.0","85.6","87.6"
"20250826","전남","해남군 삼산면","28.5","31.4","26.3","27.6","0.5","0.0","0.0","9.0","17.08","19.7","89.7","87.9"
"20250825","전남","해남군 삼산면","28.6","32.2","25.4","27.8","0.0","0.0","0.0","8.4","21.72","21.6","85.5","87.6"
"20250824","전남","해남군 삼산면","27.9","32.3","23.9","27.8","0.0","0.0","0.0","10.8","21.35","22.4","88.1","86.2"
"20250823","전남","해남군 삼산면","27.6","32.2","23.7","27.7","0.0","0.0","0.0","10.3","24.05","23.5","86.5","89.1"
"20250822","전남","해남군 삼산면","27.7","32.0","23.3","28.4","0.0","6.5","0.0","3.6","25.35","13.9","84.5","89.7"
"20250821","전남","해남군 삼산면","27.9","32.9","24.2","30.3","0.0","1.5","0.0","7.8","25.45","19.9","84.9","81.5"
"20250820","전남","해남군 삼산면","27.6","32.1","24.3","28.5","0.0","23.0","0.0","3.2","17.95","14.0","88.0","94.9"
"20250819","전남","해남군 삼산면","27.6","31.8","24.2","28.3","0.0","0.0","0.0","11.6","23.1","24.0","86.6","86.4"
"20250818","전남","해남군 삼산면","27.3","32.2","23.5","27.5","0.0","0.0","0.0","11.3","20.55","23.2","88.0","84.8"
"20250817","전남","해남군 삼산면","26.9","32.6","22.1","26.8","0.0","0.5","0.0","5.7","25.45","18.3","87.5","90.3"
"20250816","전남","해남군 삼산면","26.9","32.3","23.0","27.2","0.0","0.0","0.0","6.6","24.88","17.9","87.3","86.9"
"20250815","전남","해남군 삼산면","27.4","32.5","23.1","27.6","0.0","0.0","0.0","7.6","21.34","19.4","87.5","87.7"
"20250814","전남","해남군 삼산면","27.5","31.2","23.6","27.8","0.0","0.0","0.0","11.7","23.21","24.8","89.5","83.7"
"20250813","전남","해남군 삼산면","27.5","30.9","24.5","27.7","0.0","0.0","0.0","3.7","21.95","14.7","87.9","85.7"
"20250812","전남","해남군 삼산면","23.5","25.6","21.8","28.0","59.5","0.0","0.0","12.2","3.4","25.4","99.6","81.4"
"20250811","전남","해남군 삼산면","24.1","26.1","22.0","28.1","26.5","0.0","0.0","11.9","4.25","25.1","98.6","80.2"
"20250810","전남","해남군 삼산면","26.0","29.6","23.1","28.3","61.0","0.0","0.0","9.8","10.8","20.3","94.4","84.7"
"20250809","전남","해남군 삼산면","24.0","25.7","22.6","28.7","51.0","0.0","0.0","11.5","2.33","23.3","98.8","84.9"
"20250808","전남","해남군 삼산면","26.1","30.7","22.4","28.3","0.0","0.0","0.0","6.6","21.06","19.0","87.0","88.1"
"20250807","전남","해남군 삼산면","28.1","30.3","24.7","28.9","0.0","0.0","0.0","10.4","11.7","21.7","90.8","85.8"
"20250806","전남","해남군 삼산면","28.2","29.7","26.8","28.9","8.0","0.0","0.0","11.1","9.5","23.0","92.8","82.5"
"20250805","전남","해남군 삼산면","28.2","30.9","25.6","28.4","2.0","0.0","0.0","8.5","14.78","20.7","91.9","88.1"
"20250804","전남","해남군 삼산면","28.9","31.4","27.1","30.2","0.0","0.5","0.0","9.0","23.94","21.2","89.6","87.3"
"20250803","전남","해남군 삼산면","27.9","30.2","24.8","29.8","2.5","0.0","0.0","10.9","7.96","23.1","87.4","87.2"
"20250802","전남","해남군 삼산면","28.2","33.2","24.2","29.2","0.0","0.0","0.0","6.4","22.8","17.6","85.0","92.5"
"20250801","전남","해남군 삼산면","28.6","34.4","23.8","29.2","0.0","0.0","0.0","6.7","22.87","19.9","80.0","84.9"
"20250731","전남","해남군 삼산면","28.0","30.9","23.9","29.1","0.0","0.0","0.0","8.1","25.77","23.5","79.9","85.4"
"20250730","전남","해남군 삼산면","27.5","30.8","24.2","28.4","0.0","0.0","0.0","10.8","21.97","26.6","83.4","88.5"
"20250729","전남","해남군 삼산면","28.0","32.2","23.2","28.6","0.0","0.0","0.0","8.5","27.9","23.7","79.9","85.2"
"20250728","전남","해남군 삼산면","28.6","34.4","24.6","29.5","0.0","0.0","0.0","11.2","16.59","25.9","79.0","78.6"
"20250727","전남","해남군 삼산면","29.2","32.7","25.9","28.7","0.0","16.5","0.0","6.8","27.51","20.3","75.3","88.2"
"20250726","전남","해남군 삼산면","29.0","32.8","25.2","27.3","0.0","20.0","0.0","0.0","27.54","7.5","78.6","96.0"
"20250725","전남","해남군 삼산면","28.2","32.2","23.3","28.8","0.0","0.0","0.0","9.6","27.53","25.8","81.6","91.6"
"20250724","전남","해남군 삼산면","27.7","34.0","22.8","29.3","0.0","0.0","0.0","9.4","27.85","21.4","82.5","83.4"
"20250723","전남","해남군 삼산면","27.4","33.0","22.3","29.2","0.0","0.0","0.0","5.4","27.06","19.2","81.5","81.1"
"20250722","전남","해남군 삼산면","27.5","31.1","24.1","29.0","0.0","0.0","0.0","5.9","22.4","19.3","87.2","79.5"
"20250721","전남","해남군 삼산면","27.7","31.3","25.8","27.5","39.0","11.5","0.0","2.5","20.55","16.3","92.2","89.9"
"20250720","전남","해남군 삼산면","27.6","30.1","25.7","28.1","0.0","0.5","0.0","4.6","23.95","18.6","86.0","88.2"
"20250719","전남","해남군 삼산면","28.0","30.8","25.4","24.8","24.0","33.5","0.0","3.0","17.59","10.0","85.1","95.2"
"20250718","전남","해남군 삼산면","25.3","28.6","21.8","27.3","18.5","10.5","0.0","0.4","18.23","8.8","92.3","89.4"
"20250717","전남","해남군 삼산면","27.9","29.2","22.8","28.1","0.0","0.0","0.0","0.6","6.2","12.9","83.0","85.4"
"20250716","전남","해남군 삼산면","26.0","27.8","22.9","25.9","4.0","90.0","0.0","0.0","5.88","4.9","83.2","97.9"
"20250715","전남","해남군 삼산면","25.0","28.8","21.9","24.6","0.0","2.5","0.0","2.4","21.8","16.8","86.0","94.8"
"20250714","전남","해남군 삼산면","24.7","29.0","20.5","24.4","0.5","18.5","0.0","1.5","20.54","8.6","83.4","95.0"
"20250713","전남","해남군 삼산면","23.6","25.5","21.3","24.2","90.0","1.5","0.0","1.2","2.46","15.0","96.3","92.4"
"20250712","전남","해남군 삼산면","26.6","31.3","24.1","24.2","0.0","0.0","0.0","3.8","22.19","17.2","71.1","90.3"
"20250711","전남","해남군 삼산면","27.8","31.9","24.4","23.6","0.0","0.0","0.0","0.0","26.71","7.3","67.5","96.3"
"20250710","전남","해남군 삼산면","27.8","32.6","23.4","24.7","0.0","22.0","0.0","0.0","25.92","7.6","74.8","97.7"
"20250709","전남","해남군 삼산면","27.8","32.2","23.7","26.3","0.0","0.5","0.0","0.0","26.92","4.7","73.6","96.0"
"20250708","전남","해남군 삼산면","28.2","32.1","25.2","26.2","0.0","0.5","0.0","0.0","26.34","4.6","81.8","98.8"
"20250707","전남","해남군 삼산면","28.2","32.4","24.2","26.2","0.0","0.0","0.0","0.0","25.9","4.0","84.5","99.1"
"20250706","전남","해남군 삼산면","28.2","31.3","25.5","26.8","0.0","0.0","0.0","0.7","24.91","13.6","87.9","92.1"
"20250705","전남","해남군 삼산면","27.9","30.4","26.0","26.5","0.0","4.0","0.0","5.6","25.05","21.3","85.3","89.5"
"20250704","전남","해남군 삼산면","27.4","29.7","25.7","25.8","0.0","0.0","0.0","3.4","22.21","16.2","83.9","95.0"
"20250703","전남","해남군 삼산면","27.8","31.1","25.2","26.5","0.0","0.5","0.0","8.3","27.38","22.4","82.6","88.2"
"20250702","전남","해남군 삼산면","28.1","32.7","24.8","27.0","0.0","0.5","0.0","2.0","27.17","14.4","83.2","89.6"
"20250701","전남","해남군 삼산면","28.2","32.0","24.9","25.0","0.0","11.0","0.0","4.0","23.51","16.9","86.0","91.6"
"20250630","전남","해남군 삼산면","27.8","32.5","23.8","24.3","0.0","83.0","0.0","0.0","26.73","4.4","82.9","99.7"
"20250629","전남","해남군 삼산면","27.3","30.8","24.8","24.1","0.0","53.0","0.0","0.0","23.88","2.7","84.2","97.0"
"20250628","전남","해남군 삼산면","26.5","28.7","25.3","23.5","0.0","0.0","0.0","11.7","14.0","26.5","92.5","84.1"
"20250627","전남","해남군 삼산면","25.2","29.7","18.9","20.2","0.0","3.0","0.0","0.0","21.26","5.0","83.9","85.6"
"20250626","전남","해남군 삼산면","22.9","27.6","18.1","22.4","0.0","0.0","0.0","8.9","27.69","24.9","82.6","74.8"
"20250625","전남","해남군 삼산면","22.0","25.6","19.4","23.4","0.5","0.0","0.0","4.7","23.47","19.8","91.4","72.7"
"20250624","전남","해남군 삼산면","22.0","23.3","19.9","24.4","6.0","0.0","0.0","3.2","8.51","14.5","90.7","90.7"
"20250623","전남","해남군 삼산면","23.0","29.6","17.2","23.8","0.0","0.5","0.0","1.2","26.22","10.5","80.8","93.4"
"20250622","전남","해남군 삼산면","22.3","26.5","19.4","23.9","0.0","40.5","0.0","0.0","20.27","3.3","82.6","99.1"
"20250621","전남","해남군 삼산면","23.4","25.4","19.5","23.6","27.5","0.0","0.0","5.6","3.07","20.6","99.2","86.1"
"20250620","전남","해남군 삼산면","25.9","28.8","23.4","21.9","1.5","4.0","0.0","0.0","9.75","3.6","87.7","88.9"
"20250619","전남","해남군 삼산면","23.5","27.5","20.3","24.1","0.0","0.0","0.0","9.2","17.81","24.8","91.9","68.1"
"20250618","전남","해남군 삼산면","23.0","30.1","17.4","23.2","0.0","0.0","0.0","11.0","27.82","27.8","80.9","70.4"
"20250617","전남","해남군 삼산면","23.6","26.3","21.3","21.6","0.0","0.0","0.0","1.2","15.57","10.5","82.2","80.3"
"20250616","전남","해남군 삼산면","22.7","25.4","21.4","24.0","8.0","0.0","0.0","9.6","17.51","24.6","90.5","77.9"
"20250615","전남","해남군 삼산면","23.7","28.8","19.4","25.0","10.5","0.0","0.0","8.2","16.95","23.5","90.2","78.4"
"20250614","전남","해남군 삼산면","23.5","26.8","20.5","24.3","80.0","0.0","0.0","7.7","8.07","20.7","95.5","73.0"
"20250613","전남","해남군 삼산면","20.6","22.2","18.3","24.2","24.0","0.0","0.0","12.5","8.43","27.5","88.0","73.3"
"20250612","전남","해남군 삼산면","21.7","25.8","18.4","22.8","0.0","0.0","0.0","11.4","16.45","25.7","71.4","80.0"
"20250611","전남","해남군 삼산면","22.9","29.0","17.2","21.9","0.0","0.0","0.0","8.5","28.82","22.8","61.1","83.6"
"20250610","전남","해남군 삼산면","22.1","27.3","17.2","22.3","0.0","0.0","0.0","9.8","17.98","24.8","80.7","77.2"
"20250609","전남","해남군 삼산면","22.9","28.3","18.9","22.8","0.0","0.0","0.0","6.5","18.01","18.8","79.0","79.6"
"20250608","전남","해남군 삼산면","23.6","28.7","20.0","20.8","0.0","10.0","0.0","0.0","20.88","6.9","79.4","93.4"
"20250607","전남","해남군 삼산면","23.0","28.6","16.5","21.1","0.0","0.0","0.0","4.3","22.52","18.1","66.4","69.3"
"20250606","전남","해남군 삼산면","21.8","26.5","17.0","20.3","0.0","0.0","0.0","0.2","14.11","12.7","52.3","70.3"
