Variable,Cumulative_Period,Lag,Correlation,Abs_Correlation
평균습도,27,5,-0.2896218008969903,0.2896218008969903
평균기온,18,0,0.2895767380599326,0.2895767380599326
평균습도,27,2,-0.28950529768659017,0.28950529768659017
최고기온,13,4,0.2894260167123808,0.2894260167123808
최저기온,29,8,0.2894251577052922,0.2894251577052922
평균일사량,19,5,0.28908575536864506,0.28908575536864506
최고기온,15,6,0.2889799664392599,0.2889799664392599
최고기온,8,12,-0.2889537604910086,0.2889537604910086
평균일조시간,10,10,-0.2886822622978056,0.2886822622978056
평균강수량,23,12,0.28867820018037127,0.28867820018037127
평균습도,3,2,-0.2884891833157254,0.2884891833157254
최저기온,9,4,0.28839475685539756,0.28839475685539756
평균강수량,28,7,0.2883153357243568,0.2883153357243568
최고기온,21,1,0.288217042583577,0.288217042583577
평균일조시간,20,12,-0.2881685487802003,0.2881685487802003
평균일조시간,4,7,-0.288129260856295,0.288129260856295
최저기온,22,5,0.28808044833519225,0.28808044833519225
평균기온,19,11,0.2880039227690083,0.2880039227690083
평균습도,26,0,-0.28789267834082594,0.28789267834082594
평균기온,21,2,0.28784731368843364,0.28784731368843364
평균일조시간,12,11,-0.28781922558448997,0.28781922558448997
최고기온,11,3,0.28776939612159597,0.28776939612159597
평균일조시간,14,12,-0.2877574542956712,0.2877574542956712
평균강수량,19,0,0.28773876982307256,0.28773876982307256
최저기온,16,10,0.28763058247717826,0.28763058247717826
평균강수량,28,11,0.28741383099212386,0.28741383099212386
최고기온,9,2,0.28739408659860133,0.28739408659860133
평균습도,1,3,-0.28723030186021936,0.28723030186021936
평균일사량,28,2,0.28720208118374924,0.28720208118374924
최저기온,7,3,0.28708000674647005,0.28708000674647005
평균습도,22,3,-0.28701802631491125,0.28701802631491125
평균습도,25,1,-0.28680552957346284,0.28680552957346284
평균기온,14,7,0.2867936456877482,0.2867936456877482
평균습도,22,0,-0.28663763787737445,0.28663763787737445
평균강수량,26,5,0.2864160011246505,0.2864160011246505
평균습도,27,12,0.2862519786675584,0.2862519786675584
평균일사량,15,2,0.2862090384196095,0.2862090384196095
평균습도,24,1,-0.28616390379558976,0.28616390379558976
평균습도,20,10,0.28612724319850164,0.28612724319850164
평균강수량,25,4,0.28611226306004867,0.28611226306004867
평균습도,23,2,-0.28608964397919784,0.28608964397919784
평균강수량,27,6,0.28589191944302295,0.28589191944302295
평균습도,27,0,-0.2855730631423612,0.2855730631423612
평균기온,5,1,0.2855149873355776,0.2855149873355776
최고기온,24,12,0.28544861080607253,0.28544861080607253
평균강수량,27,12,0.28542322765911193,0.28542322765911193
평균습도,28,2,-0.28527713515316766,0.28527713515316766
최고기온,28,6,0.28526983509919746,0.28526983509919746
최고기온,14,5,0.2851948953101753,0.2851948953101753
평균습도,26,1,-0.285119977896407,0.285119977896407
최저기온,5,2,0.28490577012295704,0.28490577012295704
최고기온,24,3,0.2848192071094267,0.2848192071094267
평균습도,22,4,-0.2847049660037707,0.2847049660037707
평균습도,26,5,-0.28435989764944986,0.28435989764944986
평균일조시간,23,12,-0.28422383895081504,0.28422383895081504
최저기온,2,8,-0.28421703705394097,0.28421703705394097
평균습도,30,0,-0.28415093921359175,0.28415093921359175
평균강수량,20,11,0.28396624478291443,0.28396624478291443
최고기온,18,9,0.28350787390125065,0.28350787390125065
최고기온,22,11,0.28348991410642166,0.28348991410642166
평균기온,22,3,0.2834682569379769,0.2834682569379769
평균습도,23,1,-0.28338761063308615,0.28338761063308615
최고기온,20,10,0.28333522948302725,0.28333522948302725
평균습도,28,0,-0.28324446681296067,0.28324446681296067
최고기온,7,1,0.28321059420627503,0.28321059420627503
평균일조시간,7,8,-0.28314678173346364,0.28314678173346364
평균습도,1,1,-0.28296131572668376,0.28296131572668376
평균일조시간,19,12,-0.28279253039517094,0.28279253039517094
평균일조시간,20,11,-0.282711236142758,0.282711236142758
평균습도,29,2,-0.2826814598325801,0.2826814598325801
평균습도,29,0,-0.28264611336776185,0.28264611336776185
평균습도,19,10,0.2825959393624678,0.2825959393624678
평균일조시간,15,12,-0.2825773540572455,0.2825773540572455
최저기온,19,1,0.2825152947704455,0.2825152947704455
평균기온,2,8,-0.28240869450234407,0.28240869450234407
평균일조시간,21,11,-0.2823715926852958,0.2823715926852958
최저기온,21,3,0.2822834745912854,0.2822834745912854
평균습도,27,1,-0.28194930585396577,0.28194930585396577
평균습도,30,2,-0.2818061384336443,0.2818061384336443
최고기온,3,9,-0.28179598362495645,0.28179598362495645
평균습도,7,5,-0.2816481289605943,0.2816481289605943
평균기온,8,12,-0.28121449744150673,0.28121449744150673
평균습도,21,10,0.2809365911402808,0.2809365911402808
평균기온,5,10,-0.28070005036565987,0.28070005036565987
평균일사량,1,6,-0.28069137634531016,0.28069137634531016
평균강수량,29,9,0.2803157206019857,0.2803157206019857
평균일사량,7,9,-0.28026333796665576,0.28026333796665576
평균기온,30,8,0.28010987684418137,0.28010987684418137
평균습도,7,4,-0.2800689206218461,0.2800689206218461
평균습도,21,0,-0.2799200015933737,0.2799200015933737
최저기온,24,6,0.2798437567515511,0.2798437567515511
평균일조시간,9,9,-0.2797878978686637,0.2797878978686637
평균일조시간,13,11,-0.27938479441700464,0.27938479441700464
평균일조시간,16,12,-0.2791337450334639,0.2791337450334639
평균강수량,5,2,0.27909992122719285,0.27909992122719285
평균습도,28,1,-0.2786290562907915,0.2786290562907915
평균강수량,29,10,0.278488906561071,0.278488906561071
평균일사량,12,12,-0.27847324998803924,0.27847324998803924
평균습도,22,2,-0.2784559355998705,0.2784559355998705
평균일조시간,19,11,-0.2783886905166937,0.2783886905166937
평균강수량,22,12,0.2782355792524855,0.2782355792524855
평균기온,17,10,0.27808930429157175,0.27808930429157175
평균일조시간,18,12,-0.27798543671876647,0.27798543671876647
평균강수량,12,7,0.27777634890663666,0.27777634890663666
평균기온,12,5,0.27773369940364406,0.27773369940364406
평균일조시간,11,10,-0.27760232184239686,0.27760232184239686
평균습도,22,1,-0.27741997238788796,0.27741997238788796
평균습도,30,1,-0.27728213958688924,0.27728213958688924
평균강수량,29,8,0.2772814718478355,0.2772814718478355
평균일조시간,17,12,-0.277249981947739,0.277249981947739
평균습도,29,1,-0.2772375261750338,0.2772375261750338
평균기온,20,1,0.27714073804361433,0.27714073804361433
평균기온,13,6,0.27671970598011086,0.27671970598011086
평균습도,25,5,-0.2766788836292167,0.2766788836292167
평균습도,2,1,-0.2765906071820526,0.2765906071820526
최고기온,5,0,0.27652639240406013,0.27652639240406013
평균습도,17,11,0.27592598758435083,0.27592598758435083
최저기온,5,10,-0.27580836576173307,0.27580836576173307
평균일사량,20,6,0.2756722951020813,0.2756722951020813
평균일조시간,22,11,-0.27551752740294844,0.27551752740294844
평균강수량,28,12,0.2753033912917811,0.2753033912917811
평균강수량,18,10,0.2752477781049207,0.2752477781049207
평균일사량,25,10,0.2750969907405151,0.2750969907405151
최저기온,1,7,-0.27475816972403466,0.27475816972403466
평균일사량,16,3,0.2746824416347376,0.2746824416347376
최고기온,23,2,0.27428420036096407,0.27428420036096407
평균습도,5,6,-0.27381790880805645,0.27381790880805645
평균일조시간,14,11,-0.273549034366943,0.273549034366943
평균습도,4,6,-0.2734856266869359,0.2734856266869359
최저기온,3,1,0.27340977299194236,0.27340977299194236
평균습도,1,2,-0.27314329831093387,0.27314329831093387
평균강수량,29,11,0.2730419384002849,0.2730419384002849
최고기온,16,8,0.2730379480638273,0.2730379480638273
평균습도,18,10,0.27276381977548275,0.27276381977548275
평균일조시간,20,10,-0.27275962963851264,0.27275962963851264
최고기온,5,10,-0.2725738460266598,0.2725738460266598
평균일조시간,19,10,-0.27242299225793065,0.27242299225793065
평균일사량,4,7,-0.2723721783622256,0.2723721783622256
평균일사량,9,10,-0.2723503570560566,0.2723503570560566
평균일조시간,18,11,-0.272227836166547,0.272227836166547
평균습도,21,3,-0.27214738972265207,0.27214738972265207
평균기온,20,12,0.27200162407905754,0.27200162407905754
평균기온,3,0,0.2715964692263646,0.2715964692263646
평균습도,20,0,-0.2713537407707354,0.2713537407707354
최고기온,12,4,0.2713435493679371,0.2713435493679371
평균일조시간,24,12,-0.2711693431166318,0.2711693431166318
평균일사량,12,0,0.27116862483534393,0.27116862483534393
평균기온,23,4,0.27115686808532796,0.27115686808532796
평균일조시간,10,9,-0.2709368864219087,0.2709368864219087
평균습도,25,11,0.27085697493909344,0.27085697493909344
평균기온,1,7,-0.27080126874046134,0.27080126874046134
평균기온,24,5,0.2707593690273698,0.2707593690273698
평균일사량,27,1,0.27074047331413853,0.27074047331413853
최저기온,13,8,0.27069675583488056,0.27069675583488056
평균습도,16,12,0.2706474138403789,0.2706474138403789
평균일조시간,12,10,-0.2703907482073405,0.2703907482073405
평균습도,22,10,0.27021385767160017,0.27021385767160017
평균강수량,29,7,0.2696338650101148,0.2696338650101148
평균습도,1,4,-0.2695069337361056,0.2695069337361056
평균일조시간,15,11,-0.2691878005423978,0.2691878005423978
평균일조시간,8,8,-0.26896901232367154,0.26896901232367154
평균습도,4,2,-0.268901127054297,0.268901127054297
최고기온,15,7,0.26883811135786195,0.26883811135786195
평균습도,21,1,-0.268447244642224,0.268447244642224
최고기온,10,3,0.26813224538493724,0.26813224538493724
최고기온,27,5,0.26807912941248685,0.26807912941248685
평균기온,14,8,0.267952878945154,0.267952878945154
평균강수량,25,3,0.26775478125350083,0.26775478125350083
최고기온,30,7,0.2675539124613421,0.2675539124613421
평균일조시간,18,10,-0.26753424443748525,0.26753424443748525
평균일조시간,19,9,-0.26752233703395034,0.26752233703395034
평균일조시간,17,11,-0.267204457545566,0.267204457545566
평균습도,21,4,-0.2670587638138028,0.2670587638138028
평균일조시간,16,11,-0.26704068442488227,0.26704068442488227
평균기온,7,11,-0.2670116648119251,0.2670116648119251
평균일조시간,18,9,-0.2666050563015127,0.2666050563015127
평균일조시간,5,7,-0.2665976686410023,0.2665976686410023
평균일사량,2,6,-0.26629540557164366,0.26629540557164366
최고기온,14,6,0.2662430433792753,0.2662430433792753
평균기온,10,4,0.2660938583239926,0.2660938583239926
평균일조시간,2,6,-0.266008447577259,0.266008447577259
평균강수량,16,9,0.2659440925260007,0.2659440925260007
평균일조시간,21,10,-0.26588946495224164,0.26588946495224164
평균강수량,8,4,0.2658893583615618,0.2658893583615618
최저기온,17,11,0.26588156663434853,0.26588156663434853
평균습도,21,2,-0.26582495231060776,0.26582495231060776
평균강수량,22,1,0.26578697524835454,0.26578697524835454
최저기온,8,12,-0.2655312718741132,0.2655312718741132
평균강수량,24,2,0.26546197511518904,0.26546197511518904
최고기온,7,11,-0.2654361669316628,0.2654361669316628
최고기온,20,0,0.26538742187772923,0.26538742187772923
평균일사량,21,7,0.26527497104627296,0.26527497104627296
평균습도,6,6,-0.2652449923621772,0.2652449923621772
평균일조시간,13,10,-0.26519594680148745,0.26519594680148745
평균습도,24,5,-0.26518421073631004,0.26518421073631004
평균습도,2,5,-0.2643949382008281,0.2643949382008281
최저기온,22,4,0.26433592370616726,0.26433592370616726
평균일조시간,11,9,-0.264335782873155,0.264335782873155
최고기온,13,5,0.26429137033068834,0.26429137033068834
평균강수량,28,6,0.2640045761317222,0.2640045761317222
최고기온,8,2,0.2638195168605935,0.2638195168605935
평균기온,8,3,0.26378374184856856,0.26378374184856856
평균습도,28,12,0.2636153618750429,0.2636153618750429
최저기온,27,7,0.26347986966272297,0.26347986966272297
평균일조시간,1,6,-0.26344089750588845,0.26344089750588845
평균강수량,27,5,0.2633564900687623,0.2633564900687623
평균일사량,11,11,-0.2632284152984084,0.2632284152984084
평균강수량,26,4,0.26318033939887203,0.26318033939887203
평균일조시간,23,11,-0.2629417119354714,0.2629417119354714
평균기온,28,7,0.2629370092318315,0.2629370092318315
최저기온,10,5,0.2627939306855475,0.2627939306855475
평균습도,6,3,-0.262657678129733,0.262657678129733
평균일사량,6,8,-0.262413653887128,0.262413653887128
평균강수량,29,12,0.26170779479706097,0.26170779479706097
평균일조시간,17,9,-0.26165484987311366,0.26165484987311366
최저기온,18,0,0.26133623820268626,0.26133623820268626
평균일조시간,12,9,-0.26128943507406166,0.26128943507406166
평균일조시간,17,10,-0.2612793045497048,0.2612793045497048
최저기온,14,9,0.2612364620470366,0.2612364620470366
평균일조시간,20,9,-0.2611279795790711,0.2611279795790711
평균강수량,14,8,0.2608624288584874,0.2608624288584874
최저기온,1,0,0.2605721873291346,0.2605721873291346
평균기온,15,9,0.26051772883182955,0.26051772883182955
최고기온,23,12,0.26037318634741125,0.26037318634741125
평균기온,6,2,0.26024894005558175,0.26024894005558175
최고기온,19,10,0.2602390792460291,0.2602390792460291
평균기온,4,9,-0.2601057333752546,0.2601057333752546
최고기온,2,8,-0.26005629087068605,0.26005629087068605
최저기온,12,7,0.26003988148174406,0.26003988148174406
최저기온,23,5,0.25995358273869523,0.25995358273869523
최저기온,4,9,-0.2598165463919578,0.2598165463919578
평균일조시간,14,10,-0.2597875426191484,0.2597875426191484
평균일조시간,9,8,-0.2597750525367069,0.2597750525367069
최고기온,21,11,0.25948354207878443,0.25948354207878443
평균강수량,20,0,0.25944047701078826,0.25944047701078826
평균일사량,17,4,0.25933286910934067,0.25933286910934067
최고기온,17,9,0.2592371288471829,0.2592371288471829
평균기온,26,6,0.25903329158188154,0.25903329158188154
최저기온,30,8,0.25891944164850406,0.25891944164850406
평균습도,19,0,-0.2586967388399825,0.2586967388399825
평균일조시간,18,8,-0.2583008985120796,0.2583008985120796
최저기온,7,11,-0.2578586753232597,0.2578586753232597
평균일조시간,17,8,-0.2577508108159628,0.2577508108159628
평균일조시간,16,10,-0.2569561939004492,0.2569561939004492
평균일조시간,15,10,-0.2568583752490918,0.2568583752490918
평균일조시간,25,12,-0.2567366873201898,0.2567366873201898
평균일조시간,13,9,-0.25671469508401074,0.25671469508401074
평균일사량,22,8,0.25663347263989833,0.25663347263989833
평균일조시간,10,8,-0.25637107665485825,0.25637107665485825
평균일조시간,16,9,-0.25631007820388624,0.25631007820388624
최고기온,22,1,0.2561499876765156,0.2561499876765156
평균습도,17,10,0.2560312099769994,0.2560312099769994
최저기온,21,2,0.25591623686334264,0.25591623686334264
최저기온,11,6,0.25583821237430404,0.25583821237430404
최고기온,6,1,0.25576720683572357,0.25576720683572357
평균기온,19,0,0.25573857008292183,0.25573857008292183
평균기온,18,11,0.25572591009599827,0.25572591009599827
평균일조시간,6,7,-0.2557087580133859,0.2557087580133859
평균강수량,30,9,0.2557069458614911,0.2557069458614911
평균습도,20,1,-0.25552775857146004,0.25552775857146004
평균일사량,13,1,0.2555177302717931,0.2555177302717931
평균강수량,30,8,0.2550628062677451,0.2550628062677451
최고기온,26,4,0.25480967158306933,0.25480967158306933
평균강수량,30,10,0.25457173361973057,0.25457173361973057
평균일조시간,16,8,-0.2544789025580958,0.2544789025580958
평균일사량,13,12,-0.25424524540646226,0.25424524540646226
평균습도,23,10,0.2540266181479991,0.2540266181479991
평균습도,20,3,-0.25394411291767943,0.25394411291767943
평균일조시간,11,8,-0.25389191169386766,0.25389191169386766
평균기온,13,7,0.25376528672716,0.25376528672716
평균일조시간,22,10,-0.25348298685083837,0.25348298685083837
평균기온,22,2,0.2532955730774186,0.2532955730774186
평균습도,8,5,-0.25278298390561577,0.25278298390561577
평균습도,16,11,0.2527177474418417,0.2527177474418417
평균일조시간,14,9,-0.25262411370433135,0.25262411370433135
평균일사량,8,9,-0.2524885724960426,0.2524885724960426
평균일조시간,19,8,-0.2523222924823286,0.2523222924823286
평균강수량,30,7,0.2522953279924607,0.2522953279924607
평균강수량,21,12,0.25200811203376877,0.25200811203376877
평균일조시간,12,8,-0.2519570609762204,0.2519570609762204
평균일조시간,15,9,-0.2518798543128769,0.2518798543128769
최저기온,18,12,0.2518263832882022,0.2518263832882022
평균강수량,30,11,0.25091463710524375,0.25091463710524375
평균습도,23,5,-0.25075514936151344,0.25075514936151344
최고기온,11,4,0.2506631153444145,0.2506631153444145
평균일사량,26,11,0.2506534733035257,0.2506534733035257
평균습도,20,2,-0.2504632704222908,0.2504632704222908
최저기온,25,6,0.2503449348302636,0.2503449348302636
평균습도,3,1,-0.2501710694835391,0.2501710694835391
평균기온,23,3,0.25015548459795073,0.25015548459795073
최고기온,9,12,-0.24981641229289203,0.24981641229289203
평균습도,8,4,-0.2497552990864803,0.2497552990864803
평균일조시간,15,8,-0.24951299154112283,0.24951299154112283
평균습도,7,6,-0.24945784234877574,0.24945784234877574
최고기온,25,3,0.24910515080394738,0.24910515080394738
평균강수량,29,6,0.24906816122095013,0.24906816122095013
평균일조시간,13,8,-0.24901131461507237,0.24901131461507237
평균기온,4,1,0.24886592978579458,0.24886592978579458
평균일조시간,21,9,-0.2486715402478432,0.2486715402478432
평균기온,11,5,0.24864240332945992,0.24864240332945992
평균습도,3,6,-0.24855102746034657,0.24855102746034657
평균습도,26,11,0.2484969490707856,0.2484969490707856
평균일조시간,24,11,-0.24831008332761909,0.24831008332761909
최저기온,22,3,0.24818828922909236,0.24818828922909236
평균기온,12,6,0.24676806708951474,0.24676806708951474
평균일사량,26,0,0.24673569093015033,0.24673569093015033
최고기온,4,0,0.2466204159686135,0.2466204159686135
최고기온,15,8,0.246608367804953,0.246608367804953
평균강수량,26,3,0.24629189090622255,0.24629189090622255
평균일조시간,14,8,-0.24624667261829816,0.24624667261829816
최저기온,8,4,0.24600621081346702,0.24600621081346702
평균강수량,19,11,0.24581222313248222,0.24581222313248222
최저기온,20,1,0.24507010653702438,0.24507010653702438
최고기온,4,9,-0.24474174903601914,0.24474174903601914
최저기온,3,8,-0.2445653664957689,0.2445653664957689
평균일조시간,3,6,-0.24440205961324454,0.24440205961324454
평균일사량,10,10,-0.2442924797876052,0.2442924797876052
평균습도,20,4,-0.24419144663212694,0.24419144663212694
최저기온,6,3,0.24410342006603447,0.24410342006603447
평균일조시간,7,7,-0.24387450934834598,0.24387450934834598
평균습도,18,0,-0.24337467852320885,0.24337467852320885
평균습도,29,12,0.24324004640764996,0.24324004640764996
평균강수량,28,5,0.24322112038485197,0.24322112038485197
평균강수량,25,2,0.24312404880909216,0.24312404880909216
최고기온,9,3,0.24311798754018119,0.24311798754018119
최고기온,12,5,0.24279252296526976,0.24279252296526976
최고기온,14,7,0.2427449834859608,0.2427449834859608
최저기온,4,2,0.24271568243918176,0.24271568243918176
평균일조시간,26,12,-0.2426969734492303,0.2426969734492303
평균기온,6,10,-0.24267979263937506,0.24267979263937506
평균기온,3,8,-0.24267828732276495,0.24267828732276495
평균강수량,27,4,0.2424770414061812,0.2424770414061812
최저기온,15,10,0.2422865695712195,0.2422865695712195
최고기온,13,6,0.24228475394962698,0.24228475394962698
평균강수량,30,12,0.24213574134531068,0.24213574134531068
최고기온,29,6,0.241987605070237,0.241987605070237
평균강수량,9,5,0.24185801768693221,0.24185801768693221
평균기온,16,10,0.2411639610711106,0.2411639610711106
평균기온,9,12,-0.24111454952006497,0.24111454952006497
평균일사량,18,5,0.24097623034227775,0.24097623034227775
평균강수량,23,1,0.24096472491089532,0.24096472491089532
평균기온,21,1,0.24080028685629162,0.24080028685629162
평균습도,19,9,0.24028460065387897,0.24028460065387897
평균습도,1,0,-0.2402598368690058,0.2402598368690058
평균일조시간,20,8,-0.2399101918783275,0.2399101918783275
평균습도,15,12,0.23987767273611793,0.23987767273611793
평균습도,19,1,-0.23977566760762659,0.23977566760762659
평균일사량,14,2,0.23938038861315916,0.23938038861315916
평균기온,25,5,0.23892655716237435,0.23892655716237435
평균일조시간,23,10,-0.23892001649803943,0.23892001649803943
평균일사량,23,9,0.23889073182173556,0.23889073182173556
최저기온,6,10,-0.23845483480359056,0.23845483480359056
평균기온,24,4,0.23841883685563492,0.23841883685563492
평균기온,19,12,0.2383083006380893,0.2383083006380893
최고기온,1,7,-0.23812737499028555,0.23812737499028555
평균일사량,12,11,-0.23810030280456027,0.23810030280456027
최고기온,24,2,0.23775435277600543,0.23775435277600543
평균일조시간,8,7,-0.23774422432404435,0.23774422432404435
평균일조시간,16,7,-0.2376299602870173,0.2376299602870173
평균강수량,6,3,0.2374539150081879,0.2374539150081879
평균기온,2,0,0.23714963899895755,0.23714963899895755
평균강수량,30,6,0.2369037727541427,0.2369037727541427
평균습도,18,9,0.23652714263800204,0.23652714263800204
평균일조시간,10,7,-0.23641205773009283,0.23641205773009283
평균일사량,5,7,-0.2360910578911174,0.2360910578911174
최고기온,7,2,0.23600106578313304,0.23600106578313304
평균일조시간,15,7,-0.2357128307379062,0.2357128307379062
최저기온,2,1,0.23566110922086636,0.23566110922086636
평균일조시간,12,7,-0.2355670325047854,0.2355670325047854
최고기온,18,10,0.23544866720664306,0.23544866720664306
최고기온,6,10,-0.23541162743284422,0.23541162743284422
평균습도,16,10,0.23533232938938897,0.23533232938938897
평균습도,20,9,0.23504074691673307,0.23504074691673307
평균일조시간,11,7,-0.23486655352730978,0.23486655352730978
최고기온,20,11,0.23485327121558525,0.23485327121558525
평균일조시간,17,7,-0.2347050539078986,0.2347050539078986
최고기온,22,12,0.23467814415577493,0.23467814415577493
평균습도,24,10,0.23450055291221436,0.23450055291221436
평균일조시간,22,9,-0.2343079435991884,0.2343079435991884
평균일사량,7,8,-0.23395640071452958,0.23395640071452958
평균일조시간,9,7,-0.2339152477478165,0.2339152477478165
평균일조시간,13,7,-0.23377465010426204,0.23377465010426204
평균일조시간,25,11,-0.23352364055362806,0.23352364055362806
최저기온,2,7,-0.23338232578360327,0.23338232578360327
평균일조시간,14,7,-0.23333699356203508,0.23333699356203508
평균습도,22,5,-0.23317790755583573,0.23317790755583573
평균강수량,21,0,0.23261145139936681,0.23261145139936681
최고기온,16,9,0.23254583766305623,0.23254583766305623
평균습도,5,2,-0.23243061176028937,0.23243061176028937
평균강수량,29,5,0.23221409633490508,0.23221409633490508
평균습도,19,2,-0.23166989060807583,0.23166989060807583
최저기온,23,4,0.231537808458407,0.231537808458407
평균일사량,3,6,-0.23153390014339045,0.23153390014339045
평균기온,9,4,0.23119575904323106,0.23119575904323106
평균강수량,10,6,0.2310588136569095,0.2310588136569095
최고기온,21,0,0.2310246812801708,0.2310246812801708
평균습도,19,3,-0.23082221993620144,0.23082221993620144
평균강수량,17,10,0.23079567694005337,0.23079567694005337
평균강수량,27,3,0.23032540030482596,0.23032540030482596
평균강수량,13,8,0.2302587527276943,0.2302587527276943
최저기온,28,7,0.23018494631108743,0.23018494631108743
평균일사량,14,12,-0.22927984336036858,0.22927984336036858
평균기온,2,7,-0.22901346388624294,0.22901346388624294
평균일조시간,27,12,-0.2288555861989064,0.2288555861989064
평균강수량,15,9,0.22875882988595878,0.22875882988595878
평균습도,7,3,-0.2286035920207857,0.2286035920207857
최저기온,24,5,0.2284346695770418,0.2284346695770418
평균일조시간,9,2,-0.2283730669032502,0.2283730669032502
평균일사량,27,12,0.2282836222197851,0.2282836222197851
평균일사량,30,3,0.2282586230784472,0.2282586230784472
평균일조시간,8,2,-0.22809904871684047,0.22809904871684047
평균일조시간,4,6,-0.228045639484103,0.228045639484103
평균일조시간,7,2,-0.2278953005874011,0.2278953005874011
평균기온,13,8,0.2276596258744885,0.2276596258744885
평균일조시간,10,2,-0.22739487306584347,0.22739487306584347
평균일조시간,18,7,-0.2273342965013506,0.2273342965013506
평균강수량,2,0,0.22724194846839524,0.22724194846839524
평균습도,30,12,0.22703945758357394,0.22703945758357394
평균기온,7,3,0.22698346049861085,0.22698346049861085
평균습도,8,6,-0.2266878248043959,0.2266878248043959
평균일사량,19,6,0.2265821297307184,0.2265821297307184
평균일조시간,7,1,-0.22647017926904436,0.22647017926904436
평균습도,5,7,-0.22635538981307962,0.22635538981307962
평균기온,8,11,-0.2262690515176559,0.2262690515176559
평균강수량,28,4,0.2261328812177557,0.2261328812177557
평균일사량,11,0,0.22602494610375096,0.22602494610375096
최고기온,8,11,-0.2259029103704395,0.2259029103704395
최고기온,5,1,0.22588284033936887,0.22588284033936887
평균습도,27,11,0.22584417002960214,0.22584417002960214
평균일조시간,11,3,-0.2257086414427466,0.2257086414427466
최저기온,9,12,-0.22569645878494116,0.22569645878494116
평균일조시간,6,1,-0.2256471024610482,0.2256471024610482
평균일사량,15,3,0.22563736080323993,0.22563736080323993
평균습도,17,9,0.22563474075587062,0.22563474075587062
평균일조시간,8,1,-0.22546326285202792,0.22546326285202792
평균기온,29,7,0.22537251021752988,0.22537251021752988
평균강수량,26,2,0.22534978399645234,0.22534978399645234
평균습도,15,11,0.22534451713815953,0.22534451713815953
평균일조시간,21,8,-0.22514307858900504,0.22514307858900504
최고기온,10,4,0.22490273866270738,0.22490273866270738
평균일조시간,10,3,-0.22479769012962642,0.22479769012962642
평균일조시간,5,6,-0.22426996546226416,0.22426996546226416
평균습도,17,0,-0.22419814561447746,0.22419814561447746
평균일조시간,13,6,-0.22400964213787758,0.22400964213787758
평균일사량,9,9,-0.22393329278552773,0.22393329278552773
평균일조시간,24,10,-0.22388050275728022,0.22388050275728022
평균일조시간,11,2,-0.22383713342779168,0.22383713342779168
최고기온,28,5,0.22366792257423482,0.22366792257423482
평균일조시간,12,3,-0.22345742757934706,0.22345742757934706
평균일조시간,9,1,-0.22334713944101556,0.22334713944101556
평균일조시간,5,0,-0.2233201860363795,0.2233201860363795
평균일조시간,14,6,-0.22330580457857244,0.22330580457857244
평균일조시간,9,3,-0.2232680153965575,0.2232680153965575
평균기온,27,6,0.22316190258578328,0.22316190258578328
평균습도,21,9,0.2230877452053758,0.2230877452053758
평균일조시간,12,6,-0.22304040046882473,0.22304040046882473
평균습도,30,6,-0.22294031455824737,0.22294031455824737
평균기온,5,2,0.22282154425496667,0.22282154425496667
평균일조시간,15,6,-0.22264656493335486,0.22264656493335486
평균일조시간,6,0,-0.22258657599374101,0.22258657599374101
평균일조시간,12,4,-0.2224611454364027,0.2224611454364027
평균일조시간,13,5,-0.22203414629236803,0.22203414629236803
평균일사량,29,2,0.22188430582036672,0.22188430582036672
평균습도,29,6,-0.22187887900829212,0.22187887900829212
최저기온,12,8,0.22183509740210616,0.22183509740210616
최저기온,19,0,0.22182594377179274,0.22182594377179274
평균일조시간,11,6,-0.22177488191376918,0.22177488191376918
평균일조시간,6,2,-0.22172208665886292,0.22172208665886292
최저기온,5,9,-0.2215886150448139,0.2215886150448139
평균일조시간,8,3,-0.22153495514274768,0.22153495514274768
평균습도,19,4,-0.22138899525106695,0.22138899525106695
평균습도,18,1,-0.22117470803278513,0.22117470803278513
평균일조시간,7,0,-0.221166338948817,0.221166338948817
평균기온,5,9,-0.22107386006164803,0.22107386006164803
평균일조시간,12,5,-0.2208998351301801,0.2208998351301801
평균일조시간,13,4,-0.22085407016302383,0.22085407016302383
평균일조시간,11,4,-0.2208442849942344,0.2208442849942344
평균습도,1,5,-0.22013155935530743,0.22013155935530743
최저기온,16,11,0.22012045526177904,0.22012045526177904
평균기온,30,0,-0.22001012235704945,0.22001012235704945
평균일조시간,10,6,-0.2199715719973953,0.2199715719973953
평균강수량,11,7,0.2198980505025009,0.2198980505025009
평균일조시간,26,11,-0.21969314402645157,0.21969314402645157
평균일조시간,23,9,-0.21951740568765926,0.21951740568765926
평균강수량,30,5,0.21946031454565534,0.21946031454565534
최고기온,3,8,-0.21934749949306934,0.21934749949306934
평균습도,28,6,-0.21879549329666353,0.21879549329666353
평균습도,9,5,-0.2187362712806746,0.2187362712806746
평균일조시간,5,1,-0.21872989120944397,0.21872989120944397
평균기온,14,9,0.21869362580126314,0.21869362580126314
평균일조시간,14,5,-0.2186806025440738,0.2186806025440738
평균습도,2,0,-0.21863187540908613,0.21863187540908613
최고기온,23,1,0.21832741474401735,0.21832741474401735
평균습도,4,7,-0.2182308720970056,0.2182308720970056
평균일조시간,10,4,-0.21817814130893093,0.21817814130893093
평균일조시간,9,6,-0.21811310482249505,0.21811310482249505
