지점명,일시,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2)
춘천,2021-05-12,18.8,0.0,51.5,10.9,24.44
춘천,2021-05-13,21.2,0.0,62.8,12.4,25.8
춘천,2021-05-14,22.8,0.0,65.1,11.6,24.99
춘천,2021-05-15,21.7,9.4,82.5,1.5,12.49
춘천,2021-05-16,16.5,69.1,93.0,0.0,3.37
춘천,2021-05-17,14.1,1.9,90.0,0.8,6.15
춘천,2021-05-18,17.1,0.0,78.8,7.3,20.42
춘천,2021-05-19,19.2,0.0,65.9,10.2,26.02
춘천,2021-05-20,17.3,4.9,68.8,0.0,6.2
춘천,2021-05-21,15.7,2.4,82.1,0.0,7.15
춘천,2021-05-22,19.3,0.0,73.3,9.4,23.42
춘천,2021-05-23,19.8,0.0,69.0,6.5,19.76
춘천,2021-05-24,19.7,0.0,55.0,9.3,23.48
춘천,2021-05-25,13.7,13.8,77.6,6.0,15.37
춘천,2021-05-26,16.6,0.0,65.5,7.7,20.89
춘천,2021-05-27,15.3,7.6,85.8,0.1,4.11
춘천,2021-05-28,14.9,17.5,86.0,2.0,8.83
춘천,2021-05-29,16.1,1.5,77.0,5.7,14.57
춘천,2021-05-30,17.9,6.3,68.8,8.3,23.79
춘천,2021-05-31,18.7,4.0,82.9,4.1,13.35
춘천,2021-06-01,19.4,2.6,83.3,2.5,12.33
춘천,2021-06-02,21.6,0.0,71.4,8.0,22.76
춘천,2021-06-03,19.2,19.9,86.0,0.1,6.8
춘천,2021-06-04,18.7,0.3,62.0,11.3,26.44
춘천,2021-06-05,19.9,0.0,61.1,7.6,19.27
춘천,2021-06-06,21.3,0.0,71.1,11.4,26.49
춘천,2021-06-07,20.7,0.0,78.1,1.0,10.7
춘천,2021-06-08,21.1,0.6,75.9,3.7,14.02
춘천,2021-06-09,23.8,0.0,66.4,10.3,23.76
춘천,2021-06-10,24.1,0.9,75.4,2.7,15.5
춘천,2021-06-11,22.4,13.7,81.3,5.2,16.01
춘천,2021-06-12,23.9,0.0,73.5,8.4,24.39
춘천,2021-06-13,25.3,0.0,60.8,13.3,28.53
춘천,2021-06-14,25.0,0.0,56.9,10.5,25.06
춘천,2021-06-15,22.3,0.1,72.8,2.4,7.71
춘천,2021-06-16,22.4,0.0,65.4,11.5,25.29
춘천,2021-06-17,20.4,0.0,76.4,0.1,10.0
춘천,2021-06-18,21.7,0.7,83.0,2.9,11.31
춘천,2021-06-19,22.6,0.0,70.8,11.5,27.16
춘천,2021-06-20,23.1,0.0,68.5,10.2,22.79
춘천,2021-06-21,22.4,5.6,73.5,9.7,24.55
춘천,2021-06-22,20.1,11.7,82.6,7.2,18.34
춘천,2021-06-23,20.9,0.9,79.6,8.7,24.23
춘천,2021-06-24,23.1,0.0,72.3,10.6,25.97
춘천,2021-06-25,24.4,0.0,70.9,10.3,26.29
춘천,2021-06-26,21.4,31.6,87.9,0.0,6.48
춘천,2021-06-27,24.0,10.5,71.0,8.0,21.59
춘천,2021-06-28,24.0,0.0,74.5,6.2,21.93
춘천,2021-06-29,24.5,0.0,75.1,7.3,22.08
춘천,2021-06-30,24.5,0.6,80.6,5.1,17.32
춘천,2021-07-01,25.7,0.0,69.9,9.3,24.35
춘천,2021-07-02,25.3,0.0,67.5,7.5,20.71
춘천,2021-07-03,21.7,41.4,81.4,0.5,8.62
춘천,2021-07-04,21.8,36.6,94.1,0.0,5.72
춘천,2021-07-05,23.2,0.0,78.8,3.1,15.2
춘천,2021-07-06,24.9,0.0,78.4,6.4,21.01
춘천,2021-07-07,26.5,0.0,78.0,5.3,18.12
춘천,2021-07-08,26.0,25.5,81.0,7.6,20.85
춘천,2021-07-09,25.5,0.0,79.8,7.6,21.68
춘천,2021-07-10,25.2,13.2,85.5,6.7,18.7
춘천,2021-07-11,25.3,0.4,87.6,2.2,12.23
춘천,2021-07-12,27.3,0.0,79.0,7.1,20.57
춘천,2021-07-13,28.5,0.0,77.6,8.8,20.65
춘천,2021-07-14,29.2,0.0,76.3,9.7,23.31
춘천,2021-07-15,27.4,21.2,80.6,7.8,20.92
춘천,2021-07-16,27.6,0.0,73.5,8.0,23.44
춘천,2021-07-17,26.8,7.5,77.4,9.7,18.84
춘천,2021-07-18,28.1,0.3,75.0,11.2,25.48
춘천,2021-07-19,26.4,10.3,82.5,4.0,16.91
춘천,2021-07-20,27.7,0.0,75.0,9.5,23.27
춘천,2021-07-21,28.9,0.0,75.5,11.5,25.76
춘천,2021-07-22,29.1,0.0,67.8,11.7,27.14
춘천,2021-07-23,29.5,0.0,71.1,13.4,26.91
춘천,2021-07-24,30.0,0.0,71.0,12.4,26.77
춘천,2021-07-25,30.0,0.0,68.8,13.2,26.82
춘천,2021-07-26,29.8,6.4,71.8,13.0,25.71
춘천,2021-07-27,30.2,0.0,64.9,13.1,26.89
춘천,2021-07-28,29.5,0.0,66.9,13.1,27.28
춘천,2021-07-29,28.8,0.0,77.5,9.9,21.12
춘천,2021-07-30,29.7,0.0,75.1,10.4,23.57
춘천,2021-07-31,29.5,6.7,75.8,8.8,20.96
춘천,2021-08-01,27.5,34.2,85.3,2.3,14.85
춘천,2021-08-02,26.6,1.5,86.6,2.2,11.13
춘천,2021-08-03,27.4,0.7,83.6,4.8,14.46
춘천,2021-08-04,28.6,0.0,75.9,8.8,19.56
춘천,2021-08-05,28.4,0.0,77.3,9.7,22.17
춘천,2021-08-06,27.9,0.5,77.9,8.4,20.62
춘천,2021-08-07,27.5,0.0,76.5,8.3,20.68
춘천,2021-08-08,26.7,0.0,74.8,2.2,12.13
춘천,2021-08-09,27.0,0.0,64.8,9.7,22.04
춘천,2021-08-10,24.5,7.2,80.3,6.6,16.89
춘천,2021-08-11,25.1,0.3,79.0,6.5,18.17
춘천,2021-08-12,26.1,0.0,77.0,6.8,17.95
춘천,2021-08-13,25.7,0.0,74.3,4.7,14.31
춘천,2021-08-14,24.1,0.0,72.8,2.9,12.52
춘천,2021-08-15,24.6,0.0,66.1,11.4,17.82
춘천,2021-08-16,25.0,0.0,65.3,11.8,24.36
춘천,2021-08-17,24.2,0.0,68.3,8.1,19.73
춘천,2021-08-18,23.4,0.0,69.3,5.1,18.12
춘천,2021-08-19,23.8,0.0,65.6,11.0,23.03
춘천,2021-08-20,25.0,0.2,70.9,7.4,17.85
춘천,2021-08-21,23.0,28.9,89.9,0.3,3.75
춘천,2021-08-22,24.4,1.5,76.5,5.3,13.71
춘천,2021-08-23,21.7,3.3,92.8,0.0,3.7
춘천,2021-08-24,22.7,14.6,91.5,0.1,3.72
춘천,2021-08-25,24.2,0.1,87.4,2.0,8.31
춘천,2021-08-26,24.6,0.0,84.3,1.2,9.95
춘천,2021-08-27,22.0,0.6,90.1,0.0,3.07
춘천,2021-08-28,23.2,0.0,79.9,5.2,16.77
춘천,2021-08-29,22.8,1.2,83.0,1.8,10.68
춘천,2021-08-30,22.7,0.0,82.1,4.0,13.63
춘천,2021-08-31,20.1,34.8,93.3,0.0,3.89
춘천,2021-09-01,20.8,7.5,82.5,0.0,6.81
춘천,2021-09-02,23.1,0.1,70.6,7.9,19.99
춘천,2021-09-03,22.8,0.0,65.6,12.0,23.55
춘천,2021-09-04,20.7,0.0,67.3,12.0,23.17
춘천,2021-09-05,21.2,0.0,69.1,8.9,16.1
춘천,2021-09-06,21.9,0.1,69.5,3.2,12.92
춘천,2021-09-07,19.0,33.9,97.0,0.0,2.53
춘천,2021-09-08,22.6,0.8,79.0,8.8,20.65
춘천,2021-09-09,21.7,0.0,81.6,6.5,17.25
춘천,2021-09-10,22.0,0.0,82.3,5.7,15.29
춘천,2021-09-11,22.2,0.0,80.5,6.4,16.99
춘천,2021-09-12,22.6,0.0,75.3,9.3,20.41
춘천,2021-09-13,23.0,0.0,77.9,9.6,18.06
춘천,2021-09-14,23.2,0.0,66.9,11.5,21.42
춘천,2021-09-15,21.2,0.0,68.5,10.1,19.6
춘천,2021-09-16,21.5,0.0,69.6,9.6,19.25
춘천,2021-09-17,21.9,0.0,67.9,5.7,14.23
춘천,2021-09-18,22.6,0.0,71.3,10.1,19.99
춘천,2021-09-19,21.4,0.0,73.8,2.3,11.54
춘천,2021-09-20,22.1,0.0,69.3,8.7,18.64
춘천,2021-09-21,21.4,38.3,85.5,4.2,9.0
춘천,2021-09-22,20.2,11.1,77.0,7.2,13.72
춘천,2021-09-23,20.0,0.0,72.1,7.0,12.87
춘천,2021-09-24,20.7,0.0,75.0,10.3,17.67
춘천,2021-09-25,19.4,0.0,81.8,0.4,7.11
춘천,2021-09-26,20.7,0.0,69.5,10.5,18.9
춘천,2021-09-27,19.5,0.0,78.6,1.6,10.24
춘천,2021-09-28,21.0,0.7,78.5,3.5,12.29
춘천,2021-09-29,19.6,13.5,95.1,0.0,2.33
춘천,2021-09-30,19.5,0.0,85.4,5.2,12.3
춘천,2021-10-01,20.4,0.4,82.3,6.8,14.6
춘천,2021-10-02,19.7,0.0,78.4,10.4,17.56
춘천,2021-10-03,20.3,0.0,83.5,4.9,13.1
춘천,2021-10-04,19.6,24.6,94.6,0.0,2.09
춘천,2021-10-05,21.9,3.3,83.6,2.2,5.88
춘천,2021-10-06,17.9,2.5,88.5,0.0,3.36
춘천,2021-10-07,19.0,3.2,89.6,0.1,5.11
춘천,2021-10-08,18.6,2.0,90.3,0.0,3.74
춘천,2021-10-09,19.7,0.0,88.6,0.8,7.14
춘천,2021-10-10,19.8,10.0,93.6,0.0,2.8
춘천,2021-10-11,15.8,3.2,79.3,2.3,8.74
춘천,2021-10-12,17.1,0.0,68.8,3.1,8.97
춘천,2021-10-13,17.9,0.0,71.6,10.1,16.79
춘천,2021-10-14,19.0,0.0,75.9,9.0,14.49
춘천,2021-10-15,18.1,2.9,83.5,1.0,6.68
춘천,2021-10-16,11.8,0.7,60.8,2.9,8.85
춘천,2021-10-17,5.0,0.0,58.3,10.0,17.15
춘천,2021-10-18,7.7,0.0,70.6,6.0,11.79
춘천,2021-10-19,10.6,3.2,78.1,4.9,8.83
춘천,2021-10-20,8.2,0.0,76.1,8.3,15.61
춘천,2021-10-21,8.3,0.0,77.8,6.8,12.38
춘천,2021-10-22,9.1,0.0,76.6,7.4,14.38
춘천,2021-10-23,9.2,0.0,76.0,6.9,13.27
춘천,2021-10-24,8.4,0.0,80.8,6.7,12.3
춘천,2021-10-25,8.9,0.0,82.4,6.3,11.74
춘천,2021-10-26,9.6,0.0,86.4,5.4,9.16
춘천,2021-10-27,10.8,4.6,78.6,7.1,12.75
춘천,2021-10-28,9.8,0.0,75.1,7.4,13.52
춘천,2021-10-29,10.3,0.0,72.1,9.4,13.03
춘천,2021-10-30,9.9,0.0,80.4,3.0,8.26
춘천,2021-10-31,10.6,0.0,86.6,4.5,8.39
춘천,2021-11-01,11.2,0.0,78.0,5.1,9.97
춘천,2021-11-02,10.6,0.0,81.6,2.7,8.14
춘천,2021-11-03,12.0,0.0,69.3,9.2,12.2
춘천,2021-11-04,9.3,0.0,81.1,6.0,9.71
춘천,2021-11-05,9.7,0.0,84.4,5.2,8.68
춘천,2021-11-06,9.7,0.0,82.6,6.3,9.75
춘천,2021-11-07,11.5,0.0,75.5,7.1,10.87
춘천,2021-11-08,8.0,17.0,75.6,2.0,3.89
춘천,2021-11-09,5.5,0.1,66.0,0.2,4.02
춘천,2021-11-10,4.6,0.0,57.0,4.0,7.54
춘천,2021-11-11,5.4,0.0,51.4,6.3,8.67
춘천,2021-11-12,4.0,0.0,52.1,8.9,12.57
춘천,2021-11-13,4.4,0.0,71.9,7.6,11.78
춘천,2021-11-14,8.7,0.0,71.4,6.6,8.74
춘천,2021-11-15,6.2,0.0,78.5,4.4,8.02
춘천,2021-11-16,5.8,0.0,68.3,8.6,10.74
춘천,2021-11-17,4.6,0.0,69.5,6.6,10.08
춘천,2021-11-18,7.6,0.0,73.8,0.2,4.53
춘천,2021-11-19,13.1,0.0,73.5,5.7,8.12
춘천,2021-11-20,8.1,0.0,77.5,6.3,8.95
춘천,2021-11-21,8.3,1.8,81.3,0.7,4.28
춘천,2021-11-22,3.4,3.9,50.4,6.7,9.42
춘천,2021-11-23,0.3,0.0,43.5,6.6,9.85
춘천,2021-11-24,3.1,0.0,55.0,3.6,5.38
춘천,2021-11-25,3.6,0.0,63.1,8.4,10.12
춘천,2021-11-26,1.2,0.0,64.5,7.8,9.25
춘천,2021-11-27,0.2,0.0,69.6,8.3,11.1
춘천,2021-11-28,1.4,0.0,69.4,7.8,10.65
춘천,2021-11-29,3.1,0.0,73.8,5.9,7.34
춘천,2021-11-30,3.6,30.2,85.5,0.0,0.84
춘천,2021-12-01,-1.1,0.0,47.8,8.1,10.68
춘천,2021-12-02,-1.7,0.2,71.8,4.3,7.37
춘천,2021-12-03,1.5,0.2,50.9,8.0,10.3
춘천,2021-12-04,-0.8,0.0,58.8,8.0,10.18
춘천,2021-12-05,-0.3,0.0,69.9,8.0,10.22
춘천,2021-12-06,1.2,0.0,77.6,6.5,8.68
춘천,2021-12-07,2.9,0.0,83.0,4.4,7.4
춘천,2021-12-08,1.5,0.0,92.0,2.6,4.98
춘천,2021-12-09,1.6,0.0,92.5,0.0,3.7
춘천,2021-12-10,2.9,0.0,91.6,0.0,2.07
춘천,2021-12-11,4.4,0.0,88.0,2.9,5.72
춘천,2021-12-12,0.5,0.0,66.5,5.3,7.29
춘천,2021-12-13,-4.0,0.0,53.9,7.9,10.0
춘천,2021-12-14,1.4,0.3,59.8,1.8,4.87
춘천,2021-12-15,4.6,1.4,90.3,1.7,3.97
춘천,2021-12-16,3.3,0.0,88.6,1.3,3.43
춘천,2021-12-17,-4.3,0.0,40.0,7.8,9.83
춘천,2021-12-18,-7.3,1.1,64.9,4.2,6.28
춘천,2021-12-19,-1.2,1.3,59.5,6.8,8.35
춘천,2021-12-20,2.6,0.0,76.4,6.8,8.07
춘천,2021-12-21,2.6,0.0,73.3,6.3,7.86
춘천,2021-12-22,-0.6,0.0,68.3,7.8,9.71
춘천,2021-12-23,-0.8,0.0,73.3,7.7,8.7
춘천,2021-12-24,0.0,0.0,72.8,0.0,2.48
춘천,2021-12-25,-9.0,0.0,43.3,7.8,9.81
춘천,2021-12-26,-11.9,0.0,43.8,7.8,10.06
춘천,2021-12-27,-10.1,0.0,67.9,3.6,6.23
춘천,2021-12-28,-5.4,0.0,77.5,2.7,5.3
춘천,2021-12-29,-0.8,0.6,71.8,1.5,4.38
춘천,2021-12-30,-3.1,0.0,41.0,7.8,9.57
춘천,2021-12-31,-7.0,0.0,37.5,8.0,10.07
춘천,2022-01-01,-8.2,0.0,58.1,8.0,10.05
춘천,2022-01-02,-2.7,0.0,59.9,6.9,8.71
춘천,2022-01-03,-3.8,0.0,64.9,6.9,8.79
춘천,2022-01-04,-3.4,0.0,61.5,8.0,10.16
춘천,2022-01-05,-4.7,0.0,63.0,5.2,7.08
춘천,2022-01-06,-4.1,0.0,65.3,8.0,10.14
춘천,2022-01-07,-4.9,0.0,64.1,7.9,10.49
춘천,2022-01-08,-3.0,0.0,69.4,3.2,5.67
춘천,2022-01-09,-0.4,0.0,78.8,4.8,6.85
춘천,2022-01-10,-1.7,0.0,81.0,0.8,4.48
춘천,2022-01-11,-5.1,0.3,49.5,8.1,10.57
춘천,2022-01-12,-8.6,0.0,53.5,7.9,11.06
춘천,2022-01-13,-8.5,0.0,52.6,8.2,10.75
춘천,2022-01-14,-8.3,0.0,56.1,8.2,11.49
춘천,2022-01-15,-4.5,0.0,59.8,1.3,4.69
춘천,2022-01-16,-1.4,0.0,48.6,8.3,10.6
춘천,2022-01-17,-7.0,0.0,55.3,5.5,8.92
춘천,2022-01-18,-7.2,0.0,54.5,8.4,11.63
춘천,2022-01-19,-6.7,2.2,79.3,0.5,3.05
춘천,2022-01-20,-7.5,0.0,73.5,6.3,9.37
춘천,2022-01-21,-6.2,0.0,70.4,8.4,11.72
춘천,2022-01-22,-5.2,0.0,74.0,2.8,5.79
춘천,2022-01-23,0.9,0.0,67.4,7.6,9.06
춘천,2022-01-24,2.0,0.0,64.1,1.1,5.54
춘천,2022-01-25,1.0,0.3,87.9,0.0,1.64
춘천,2022-01-26,0.1,0.0,68.9,7.5,10.49
춘천,2022-01-27,-2.2,0.0,59.0,8.5,11.06
춘천,2022-01-28,-4.2,0.0,57.4,8.8,12.38
춘천,2022-01-29,-5.2,0.0,55.1,8.8,12.89
춘천,2022-01-30,-5.3,0.0,54.1,8.8,13.1
춘천,2022-01-31,-3.9,0.0,60.6,8.8,12.81
춘천,2022-02-01,-1.2,0.6,69.1,5.7,9.35
춘천,2022-02-02,-4.0,0.0,58.5,8.7,12.78
춘천,2022-02-03,-4.9,0.0,52.1,9.1,13.42
춘천,2022-02-04,-6.4,0.0,48.1,8.8,13.35
춘천,2022-02-05,-7.8,0.0,47.8,9.1,13.59
춘천,2022-02-06,-5.1,0.0,47.0,9.1,13.39
춘천,2022-02-07,-4.4,0.0,51.0,6.1,10.35
춘천,2022-02-08,-2.5,0.0,52.0,8.3,12.82
춘천,2022-02-09,-2.2,0.0,50.0,8.6,11.58
춘천,2022-02-10,-0.7,0.0,51.0,9.2,13.23
춘천,2022-02-11,-0.1,0.0,57.3,8.6,12.84
춘천,2022-02-12,2.2,0.0,51.9,8.9,13.11
춘천,2022-02-13,2.2,0.0,55.5,1.8,7.8
춘천,2022-02-14,1.2,0.7,71.1,1.6,6.84
춘천,2022-02-15,-3.4,0.0,49.4,8.0,13.97
춘천,2022-02-16,-7.2,0.0,39.8,9.7,15.42
춘천,2022-02-17,-7.4,0.0,48.4,9.7,15.63
춘천,2022-02-18,-3.5,0.0,46.0,8.9,14.95
춘천,2022-02-19,-1.1,0.0,46.1,4.6,10.07
춘천,2022-02-20,-4.4,0.0,33.9,9.8,16.12
춘천,2022-02-21,-4.6,0.6,56.6,6.5,10.53
춘천,2022-02-22,-4.7,0.0,41.1,9.8,15.31
춘천,2022-02-23,-6.8,0.0,41.6,9.8,17.03
춘천,2022-02-24,-4.1,0.0,48.1,9.9,16.87
춘천,2022-02-25,0.6,0.0,65.0,9.1,14.44
춘천,2022-02-26,4.9,4.7,68.5,1.0,4.48
춘천,2022-02-27,3.4,0.0,55.3,10.1,17.25
춘천,2022-02-28,3.6,0.0,66.4,5.3,11.44
춘천,2022-03-01,3.8,0.9,76.4,3.1,7.27
춘천,2022-03-02,2.5,0.0,58.5,10.2,18.2
춘천,2022-03-03,3.9,0.0,56.0,10.2,17.45
춘천,2022-03-04,5.5,0.3,55.1,7.3,12.39
춘천,2022-03-05,3.0,0.0,32.1,10.3,18.18
춘천,2022-03-06,1.0,0.0,38.9,10.5,18.69
춘천,2022-03-07,1.8,0.0,44.0,8.2,14.84
춘천,2022-03-08,4.1,0.0,56.8,6.7,13.57
춘천,2022-03-09,5.6,0.0,60.6,10.0,17.08
춘천,2022-03-10,7.8,0.0,46.4,9.3,15.18
춘천,2022-03-11,8.1,0.0,55.6,9.3,15.91
춘천,2022-03-12,10.8,3.9,69.0,4.9,11.71
춘천,2022-03-13,11.9,38.6,90.8,0.0,2.4
춘천,2022-03-14,8.7,7.5,77.4,0.0,3.07
춘천,2022-03-15,8.0,0.0,68.4,8.7,17.48
춘천,2022-03-16,9.1,0.0,66.6,8.8,17.29
춘천,2022-03-17,9.4,0.0,58.6,6.0,13.63
춘천,2022-03-18,6.5,0.0,58.8,0.0,5.92
춘천,2022-03-19,3.5,11.5,78.1,0.6,7.17
춘천,2022-03-20,4.7,0.1,68.1,4.7,12.21
춘천,2022-03-21,4.4,0.0,59.6,7.4,16.66
춘천,2022-03-22,6.0,0.0,54.0,11.1,20.88
춘천,2022-03-23,5.6,0.0,55.9,1.4,6.81
춘천,2022-03-24,7.4,0.0,66.3,0.0,4.33
춘천,2022-03-25,9.8,9.1,74.3,2.3,10.78
춘천,2022-03-26,11.2,30.6,90.3,1.8,6.47
춘천,2022-03-27,7.3,0.0,60.0,10.3,18.7
춘천,2022-03-28,6.0,0.0,47.1,11.5,23.71
춘천,2022-03-29,8.1,0.0,53.5,11.3,21.91
춘천,2022-03-30,9.5,0.5,74.3,4.6,10.48
춘천,2022-03-31,9.1,0.0,66.4,1.9,9.92
춘천,2022-04-01,8.3,0.0,54.5,11.3,23.29
춘천,2022-04-02,8.0,0.0,51.0,11.4,22.6
춘천,2022-04-03,8.7,0.0,49.8,11.5,23.1
춘천,2022-04-04,9.8,0.0,50.5,11.6,22.69
춘천,2022-04-05,10.4,0.0,43.1,10.7,20.12
춘천,2022-04-06,12.4,0.0,36.8,9.7,20.27
춘천,2022-04-07,12.7,0.0,36.0,10.8,23.51
춘천,2022-04-08,12.1,0.0,44.4,11.6,23.64
춘천,2022-04-09,16.6,0.0,48.3,10.3,20.73
춘천,2022-04-10,17.6,0.0,46.4,11.2,22.38
춘천,2022-04-11,18.4,0.0,53.8,11.3,23.0
춘천,2022-04-12,19.6,0.4,64.5,9.4,19.45
춘천,2022-04-13,10.5,7.9,62.1,0.0,3.91
춘천,2022-04-14,11.1,0.0,51.8,0.7,9.7
춘천,2022-04-15,10.8,0.0,57.6,10.1,23.25
춘천,2022-04-16,12.2,0.0,49.3,12.2,25.31
춘천,2022-04-17,13.4,0.0,39.5,11.9,24.83
춘천,2022-04-18,15.1,0.0,39.0,7.1,18.52
춘천,2022-04-19,14.3,0.0,44.1,12.0,23.21
춘천,2022-04-20,14.5,0.0,46.3,12.1,24.65
춘천,2022-04-21,14.8,0.0,53.6,10.4,21.35
춘천,2022-04-22,16.1,0.0,65.8,0.0,3.75
춘천,2022-04-23,16.1,0.0,60.8,10.1,23.24
춘천,2022-04-24,17.6,0.0,57.6,8.8,21.93
춘천,2022-04-25,20.0,0.0,69.4,3.1,14.49
춘천,2022-04-26,22.0,1.6,59.8,8.8,23.46
춘천,2022-04-27,17.4,0.0,34.1,11.8,25.88
춘천,2022-04-28,15.8,0.0,53.1,8.3,21.03
춘천,2022-04-29,11.6,18.6,70.3,3.7,16.2
춘천,2022-04-30,11.2,0.0,72.5,0.4,8.14
춘천,2022-05-01,12.0,0.0,56.6,11.0,25.26
춘천,2022-05-02,12.1,0.0,58.5,9.2,19.25
춘천,2022-05-03,13.2,0.0,55.5,12.7,25.46
춘천,2022-05-04,16.3,0.0,52.4,12.6,25.59
춘천,2022-05-05,17.6,0.0,54.6,12.8,27.1
춘천,2022-05-06,19.2,0.0,59.0,11.9,25.03
춘천,2022-05-07,18.9,0.0,50.5,6.2,18.01
춘천,2022-05-08,13.5,3.1,60.6,0.0,6.44
춘천,2022-05-09,15.6,0.0,59.0,11.9,27.34
춘천,2022-05-10,16.9,0.0,47.9,10.0,25.66
춘천,2022-05-11,19.8,0.0,50.8,10.4,25.44
춘천,2022-05-12,19.7,0.0,57.9,8.9,24.78
춘천,2022-05-13,16.4,0.0,56.0,3.0,13.77
춘천,2022-05-14,14.4,0.0,48.1,12.4,25.98
춘천,2022-05-15,15.3,0.0,42.9,13.2,28.34
춘천,2022-05-16,16.4,0.0,49.3,12.8,26.73
춘천,2022-05-17,18.6,0.5,59.3,11.7,25.39
춘천,2022-05-18,19.1,0.2,59.0,6.6,13.51
춘천,2022-05-19,19.9,0.0,51.5,10.2,22.32
춘천,2022-05-20,19.4,0.0,52.6,11.0,23.68
춘천,2022-05-21,20.4,0.0,61.0,11.9,25.04
춘천,2022-05-22,20.0,0.0,69.8,4.5,13.76
춘천,2022-05-23,22.4,0.0,65.3,8.4,22.01
춘천,2022-05-24,23.1,0.0,55.4,12.5,26.37
춘천,2022-05-25,20.6,7.1,61.9,9.2,22.21
춘천,2022-05-26,18.8,0.0,52.4,12.4,25.78
춘천,2022-05-27,20.4,0.0,53.5,8.0,20.93
춘천,2022-05-28,21.0,0.0,60.1,12.4,26.65
춘천,2022-05-29,21.5,0.0,58.6,12.2,26.25
춘천,2022-05-30,19.6,0.0,75.6,0.0,7.85
춘천,2022-05-31,19.3,0.0,53.5,12.9,27.21
춘천,2022-06-01,20.3,0.0,45.4,13.4,26.87
춘천,2022-06-02,21.4,0.0,56.0,13.5,26.26
춘천,2022-06-03,23.2,0.0,60.0,12.8,27.52
춘천,2022-06-04,23.2,0.0,60.8,7.1,19.64
춘천,2022-06-05,20.9,3.2,72.0,0.1,7.11
춘천,2022-06-06,17.1,18.8,75.9,1.9,11.72
춘천,2022-06-07,17.6,0.0,63.4,7.9,21.62
춘천,2022-06-08,19.6,0.2,61.4,8.5,23.63
춘천,2022-06-09,18.3,12.0,83.8,1.1,10.59
춘천,2022-06-10,20.2,0.0,80.8,3.1,13.85
춘천,2022-06-11,21.8,0.0,68.4,11.3,24.63
춘천,2022-06-12,22.8,0.0,62.6,10.9,25.41
춘천,2022-06-13,21.6,2.1,66.5,4.8,16.03
춘천,2022-06-14,19.9,0.0,58.1,8.4,22.6
춘천,2022-06-15,16.7,18.2,92.0,0.0,6.3
춘천,2022-06-16,20.4,7.0,80.0,4.0,13.45
춘천,2022-06-17,22.2,0.0,76.9,9.1,23.26
춘천,2022-06-18,24.1,0.0,76.4,3.2,14.05
춘천,2022-06-19,24.1,0.0,79.3,2.9,15.21
춘천,2022-06-20,25.8,0.0,74.9,9.0,23.55
춘천,2022-06-21,27.0,0.0,70.4,10.0,25.72
춘천,2022-06-22,27.1,0.0,70.3,7.5,21.66
춘천,2022-06-23,23.6,111.9,90.5,0.5,5.16
춘천,2022-06-24,25.1,21.7,74.8,10.3,23.33
춘천,2022-06-25,26.8,0.0,68.4,9.1,21.08
춘천,2022-06-26,26.3,0.1,82.4,0.6,4.79
춘천,2022-06-27,26.4,13.4,89.3,0.0,7.55
춘천,2022-06-28,26.6,5.4,77.5,0.0,2.45
춘천,2022-06-29,25.6,49.6,89.5,0.0,4.28
춘천,2022-06-30,22.2,138.9,99.0,0.0,2.27
춘천,2022-07-01,26.1,0.0,83.5,10.1,24.65
춘천,2022-07-02,27.2,0.0,79.3,10.0,25.02
춘천,2022-07-03,28.3,0.0,76.0,10.5,26.94
춘천,2022-07-04,27.8,0.6,84.0,8.0,23.42
춘천,2022-07-05,27.6,3.9,86.5,5.2,19.24
춘천,2022-07-06,28.5,0.0,80.5,3.8,17.56
춘천,2022-07-07,28.2,15.9,88.9,2.1,10.3
춘천,2022-07-08,26.2,0.5,85.1,0.7,7.18
춘천,2022-07-09,27.9,0.0,84.4,5.1,18.62
춘천,2022-07-10,28.9,13.4,78.1,9.5,25.27
춘천,2022-07-11,25.6,1.3,86.3,4.0,15.69
춘천,2022-07-12,25.9,0.0,77.6,7.5,20.12
춘천,2022-07-13,24.0,75.9,96.1,0.0,2.28
춘천,2022-07-14,25.3,3.1,85.8,6.3,19.12
춘천,2022-07-15,25.4,0.0,83.3,8.0,22.61
춘천,2022-07-16,24.4,0.5,87.5,3.8,14.29
춘천,2022-07-17,25.2,0.0,88.0,3.0,14.83
춘천,2022-07-18,26.1,0.0,84.1,6.0,18.86
춘천,2022-07-19,27.4,0.0,77.3,8.8,22.91
춘천,2022-07-20,26.9,1.3,82.6,3.1,15.01
춘천,2022-07-21,22.7,42.4,92.8,0.0,6.4
춘천,2022-07-22,24.5,1.4,88.0,5.5,17.79
춘천,2022-07-23,24.8,15.3,89.0,1.7,13.09
춘천,2022-07-24,24.7,8.5,91.4,2.3,12.32
춘천,2022-07-25,27.2,0.0,78.0,13.3,27.94
춘천,2022-07-26,27.6,0.0,81.4,9.7,23.5
춘천,2022-07-27,28.2,0.0,72.8,7.6,20.12
춘천,2022-07-28,28.1,0.0,76.8,10.6,22.31
춘천,2022-07-29,29.7,4.4,77.5,12.0,26.17
춘천,2022-07-30,29.1,0.0,83.1,9.0,20.88
춘천,2022-07-31,26.6,19.8,96.4,0.1,5.2
춘천,2022-08-01,27.4,19.6,93.9,2.0,10.71
