지점명,일시,평균기온(°C),일강수량(mm),평균 상대습도(%),합계 일조시간(hr),합계 일사량(MJ/m2),적산온도_7d,적산온도_14d,적산온도_30d,적산온도_60d,적산온도_90d,적산온도_120d,누적강수량_7d,누적강수량_14d,누적강수량_30d,누적강수량_60d,누적강수량_90d,누적강수량_120d,누적일조시간_7d,누적일조시간_14d,누적일조시간_30d,누적일조시간_60d,누적일조시간_90d,누적일조시간_120d,누적일사량_7d,누적일사량_14d,누적일사량_30d,누적일사량_60d,누적일사량_90d,누적일사량_120d
해남,2018-12-20,7.8,0.0,93.1,0.2,0.0,17.8,13.8,127.7,421.2,881.2,1572.4,0.7999999999999574,3.6,34.8,82.10000000000001,290.8,617.5,36.89999999999999,61.8,150.7,347.90000000000003,571.8000000000001,681.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-21,6.5,0.0,88.5,3.5,0.0,23.5,21.6,127.1,416.0,867.9,1553.7,0.7999999999999574,3.5,34.8,82.10000000000001,290.8,459.7000000000001,31.5,62.6,153.9,350.7,567.4,685.2,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-22,6.5,0.6,87.9,2.1,0.0,31.7,31.4,128.4,409.6,854.8000000000001,1535.1,1.3999999999999573,3.9,35.4,82.7,291.4,457.1,24.2,58.7,146.7,347.7,564.7,682.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-23,5.5,3.2,66.0,7.8,0.0,36.9,39.8,130.4,403.1,842.7,1516.9,3.799999999999957,7.1,38.6,85.9,294.6,458.6,31.599999999999994,59.3,145.8,345.3,568.3,689.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-24,0.9,0.0,66.6,9.2,0.0,33.800000000000004,41.8,122.4,391.2000000000001,827.6,1491.6,3.799999999999957,7.1,35.9,85.9,294.6,452.6,34.7,67.0,151.5,345.1,566.6,697.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-25,1.2,0.0,66.8,2.8,0.0,33.1,42.8,117.6,377.9,810.0,1465.7,3.799999999999957,4.6,35.9,80.5,294.6,452.3,29.39999999999999,69.8,148.5,347.7,563.6999999999999,696.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-26,2.8,0.0,61.0,1.8,0.0,31.2,44.0,114.6,367.8,796.0,1441.1,3.799999999999957,4.6,35.9,80.5,294.6,452.3,27.399999999999995,66.6,142.7,341.3,556.6,698.6,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-27,-3.1,0.0,59.3,8.3,0.0,20.3,38.1,103.7,351.6,774.6,1411.4,3.799999999999957,4.6,35.9,80.5,294.6,451.2,35.5,72.4,143.8,340.40000000000003,557.5,706.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-28,-4.9,0.1,75.5,3.9,0.0,8.899999999999999,32.4,92.7,334.90000000000003,750.7,1379.2,3.899999999999957,4.7,36.0,80.6,294.7,451.3,35.9,67.4,139.6,334.8,558.1,701.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-29,-4.2,0.0,72.0,8.4,0.0,-1.8000000000000007,29.9,83.39999999999999,322.1,727.6999999999999,1349.6999999999998,3.299999999999957,4.7,36.0,80.6,294.7,423.1,42.2,66.4,139.5,334.1,555.9,709.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-30,-2.7,0.0,64.6,7.8,0.0,-10.0,26.9,75.1,311.4,706.9,1323.7,0.0999999999999569,3.9,36.0,80.6,294.7,418.8,42.19999999999999,73.8,139.5,336.0,556.4,717.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2018-12-31,-2.6,0.0,62.9,9.3,0.0,-13.500000000000002,20.3,65.9,301.1,687.8,1297.9,0.0999999999999569,3.9,36.0,80.6,294.7,418.8,42.3,77.0,144.5,335.3,555.0,720.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-01,0.3,0.0,65.4,1.9,0.0,-14.4,18.7,53.1,293.5,673.1999999999999,1272.5,0.0999999999999569,3.9,35.1,80.6,294.7,416.6,41.4,70.80000000000001,138.9,327.20000000000005,546.0,721.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-02,0.1,0.0,65.4,4.5,0.0,-17.099999999999998,14.1,38.0,285.3,655.9,1248.9,0.0999999999999569,3.9,30.1,80.6,293.3,378.4,44.1,71.5,142.0,324.6,543.0999999999999,716.0,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-03,-1.5,0.0,66.4,9.4,0.0,-15.500000000000002,4.799999999999999,26.7,275.6,635.5,1225.1,0.0999999999999569,3.9,14.4,80.6,198.6,378.4,45.2,80.70000000000002,150.5,324.2,552.5,719.2,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-04,-2.6,0.0,74.4,0.6,0.0,-13.2,-4.300000000000001,20.0,264.0,613.5999999999999,1199.6999999999998,0.0,3.9,14.4,80.6,86.3,378.4,41.9,77.80000000000001,143.10000000000002,315.90000000000003,553.0,719.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-05,1.2,0.0,64.5,5.1,0.0,-7.800000000000001,-9.6,17.2,255.3,596.9,1179.9,0.0,3.3000000000000003,7.5,80.6,86.3,365.2,38.6,80.8,148.20000000000002,312.9,547.6,724.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-06,0.4,0.0,58.8,8.4,0.0,-4.7,-14.7,18.9,242.9,581.1999999999999,1162.3,0.0,0.1,7.4,79.2,86.3,365.2,39.2,81.4,153.9,321.3,546.5999999999999,729.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-07,0.8,0.0,67.4,7.8,0.0,-1.3000000000000005,-14.8,23.0,228.3,566.4000000000001,1143.8,0.0,0.1,7.2,54.2,86.3,365.2,37.7,80.0,155.7,329.1,554.1,725.2,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-08,0.9,0.0,66.8,4.2,0.0,-0.7000000000000002,-15.1,26.8,218.0,552.2,1124.8000000000002,0.0,0.1,7.2,53.900000000000006,86.0,365.2,40.0,81.4,152.70000000000002,330.1,551.5999999999999,722.0,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-09,-1.1,0.0,48.0,3.5,0.0,-1.9000000000000004,-19.0,26.8,208.2,540.0,1103.6,0.0,0.1,7.2,53.900000000000006,86.0,365.2,39.0,83.10000000000001,154.70000000000002,324.40000000000003,547.5,718.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-10,1.3,0.0,65.1,2.6,0.0,0.8999999999999997,-14.6,27.9,199.6,530.6999999999999,1082.6,0.0,0.1,4.7,51.1,86.0,365.2,32.2,77.4,157.3,324.7,539.4,711.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-11,3.1,0.4,67.1,6.0,0.0,6.6,-6.6,29.4,193.0,523.6,1064.0,0.3999999999999569,0.4,5.1,49.3,86.4,352.49999999999994,37.6,79.5,158.3,322.8,534.8,716.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-12,3.0,2.1,84.3,7.0,0.0,8.4,0.5999999999999996,29.6,189.3,514.4,1043.8,2.499999999999957,2.5,7.2,51.400000000000006,88.5,353.1,39.5,78.1,162.8,320.2,534.6999999999999,720.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-13,1.5,0.0,76.6,8.6,0.0,9.5,4.8,30.3,184.5,502.2,1021.8,2.499999999999957,2.5,7.2,51.400000000000006,88.5,353.1,39.7,78.9,162.5,319.40000000000003,534.2,725.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-14,0.2,0.0,80.4,7.6,0.0,8.899999999999999,7.6,32.2,174.6,490.5,998.5,2.499999999999957,2.5,7.2,51.400000000000006,88.5,353.1,39.5,77.2,160.7,320.29999999999995,540.4,728.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-15,0.5,0.2,75.9,5.7,0.0,8.5,7.8,32.4,164.99999999999997,477.9,977.2,2.699999999999957,2.7,6.6000000000000005,41.4,88.7,353.29999999999995,40.99999999999999,81.0,166.0,326.0,535.9,731.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-16,-2.1,0.0,60.0,9.4,0.0,7.499999999999999,5.6,26.3,155.7,464.3,954.5,2.699999999999957,2.7,6.6000000000000005,41.4,88.7,353.29999999999995,46.89999999999999,85.9,169.3,325.9,535.6,729.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-17,0.5,0.0,64.4,6.9,0.0,6.699999999999999,7.6,24.9,151.0,454.6,935.5,2.699999999999957,2.7,6.6000000000000005,41.4,88.7,339.79999999999995,51.2,83.39999999999999,168.1,332.79999999999995,532.0,736.6,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-18,-0.7,0.0,79.1,8.9,0.0,2.8999999999999995,9.5,19.5,144.2,443.7,913.4,2.299999999999957,2.7,6.6000000000000005,41.4,88.7,308.6,54.1,91.7,173.2,333.2,531.3000000000001,745.3,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-19,0.6,0.6,87.3,3.5,0.0,0.4999999999999996,8.9,12.299999999999995,140.0,433.5,893.5,0.799999999999957,3.3,7.2,42.0,89.30000000000001,298.0,50.6,90.1,176.5,327.2,524.4,748.3,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-20,1.9,0.0,66.6,7.4,0.0,0.8999999999999995,10.4,7.699999999999998,134.8,423.7,875.6,0.799999999999957,3.3,7.2,42.0,89.30000000000001,298.0,49.4,89.1,180.4,334.3,531.1,747.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-21,2.1,0.0,61.6,8.4,0.0,2.8,11.7,3.2999999999999985,131.7,412.9,858.1,0.799999999999957,3.3,6.6,42.0,89.30000000000001,298.0,50.2,89.7,186.7,333.40000000000003,534.4,751.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-22,1.2,0.0,73.3,8.7,0.0,3.499999999999999,12.0,-1.0000000000000016,129.39999999999998,402.1,841.6999999999999,0.599999999999957,3.3,3.4000000000000004,42.0,89.30000000000001,298.0,53.2,94.2,187.6,333.40000000000003,532.9,755.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-23,1.7,0.0,70.8,8.9,0.0,7.3,14.8,-0.2000000000000017,122.2,391.0,827.4,0.599999999999957,3.3,3.4000000000000004,39.3,89.30000000000001,298.0,52.7,99.6,187.3,338.8,532.4,753.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-24,1.3,0.0,51.8,9.6,0.0,8.1,14.8,-0.1000000000000014,117.5,377.8,809.9,0.599999999999957,3.3,3.4000000000000004,39.3,83.9,298.0,55.4,106.6,194.1,342.6,541.8000000000001,757.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-25,-1.2,0.0,68.3,3.3,0.0,7.6,10.5,-4.100000000000001,110.5,363.7,791.9,0.599999999999957,2.9000000000000004,3.4000000000000004,39.3,83.9,298.0,49.8,103.9,195.6,338.3,536.9,752.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-26,-0.7,0.0,59.6,9.4,0.0,6.3,6.8,-1.700000000000001,102.0,349.9,772.9,0.0,0.8,3.4000000000000004,39.3,83.9,298.0,55.7,106.3,196.7,340.5,537.1,754.2,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-27,-1.2,0.0,74.3,9.6,0.0,3.2,4.1,1.9999999999999996,94.7,336.9,752.6999999999999,0.0,0.8,3.3,39.3,83.9,298.0,57.89999999999999,107.3,202.4,342.0,537.1999999999999,760.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-28,2.6,0.0,64.0,6.0,0.0,3.7,6.5,8.799999999999999,92.2,330.9,736.5,0.0,0.8,3.3,39.3,83.9,298.0,55.49999999999999,105.7,200.0,339.5,534.1,755.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-29,-0.1,0.0,56.5,9.6,0.0,2.4,5.9,11.4,86.49999999999999,322.8,718.3,0.0,0.6000000000000001,3.3,39.3,83.9,298.0,56.4,109.6,201.8,341.3,537.8,758.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-30,2.6,0.0,58.1,1.1,0.0,3.3,10.6,16.6,82.5,317.7,704.4,0.0,0.6000000000000001,3.3,39.3,83.9,298.0,48.6,101.3,193.6,338.1,528.9,748.6,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-01-31,-0.1,11.2,81.6,2.7,0.0,1.9,10.0,16.2,69.3,309.7,689.4,11.199999999999957,11.8,14.5,49.6,95.1,309.2,41.7,97.1,194.4,333.3,521.6,740.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-01,-0.4,0.0,69.3,8.6,0.0,2.7,10.3,15.699999999999998,53.7,300.99999999999994,671.5999999999999,11.199999999999957,11.8,14.5,44.6,95.1,307.8,46.99999999999999,96.8,198.5,340.5,523.1,741.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-02,3.4,0.0,77.5,4.6,0.0,6.799999999999999,13.1,20.6,47.3,296.2,656.0999999999999,11.199999999999957,11.2,14.5,28.9,95.1,213.1,42.2,97.9,193.7,344.2,517.9,746.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-03,8.7,6.2,94.0,0.0,0.0,16.7,19.9,31.9,51.900000000000006,295.9,645.5,17.399999999999956,17.4,20.7,35.1,101.3,107.0,32.599999999999994,90.5,193.1,336.2,509.0,746.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-04,2.4,0.0,57.9,9.1,0.0,16.5,20.2,33.099999999999994,50.3,288.4,630.0,17.399999999999956,17.4,20.7,28.200000000000003,101.3,107.0,35.7,91.2,197.1,345.3,510.0,744.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-05,2.5,0.0,65.0,8.8,0.0,19.1,21.5,35.2,54.1,278.1,616.4,17.399999999999956,17.4,20.7,28.1,99.9,107.0,34.9,91.3,197.5,351.40000000000003,518.8,744.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-06,5.1,0.0,78.8,2.9,0.0,21.6,24.9,39.5,62.5,267.8,605.9,17.399999999999956,17.4,20.7,27.9,74.9,107.0,36.7,85.3,192.6,348.3,521.7,746.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-07,0.9,0.0,70.1,1.9,0.0,22.6,24.5,39.49999999999999,66.3,257.49999999999994,591.6999999999999,6.1999999999999575,17.4,20.7,27.9,74.6,106.7,35.9,77.6,190.3,343.0,520.4000000000001,741.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-08,-2.2,0.0,50.4,5.9,0.0,20.8,23.5,38.4,65.2,246.6,578.4,6.1999999999999575,17.4,20.7,27.9,74.6,106.7,33.2,80.2,192.7,347.40000000000003,517.1,740.2,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-09,-1.6,0.0,57.8,6.1,0.0,15.799999999999995,22.6,35.5,63.39999999999999,235.1,566.2,6.1999999999999575,17.4,20.7,25.4,71.8,106.7,34.7,76.9,196.2,353.5,520.9000000000001,735.6,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-10,-1.6,0.0,45.5,4.0,0.0,5.5,22.2,30.8,60.2,223.8,554.4,0.0,17.4,20.3,25.4,69.6,106.7,38.7,71.3,194.2,352.5,517.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-11,-0.5,0.0,61.9,5.6,0.0,2.6,19.1,27.3,56.89999999999999,216.6,541.6999999999999,0.0,17.4,18.2,25.4,69.6,106.7,35.2,70.89999999999999,192.8,355.6,513.0,727.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-12,-0.2,0.0,64.6,7.9,0.0,-0.1000000000000003,19.0,25.6,55.9,210.1,527.8,0.0,17.4,18.2,25.4,69.6,106.7,34.3,69.2,192.1,354.6,511.5,726.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-13,1.4,0.0,48.0,9.2,0.0,-3.8,17.8,26.8,59.0,201.4,517.3000000000001,0.0,17.4,18.2,25.4,69.6,106.7,40.6,77.3,193.7,354.40000000000003,514.0,734.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-14,-0.3,0.0,49.4,3.5,0.0,-5.0,17.6,26.0,58.4,191.0,503.9,0.0,6.2,18.0,24.6,59.4,106.7,42.2,78.10000000000001,191.5,357.5,517.5,727.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-15,0.6,0.0,69.5,0.0,0.0,-2.2,18.6,28.7,54.99999999999999,184.4,493.0,0.0,6.2,18.0,24.6,59.4,106.7,36.3,69.5,182.1,351.40000000000003,508.0,717.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-16,0.0,0.0,65.4,4.3,0.0,-0.5999999999999999,15.2,28.2,53.1,179.2,482.8,0.0,6.2,18.0,24.6,59.4,106.7,34.49999999999999,69.2,179.5,347.6,512.3,711.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-17,0.4,0.0,57.8,10.3,0.0,1.4000000000000004,6.9,29.3,48.8,173.5,473.0,0.0,0.0,18.0,24.6,59.4,106.7,40.8,79.5,180.9,354.1,514.1,712.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-18,1.4,0.0,59.8,0.0,0.0,3.3000000000000003,5.9,30.1,42.4,170.1,463.6,0.0,0.0,17.4,24.6,59.4,106.7,35.2,70.39999999999999,177.4,353.9,504.6,701.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-19,3.4,26.0,94.6,0.0,0.0,6.9,6.799999999999999,31.6,39.3,166.39999999999998,455.3,25.99999999999996,26.0,43.4,50.6,85.4,132.70000000000002,27.3,61.6,170.0,350.4,504.3,701.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-20,2.6,0.0,76.4,4.2,0.0,8.1,4.3,32.1,35.4,163.8,445.0,25.99999999999996,26.0,43.4,50.0,85.4,132.70000000000002,22.3,62.9,165.79999999999998,352.5,499.2,700.2,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-21,2.6,0.0,70.1,8.4,0.0,11.0,6.0,33.5,32.5,162.9,435.6,25.99999999999996,26.0,43.4,46.8,85.4,132.70000000000002,27.2,69.4,165.5,353.1,498.9,698.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-22,2.7,0.0,78.4,0.8,0.0,13.1,10.9,34.5,34.3,156.7,425.5,25.99999999999996,26.0,43.4,46.8,82.7,132.70000000000002,28.0,64.3,157.4,344.70000000000005,496.2000000000001,689.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-23,4.6,0.0,71.5,9.8,0.0,17.700000000000003,17.1,37.8,37.7,155.3,415.6,25.99999999999996,26.0,43.4,46.8,82.7,127.3,33.5,68.0,157.6,351.7,500.2000000000001,699.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-24,6.3,0.0,70.6,10.2,0.0,23.6,25.0,45.3,41.2,155.79999999999998,409.0,25.99999999999996,26.0,43.4,46.8,82.7,127.3,33.4,74.2,164.5,360.1,502.8,701.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-25,4.2,0.0,75.4,9.7,0.0,26.4,29.700000000000003,50.2,48.5,152.2,400.1,25.99999999999996,26.0,43.4,46.8,82.7,127.3,43.1,78.30000000000001,164.8,361.5,505.3,701.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-26,4.3,0.0,62.0,9.7,0.0,27.3,34.2,55.7,57.7,150.4,392.6,0.0,26.0,43.4,46.7,82.7,127.3,52.8,80.1,164.89999999999998,367.3,506.9,702.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-27,6.1,1.3,81.9,0.1,0.0,30.8,38.900000000000006,59.2,68.0,151.39999999999998,390.1,1.2999999999999574,27.3,44.7,48.0,84.0,128.6,48.7,71.0,159.0,359.0,498.5,693.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-02-28,6.0,0.0,74.1,7.3,0.0,34.2,45.2,65.3,76.7,151.79999999999998,388.1,1.2999999999999574,27.3,44.7,48.0,84.0,128.6,47.6,74.8,156.7,358.5,498.0,694.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-01,5.5,0.0,67.5,8.2,0.0,37.0,50.1,68.19999999999999,84.8,150.7,385.9,1.2999999999999574,27.3,44.7,48.0,84.0,128.6,55.0,83.0,163.8,357.40000000000003,501.9,692.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-02,7.6,0.0,66.1,0.4,0.0,40.0,57.7,75.9,92.1,145.2,385.6,1.2999999999999574,27.3,33.5,48.0,83.10000000000001,128.6,45.6,79.1,161.5,355.9,494.8,683.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-03,8.9,0.0,69.1,0.0,0.0,42.6,66.2,85.19999999999999,100.9,138.89999999999998,386.2,1.2999999999999574,27.3,33.5,48.0,78.10000000000001,128.6,35.39999999999999,68.8,152.89999999999998,351.4,493.4,676.0,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-04,7.0,0.0,71.0,8.1,0.0,45.4,71.8,88.80000000000001,109.4,136.1,385.0,1.2999999999999574,27.3,33.5,48.0,62.400000000000006,128.6,33.8,76.9,156.4,350.1,500.6,674.3,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-05,5.9,0.0,80.6,0.1,0.0,47.0,74.3,86.0,117.9,137.9,381.9,1.2999999999999574,1.3,27.3,48.0,62.400000000000006,128.6,24.2,77.0,156.5,349.6,492.7,665.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-06,7.6,4.7,81.0,5.4,0.0,48.5,79.3,91.2,124.3,141.5,379.6,4.6999999999999575,6.0,32.0,52.7,60.2,133.3,29.499999999999996,78.2,152.8,349.90000000000003,498.1,662.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-07,5.4,0.0,72.5,10.0,0.0,47.9,82.1,94.1,129.29999999999998,148.2,372.2,4.6999999999999575,6.0,32.0,52.7,60.1,131.9,32.2,79.8,154.0,351.5,505.4,672.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-08,3.8,0.0,73.5,10.6,0.0,46.2,83.2,92.8,132.3,155.3,360.6,4.6999999999999575,6.0,32.0,52.7,59.900000000000006,106.9,34.599999999999994,89.6,161.70000000000002,354.3,510.0,683.4,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-09,6.6,2.6,77.6,4.8,0.0,45.2,85.2,98.5,138.0,164.8,356.0,7.299999999999958,8.6,34.6,55.3,62.5,109.2,39.0,84.6,164.6,354.9,507.6,685.0,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-10,7.9,20.3,90.1,0.1,0.0,44.2,86.80000000000001,108.6,147.0,173.8,355.2,27.59999999999996,28.9,54.900000000000006,75.60000000000001,82.80000000000001,129.5,39.1,74.5,158.8,351.5,506.2000000000001,675.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-11,4.5,4.0,91.4,4.3,0.0,41.7,87.10000000000001,114.7,150.2,178.1,349.8,31.59999999999996,32.900000000000006,58.900000000000006,79.60000000000001,84.30000000000001,130.7,35.3,69.1,157.0,353.2,510.5,677.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-12,5.5,0.0,77.1,5.8,0.0,41.3,88.30000000000001,121.8,152.6,182.0,345.6,31.59999999999996,32.900000000000006,58.900000000000006,79.2,84.30000000000001,128.5,40.99999999999999,65.2,158.8,353.0,511.3,675.8,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-13,4.0,0.0,60.1,9.7,0.0,37.7,86.2,126.3,153.6,183.2,342.9,26.89999999999996,31.6,58.900000000000006,77.10000000000001,84.30000000000001,128.5,45.3,74.8,162.9,355.7,518.5,675.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-14,3.8,0.0,72.0,10.1,0.0,36.1,84.0,130.3,155.89999999999998,186.2,340.40000000000003,26.89999999999996,31.6,58.900000000000006,77.10000000000001,84.30000000000001,128.5,45.39999999999999,77.6,165.1,357.2,519.6999999999999,676.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-15,6.7,0.0,70.9,6.4,0.0,39.0,85.2,135.6,162.4,194.6,337.0,26.89999999999996,31.6,58.900000000000006,77.10000000000001,84.30000000000001,128.5,41.19999999999999,75.8,162.29999999999998,356.0,516.7,676.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-16,5.0,0.0,71.0,9.4,0.0,37.400000000000006,82.60000000000001,140.9,166.9,199.3,331.9,24.29999999999996,31.6,58.900000000000006,76.9,83.5,118.3,45.8,84.8,168.2,359.7,525.7,685.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-17,6.1,0.0,64.1,10.7,0.0,35.6,79.8,146.39999999999998,175.1,201.4,330.8,3.999999999999957,31.6,58.900000000000006,76.9,83.5,118.3,56.39999999999999,95.5,178.89999999999998,361.0,530.3,686.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-18,5.5,0.0,65.5,3.8,0.0,36.6,78.3,151.89999999999998,180.1,205.0,331.1,0.0,31.6,58.900000000000006,76.9,83.5,118.3,55.9,91.2,178.4,357.90000000000003,526.0,690.7,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-19,7.3,0.0,80.9,10.3,0.0,38.4,79.7,158.8,188.1,207.6,332.29999999999995,0.0,31.6,58.900000000000006,76.9,83.5,118.3,60.39999999999999,101.4,178.39999999999998,359.29999999999995,532.5,692.5,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-20,10.9,16.8,85.5,0.1,0.0,45.3,83.0,168.3,198.4,210.7,338.40000000000003,16.799999999999958,43.7,75.7,93.1,100.3,135.10000000000002,50.8,96.1,178.5,355.9,532.4,683.1,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-21,7.3,0.0,85.0,0.1,0.0,48.8,84.9,172.2,203.8,211.5,338.6,16.799999999999958,43.7,49.7,93.1,100.3,135.10000000000002,40.8,86.2,178.6,348.6,529.0,682.9,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-22,4.3,0.0,61.0,9.0,0.0,46.4,85.39999999999999,173.9,206.0,209.3,337.7,16.799999999999958,43.7,49.7,93.1,99.7,135.10000000000002,43.39999999999999,84.6,183.4,349.2,535.9,682.6,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-23,4.4,0.0,57.9,8.4,0.0,45.8,83.2,175.70000000000002,209.2,208.2,338.6,16.799999999999958,41.1,49.7,93.1,96.5,135.10000000000002,42.4,88.19999999999999,183.4,348.9,536.5,682.3,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-24,2.6,0.0,66.8,11.3,0.0,42.3,77.89999999999999,175.6,210.1,209.9,332.29999999999995,16.799999999999958,20.8,49.7,93.1,96.5,132.4,42.99999999999999,99.4,193.9,351.3,538.5999999999999,690.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-25,4.6,0.0,79.1,4.3,0.0,41.4,78.0,175.6,213.4,213.3,330.9,16.799999999999958,16.8,49.7,93.1,96.5,132.4,43.5,99.4,188.4,346.0,540.1,688.6,0.0,0.0,0.0,0.0,0.0,0.0
해남,2019-03-26,9.1,0.0,75.6,10.6,0.0,43.2,81.6,178.39999999999998,223.7,219.6,334.20000000000005,16.799999999999958,16.8,49.7,93.1,96.5,132.4,43.8,104.2,188.8,353.29999999999995,548.9000000000001,691.6,0.0,0.0,0.0,0.0,0.0,0.0
