DATE,품목명,단위,등급명,가격_평균,가격_전일,가격_전년,반입량_총,반입량_전일,반입량_전년
2018-01-01,배추,10키로망대,상,6416.0,5391.0,9799.0,462,462,682
2018-01-02,배추,10키로망대,상,6416.0,5391.0,9736.1,462,462,682
2018-01-03,배추,10키로망대,상,6416.0,5391.0,9673.2,462,462,682
2018-01-04,배추,10키로망대,상,5261.0,5391.0,9610.3,572,462,485
2018-01-05,배추,10키로망대,상,5098.0,5391.0,9547.4,439,572,472
2018-01-06,배추,10키로망대,상,4969.0,5391.0,9484.5,332,439,604
2018-01-07,배추,10키로망대,상,5103.0,5391.0,9421.6,422,332,577
2018-01-08,배추,10키로망대,상,5237.0,5391.0,9358.7,511,422,551
2018-01-09,배추,10키로망대,상,5567.0,5391.0,9295.8,299,511,524
2018-01-10,배추,10키로망대,상,5391.0,5391.0,9232.9,376,300,483
2018-01-11,배추,10키로망대,상,5505.0,5391.0,9170.0,250,375,417
2018-01-12,배추,10키로망대,상,5173.0,5505.0,8978.0,197,250,340
2018-01-13,배추,10키로망대,상,5173.0,5173.0,9124.0,51,197,418
2018-01-14,배추,10키로망대,상,5316.5,5173.0,9152.0,252,51,384
2018-01-15,배추,10키로망대,상,5460.0,5316.5,8850.0,454,252,350
2018-01-16,배추,10키로망대,상,5580.0,5460.0,8954.0,368,454,316
2018-01-17,배추,10키로망대,상,5457.0,5580.0,9058.0,408,368,368
2018-01-18,배추,10키로망대,상,5375.0,5457.0,9203.0,478,407,400
2018-01-19,배추,10키로망대,상,5108.0,5375.0,9270.0,449,478,621
2018-01-20,배추,10키로망대,상,5043.0,5108.0,9013.0,295,449,559
2018-01-21,배추,10키로망대,상,5270.5,5043.0,9105.0,362,295,612
2018-01-22,배추,10키로망대,상,5498.0,5270.5,8884.0,430,362,664
2018-01-23,배추,10키로망대,상,5602.0,5498.0,8765.5,430,430,717
2018-01-24,배추,10키로망대,상,5389.0,5602.0,8647.0,308,431,540
2018-01-25,배추,10키로망대,상,5498.0,5389.0,7996.0,134,309,479
2018-01-26,배추,10키로망대,상,5498.0,5498.0,8423.0,61,135,354
2018-01-27,배추,10키로망대,상,7204.0,5498.0,8165.0,114,61,94
2018-01-28,배추,10키로망대,상,7876.5,7204.0,7638.0,210,114,154
2018-01-29,배추,10키로망대,상,8549.0,7876.5,7704.9,306,210,214
2018-01-30,배추,10키로망대,상,8933.0,8549.0,7771.9,349,306,274
2018-01-31,배추,10키로망대,상,8442.0,8933.0,7838.8,431,348,334
2018-02-01,배추,10키로망대,상,8840.0,8442.0,7905.7,288,431,394
2018-02-02,배추,10키로망대,상,9152.0,8395.3,7972.6,368,288,432
2018-02-03,배추,10키로망대,상,9933.0,8348.6,8039.6,298,368,300
2018-02-04,배추,10키로망대,상,9660.0,8301.9,8106.5,405,298,358
2018-02-05,배추,10키로망대,상,9387.0,8255.2,8173.4,512,405,415
2018-02-06,배추,10키로망대,상,9389.0,8208.5,8240.4,424,511,473
2018-02-07,배추,10키로망대,상,8807.0,8161.8,8307.3,483,425,464
2018-02-08,배추,10키로망대,상,8028.0,8115.1,8374.2,468,483,321
2018-02-09,배추,10키로망대,상,8969.0,8068.4,8441.1,429,469,408
2018-02-10,배추,10키로망대,상,7975.0,8021.7,8508.1,555,429,321
2018-02-11,배추,10키로망대,상,7727.0,7975.0,8575.0,712,555,356
2018-02-12,배추,10키로망대,상,7479.0,7727.0,8832.0,870,712,392
2018-02-13,배추,10키로망대,상,6839.0,7479.0,9129.0,610,870,427
2018-02-14,배추,10키로망대,상,7497.0,6839.0,9426.0,371,611,418
2018-02-15,배추,10키로망대,상,7497.0,7497.0,9503.0,81,372,397
2018-02-16,배추,10키로망대,상,7456.5,7497.0,9178.0,177,81,442
2018-02-17,배추,10키로망대,상,7416.0,7456.5,9668.0,272,177,486
2018-02-18,배추,10키로망대,상,7375.5,7416.0,9069.0,368,272,531
2018-02-19,배추,10키로망대,상,7335.0,7375.5,9190.0,464,368,575
2018-02-20,배추,10키로망대,상,6836.0,7335.0,9135.0,314,464,620
2018-02-21,배추,10키로망대,상,7379.0,6836.0,9080.0,357,315,377
2018-02-22,배추,10키로망대,상,7579.0,7379.0,8871.0,344,357,336
2018-02-23,배추,10키로망대,상,7892.0,7579.0,8982.0,364,345,316
2018-02-24,배추,10키로망대,상,7735.0,7892.0,9363.0,276,364,486
2018-02-25,배추,10키로망대,상,7799.0,7735.0,9052.0,448,276,509
2018-02-26,배추,10키로망대,상,7863.0,7799.0,8497.0,619,448,533
2018-02-27,배추,10키로망대,상,8184.0,7863.0,8625.5,357,619,556
2018-02-28,배추,10키로망대,상,8603.0,8184.0,8754.0,468,357,461
2018-03-01,배추,10키로망대,상,9530.0,8603.0,8547.0,207,467,366
2018-03-02,배추,10키로망대,상,8472.0,8529.3,8539.3,352,207,471
2018-03-03,배추,10키로망대,상,7950.0,8455.6,8531.6,316,353,416
2018-03-04,배추,10키로망대,상,8255.5,8381.9,8523.9,416,316,460
2018-03-05,배추,10키로망대,상,8561.0,8308.2,8516.2,515,416,504
2018-03-06,배추,10키로망대,상,7314.0,8234.5,8508.5,323,515,548
2018-03-07,배추,10키로망대,상,7933.0,8160.8,8500.8,490,323,366
2018-03-08,배추,10키로망대,상,8440.0,8087.1,8493.1,546,491,408
2018-03-09,배추,10키로망대,상,7448.0,8013.4,8485.4,348,545,491
2018-03-10,배추,10키로망대,상,7866.0,7939.7,8477.7,300,348,438
2018-03-11,배추,10키로망대,상,8138.0,7866.0,8470.0,416,300,470
2018-03-12,배추,10키로망대,상,8410.0,8138.0,8692.0,532,416,502
2018-03-13,배추,10키로망대,상,7232.0,8410.0,8614.5,589,532,534
2018-03-14,배추,10키로망대,상,6543.0,7232.0,8537.0,480,590,488
2018-03-15,배추,10키로망대,상,6867.0,6543.0,8591.0,304,480,495
2018-03-16,배추,10키로망대,상,8625.0,6867.0,7959.0,246,304,420
2018-03-17,배추,10키로망대,상,8476.0,8625.0,7317.0,218,246,345
2018-03-18,배추,10키로망대,상,8554.0,8476.0,8040.0,400,218,391
2018-03-19,배추,10키로망대,상,8632.0,8554.0,7444.0,581,400,436
2018-03-20,배추,10키로망대,상,7588.0,8632.0,7776.5,465,580,482
2018-03-21,배추,10키로망대,상,8540.0,7588.0,8109.0,361,464,533
2018-03-22,배추,10키로망대,상,8816.0,8540.0,7588.0,308,361,505
2018-03-23,배추,10키로망대,상,7458.0,8816.0,6894.0,368,307,428
2018-03-24,배추,10키로망대,상,6934.0,7458.0,6855.0,280,368,401
2018-03-25,배추,10키로망대,상,7782.5,6934.0,6626.0,376,280,457
2018-03-26,배추,10키로망대,상,8631.0,7782.5,6983.0,472,376,514
2018-03-27,배추,10키로망대,상,8365.0,8631.0,7001.0,444,472,570
2018-03-28,배추,10키로망대,상,7392.0,8365.0,7019.0,446,444,563
2018-03-29,배추,10키로망대,상,8028.0,7392.0,6320.0,384,445,465
2018-03-30,배추,10키로망대,상,7915.0,8028.0,6088.0,324,385,326
2018-03-31,배추,10키로망대,상,7882.0,7915.0,6934.0,246,323,430
2018-04-01,배추,10키로망대,상,8178.0,7882.0,6472.0,396,246,507
2018-04-02,배추,10키로망대,상,8474.0,7837.8,6401.9,547,396,583
2018-04-03,배추,10키로망대,상,7382.0,7793.6,6331.8,526,548,660
2018-04-04,배추,10키로망대,상,7956.0,7749.4,6261.7,452,526,609
2018-04-05,배추,10키로망대,상,8153.0,7705.2,6191.6,362,452,576
2018-04-06,배추,10키로망대,상,7456.0,7661.0,6121.5,391,363,417
2018-04-07,배추,10키로망대,상,5931.0,7616.8,6051.4,215,391,370
2018-04-08,배추,10키로망대,상,6583.0,7572.6,5981.3,364,215,481
2018-04-09,배추,10키로망대,상,7235.0,7528.4,5911.2,514,364,593
2018-04-10,배추,10키로망대,상,7440.0,7484.2,5841.1,492,514,704
2018-04-11,배추,10키로망대,상,7461.0,7440.0,5771.0,476,492,527
2018-04-12,배추,10키로망대,상,6418.0,7461.0,5317.0,385,476,582
2018-04-13,배추,10키로망대,상,6794.0,6418.0,4891.0,325,385,448
2018-04-14,배추,10키로망대,상,8060.0,6794.0,4887.0,207,324,355
2018-04-15,배추,10키로망대,상,7821.0,8060.0,5725.0,363,207,395
2018-04-16,배추,10키로망대,상,7582.0,7821.0,5700.0,519,363,436
2018-04-17,배추,10키로망대,상,7097.0,7582.0,5857.5,494,519,476
2018-04-18,배추,10키로망대,상,6983.0,7097.0,6015.0,482,494,478
2018-04-19,배추,10키로망대,상,6255.0,6983.0,6243.0,365,481,433
2018-04-20,배추,10키로망대,상,7090.0,6255.0,6343.0,398,364,545
2018-04-21,배추,10키로망대,상,6947.0,7090.0,5761.0,219,397,457
2018-04-22,배추,10키로망대,상,7144.0,6947.0,6000.0,333,219,458
2018-04-23,배추,10키로망대,상,7341.0,7144.0,6825.0,447,333,459
2018-04-24,배추,10키로망대,상,6682.0,7341.0,6912.5,405,447,460
2018-04-25,배추,10키로망대,상,6303.0,6682.0,7000.0,425,404,485
2018-04-26,배추,10키로망대,상,6604.0,6303.0,7461.0,376,424,526
2018-04-27,배추,10키로망대,상,6257.0,6604.0,7812.0,428,376,594
2018-04-28,배추,10키로망대,상,6823.0,6257.0,7404.0,236,427,541
2018-04-29,배추,10키로망대,상,6482.0,6823.0,6654.0,406,236,569
2018-04-30,배추,10키로망대,상,6141.0,6482.0,5346.0,575,406,596
2018-05-01,배추,10키로망대,상,5790.0,6141.0,5237.7,452,574,624
2018-05-02,배추,10키로망대,상,5754.0,6051.4,5129.5,488,452,479
2018-05-03,배추,10키로망대,상,5269.0,5961.8,5021.2,432,488,484
2018-05-04,배추,10키로망대,상,5419.0,5872.2,4912.9,330,432,448
2018-05-05,배추,10키로망대,상,5741.0,5782.6,4804.6,256,329,489
2018-05-06,배추,10키로망대,상,5816.0,5693.0,4696.4,374,256,512
2018-05-07,배추,10키로망대,상,5891.0,5603.4,4588.1,491,374,534
2018-05-08,배추,10키로망대,상,5918.0,5513.8,4479.8,489,490,557
2018-05-09,배추,10키로망대,상,5278.0,5424.2,4371.5,513,489,534
2018-05-10,배추,10키로망대,상,5245.0,5334.6,4263.3,413,512,441
2018-05-11,배추,10키로망대,상,5478.0,5245.0,4155.0,410,414,518
2018-05-12,배추,10키로망대,상,5982.0,5478.0,3828.0,202,410,669
2018-05-13,배추,10키로망대,상,5934.5,5982.0,3612.0,336,202,674
2018-05-14,배추,10키로망대,상,5887.0,5934.5,2506.0,471,336,678
2018-05-15,배추,10키로망대,상,5275.0,5887.0,3071.0,633,470,683
2018-05-16,배추,10키로망대,상,4725.0,5275.0,3636.0,546,633,642
2018-05-17,배추,10키로망대,상,4036.0,4725.0,3650.0,542,546,705
2018-05-18,배추,10키로망대,상,2824.0,4036.0,3360.0,436,542,468
2018-05-19,배추,10키로망대,상,3047.0,2824.0,2965.0,189,436,405
2018-05-20,배추,10키로망대,상,3243.5,3047.0,3060.0,372,189,431
2018-05-21,배추,10키로망대,상,3440.0,3243.5,3427.0,554,372,458
2018-05-22,배추,10키로망대,상,3472.0,3440.0,3581.5,529,554,484
2018-05-23,배추,10키로망대,상,3103.0,3472.0,3736.0,481,529,498
2018-05-24,배추,10키로망대,상,3324.0,3103.0,4299.0,360,481,610
2018-05-25,배추,10키로망대,상,4146.0,3324.0,3377.0,407,359,466
2018-05-26,배추,10키로망대,상,4385.0,4146.0,3212.0,379,406,458
2018-05-27,배추,10키로망대,상,4266.0,4385.0,3239.0,460,379,529
2018-05-28,배추,10키로망대,상,4147.0,4266.0,3196.0,541,460,599
2018-05-29,배추,10키로망대,상,4218.0,4147.0,3065.0,456,542,670
2018-05-30,배추,10키로망대,상,3683.0,4218.0,2934.0,460,456,530
2018-05-31,배추,10키로망대,상,3789.0,3683.0,2659.0,415,459,511
2018-06-01,배추,10키로망대,상,3948.0,3789.0,2980.0,464,415,584
2018-06-02,배추,10키로망대,상,3640.0,3776.4,2914.5,379,464,451
2018-06-03,배추,10키로망대,상,3351.5,3763.7,2849.0,548,379,444
2018-06-04,배추,10키로망대,상,3063.0,3751.1,2783.5,716,548,436
2018-06-05,배추,10키로망대,상,3844.0,3738.5,2718.0,444,716,429
2018-06-06,배추,10키로망대,상,3114.0,3725.8,2652.5,545,446,478
2018-06-07,배추,10키로망대,상,2912.0,3713.2,2587.0,495,544,568
2018-06-08,배추,10키로망대,상,3145.0,3700.5,2521.5,548,494,358
2018-06-09,배추,10키로망대,상,3095.0,3687.9,2456.0,366,547,722
2018-06-10,배추,10키로망대,상,3372.5,3675.3,2390.5,452,366,690
2018-06-11,배추,10키로망대,상,3650.0,3662.6,2325.0,539,452,657
2018-06-12,배추,10키로망대,상,3761.0,3650.0,2664.0,654,539,625
2018-06-13,배추,10키로망대,상,3816.0,3761.0,3003.0,464,654,555
2018-06-14,배추,10키로망대,상,4631.0,3816.0,3406.0,443,463,577
2018-06-15,배추,10키로망대,상,4544.0,4631.0,3490.0,503,443,584
2018-06-16,배추,10키로망대,상,4879.0,4544.0,2839.0,374,502,516
2018-06-17,배추,10키로망대,상,4344.0,4879.0,3382.0,550,374,547
2018-06-18,배추,10키로망대,상,3809.0,4344.0,3063.0,726,550,578
2018-06-19,배추,10키로망대,상,3896.0,3809.0,3085.5,538,727,609
2018-06-20,배추,10키로망대,상,3675.0,3896.0,3108.0,791,537,505
2018-06-21,배추,10키로망대,상,3946.0,3675.0,3494.0,516,790,563
2018-06-22,배추,10키로망대,상,4017.0,3946.0,3313.0,449,517,616
2018-06-23,배추,10키로망대,상,4701.0,4017.0,3395.0,341,448,577
2018-06-24,배추,10키로망대,상,5027.5,4701.0,3232.0,424,341,555
2018-06-25,배추,10키로망대,상,5354.0,5027.5,3008.0,507,424,532
2018-06-26,배추,10키로망대,상,6209.0,5354.0,3505.5,704,508,510
2018-06-27,배추,10키로망대,상,6015.0,6209.0,4003.0,583,705,600
2018-06-28,배추,10키로망대,상,4704.0,6015.0,3918.0,596,582,663
2018-06-29,배추,10키로망대,상,3888.0,4704.0,3215.0,710,596,585
2018-06-30,배추,10키로망대,상,3322.0,3888.0,3212.0,500,709,623
2018-07-01,배추,10키로망대,상,4658.5,3322.0,3357.0,402,500,589
2018-07-02,배추,10키로망대,상,5995.0,3625.6,3464.5,305,402,556
2018-07-03,배추,10키로망대,상,5259.0,3929.2,3572.0,460,305,522
2018-07-04,배추,10키로망대,상,4630.0,4232.8,3679.5,502,460,514
2018-07-05,배추,10키로망대,상,3672.0,4536.4,3787.0,579,503,591
2018-07-06,배추,10키로망대,상,4619.0,4840.0,3894.5,365,579,620
2018-07-07,배추,10키로망대,상,6799.0,5143.6,4002.0,390,364,500
2018-07-08,배추,10키로망대,상,6650.5,5447.2,4109.5,554,390,529
2018-07-09,배추,10키로망대,상,6502.0,5750.8,4217.0,717,554,558
2018-07-10,배추,10키로망대,상,6358.0,6054.4,4324.5,462,716,587
2018-07-11,배추,10키로망대,상,8636.0,6358.0,4432.0,199,462,277
2018-07-12,배추,10키로망대,상,7303.0,8636.0,6246.0,347,199,297
2018-07-13,배추,10키로망대,상,5877.0,7303.0,10486.0,493,348,608
2018-07-14,배추,10키로망대,상,8334.0,5877.0,6771.0,322,493,523
2018-07-15,배추,10키로망대,상,7737.0,8334.0,6289.0,470,322,509
2018-07-16,배추,10키로망대,상,7140.0,7737.0,7282.0,618,470,496
2018-07-17,배추,10키로망대,상,7705.0,7140.0,8079.5,582,618,482
2018-07-18,배추,10키로망대,상,8182.0,7705.0,8877.0,460,582,539
2018-07-19,배추,10키로망대,상,7256.0,8182.0,9221.0,450,461,581
2018-07-20,배추,10키로망대,상,11180.0,7256.0,9574.0,463,449,444
2018-07-21,배추,10키로망대,상,10705.0,11180.0,10251.0,330,463,377
2018-07-22,배추,10키로망대,상,9618.5,10705.0,11916.0,473,330,426
2018-07-23,배추,10키로망대,상,8532.0,9618.5,16335.0,616,473,474
2018-07-24,배추,10키로망대,상,8941.0,8532.0,15859.0,456,616,523
2018-07-25,배추,10키로망대,상,12604.0,8941.0,15383.0,291,456,477
2018-07-26,배추,10키로망대,상,11726.0,12604.0,11139.0,403,292,321
2018-07-27,배추,10키로망대,상,12634.0,11726.0,14141.0,333,402,563
2018-07-28,배추,10키로망대,상,11722.0,12634.0,11404.0,274,333,586
2018-07-29,배추,10키로망대,상,11775.0,11722.0,10393.0,372,274,569
2018-07-30,배추,10키로망대,상,11828.0,11775.0,11027.0,469,372,553
2018-07-31,배추,10키로망대,상,12435.0,11828.0,11310.0,396,470,536
2018-08-01,배추,10키로망대,상,11825.0,12435.0,11593.0,433,396,438
2018-08-02,배추,10키로망대,상,10602.0,12236.1,11891.4,545,433,331
2018-08-03,배추,10키로망대,상,8291.0,12037.2,12189.8,425,545,564
2018-08-04,배추,10키로망대,상,8896.7,11838.3,12488.2,483,425,572
2018-08-05,배추,10키로망대,상,9502.3,11639.4,12786.6,542,483,581
2018-08-06,배추,10키로망대,상,10108.0,11440.5,13085.0,600,542,590
2018-08-07,배추,10키로망대,상,10914.0,11241.6,13383.4,424,600,598
2018-08-08,배추,10키로망대,상,11691.0,11042.7,13681.8,379,424,469
2018-08-09,배추,10키로망대,상,12356.0,10843.8,13980.2,409,379,430
2018-08-10,배추,10키로망대,상,10446.0,10644.9,14278.6,429,410,287
2018-08-11,배추,10키로망대,상,11261.0,10446.0,14577.0,251,429,327
2018-08-12,배추,10키로망대,상,12134.5,11261.0,16235.0,400,251,368
2018-08-13,배추,10키로망대,상,13008.0,12134.5,14214.0,549,400,410
2018-08-14,배추,10키로망대,상,15174.0,13008.0,15053.0,386,549,451
2018-08-15,배추,10키로망대,상,16841.0,15174.0,15892.0,310,385,480
2018-08-16,배추,10키로망대,상,17085.0,16841.0,13866.0,329,311,347
2018-08-17,배추,10키로망대,상,18410.0,17085.0,14858.0,306,328,433
2018-08-18,배추,10키로망대,상,20659.0,18410.0,13401.0,330,306,454
2018-08-19,배추,10키로망대,상,19049.0,20659.0,13528.0,424,330,483
2018-08-20,배추,10키로망대,상,17439.0,19049.0,15688.0,519,424,512
2018-08-21,배추,10키로망대,상,19494.0,17439.0,15553.0,372,519,541
2018-08-22,배추,10키로망대,상,20025.0,19494.0,15418.0,413,371,611
2018-08-23,배추,10키로망대,상,22998.0,20025.0,14191.0,328,413,633
2018-08-24,배추,10키로망대,상,22995.0,22998.0,11738.0,175,327,602
2018-08-25,배추,10키로망대,상,20754.0,22995.0,10992.0,265,175,323
2018-08-26,배추,10키로망대,상,18354.0,20754.0,16171.0,418,265,427
2018-08-27,배추,10키로망대,상,15954.0,18354.0,15944.0,572,418,532
2018-08-28,배추,10키로망대,상,16713.0,15954.0,16238.5,418,573,636
2018-08-29,배추,10키로망대,상,13212.0,16713.0,16533.0,590,419,643
2018-08-30,배추,10키로망대,상,10935.0,13212.0,14542.0,422,589,394
2018-08-31,배추,10키로망대,상,12749.0,10935.0,17742.0,438,421,503
2018-09-01,배추,10키로망대,상,13221.0,12749.0,17461.0,384,437,526
2018-09-02,배추,10키로망대,상,11229.0,12664.5,17294.6,628,384,617
2018-09-03,배추,10키로망대,상,9237.0,12580.0,17128.3,872,628,707
2018-09-04,배추,10키로망대,상,12054.0,12495.5,16961.9,518,872,798
2018-09-05,배추,10키로망대,상,11422.0,12411.0,16795.5,584,518,856
2018-09-06,배추,10키로망대,상,9666.0,12326.5,16629.2,795,584,805
2018-09-07,배추,10키로망대,상,10736.0,12242.0,16462.8,848,795,645
2018-09-08,배추,10키로망대,상,9138.0,12157.5,16296.5,658,848,826
2018-09-09,배추,10키로망대,상,10521.0,12073.0,16130.1,716,658,822
2018-09-10,배추,10키로망대,상,11904.0,11988.5,15963.7,775,716,817
2018-09-11,배추,10키로망대,상,10557.0,11904.0,15797.4,804,776,813
2018-09-12,배추,10키로망대,상,10634.0,10557.0,15631.0,854,804,468
2018-09-13,배추,10키로망대,상,11801.0,10634.0,16855.0,885,854,863
2018-09-14,배추,10키로망대,상,9760.0,11801.0,15147.0,1123,886,896
2018-09-15,배추,10키로망대,상,10593.0,9760.0,13742.0,844,1122,827
2018-09-16,배추,10키로망대,상,9339.0,10593.0,13623.0,1107,844,800
2018-09-17,배추,10키로망대,상,8085.0,9339.0,11643.0,1370,1107,774
2018-09-18,배추,10키로망대,상,8933.0,8085.0,13606.0,1283,1372,747
2018-09-19,배추,10키로망대,상,9346.0,8933.0,15569.0,1169,1283,954
2018-09-20,배추,10키로망대,상,8580.0,9346.0,13607.0,1112,1168,1006
2018-09-21,배추,10키로망대,상,8402.0,8580.0,13644.0,650,1113,1008
2018-09-22,배추,10키로망대,상,9565.0,8402.0,12400.0,278,650,909
2018-09-23,배추,10키로망대,상,9276.4,9565.0,13776.0,436,278,913
2018-09-24,배추,10키로망대,상,8987.8,9276.4,13010.0,594,436,917
2018-09-25,배추,10키로망대,상,8699.2,8987.8,12967.5,751,594,920
2018-09-26,배추,10키로망대,상,8410.6,8699.2,12925.0,909,751,924
2018-09-27,배추,10키로망대,상,8122.0,8410.6,12349.0,1067,909,928
2018-09-28,배추,10키로망대,상,4927.0,8122.0,13207.0,922,1066,664
2018-09-29,배추,10키로망대,상,5046.0,4927.0,13299.0,513,921,885
2018-09-30,배추,10키로망대,상,5453.0,5046.0,13598.0,595,513,864
2018-10-01,배추,10키로망대,상,5860.0,5027.7,11432.0,677,595,844
2018-10-02,배추,10키로망대,상,5476.0,5009.5,10997.4,715,676,823
2018-10-03,배추,10키로망대,상,5455.0,4991.2,10562.8,699,714,180
2018-10-04,배추,10키로망대,상,5668.0,4972.9,10128.2,710,700,361
2018-10-05,배추,10키로망대,상,6949.0,4954.6,9693.6,505,710,541
2018-10-06,배추,10키로망대,상,11608.0,4936.4,9259.0,180,505,722
2018-10-07,배추,10키로망대,상,8843.5,4918.1,8824.4,544,180,903
2018-10-08,배추,10키로망대,상,6079.0,4899.8,8389.8,908,544,1083
2018-10-09,배추,10키로망대,상,4532.0,4881.5,7955.2,974,908,1264
2018-10-10,배추,10키로망대,상,4845.0,4863.3,7520.6,779,975,888
2018-10-11,배추,10키로망대,상,5010.0,4845.0,7086.0,665,778,668
2018-10-12,배추,10키로망대,상,4552.0,5010.0,6836.0,645,665,531
2018-10-13,배추,10키로망대,상,4673.0,4552.0,5150.0,467,644,808
2018-10-14,배추,10키로망대,상,5084.0,4673.0,4038.0,586,467,836
2018-10-15,배추,10키로망대,상,5495.0,5084.0,3986.0,705,586,863
2018-10-16,배추,10키로망대,상,5527.0,5495.0,3763.5,585,704,891
2018-10-17,배추,10키로망대,상,6606.0,5527.0,3541.0,473,585,720
2018-10-18,배추,10키로망대,상,5807.0,6606.0,3795.0,658,472,714
2018-10-19,배추,10키로망대,상,6400.0,5807.0,3123.0,546,657,652
2018-10-20,배추,10키로망대,상,4972.0,6400.0,3380.0,497,545,558
2018-10-21,배추,10키로망대,상,5127.5,4972.0,3892.0,618,497,623
2018-10-22,배추,10키로망대,상,5283.0,5127.5,3828.0,738,618,688
2018-10-23,배추,10키로망대,상,4787.0,5283.0,3750.5,672,738,753
2018-10-24,배추,10키로망대,상,4658.0,4787.0,3673.0,680,672,779
2018-10-25,배추,10키로망대,상,5469.0,4658.0,3171.0,467,680,594
2018-10-26,배추,10키로망대,상,5665.0,5469.0,3421.0,557,467,647
2018-10-27,배추,10키로망대,상,5992.0,5665.0,3330.0,266,557,649
2018-10-28,배추,10키로망대,상,5957.5,5992.0,3348.0,435,266,675
2018-10-29,배추,10키로망대,상,5923.0,5957.5,3051.0,604,435,702
2018-10-30,배추,10키로망대,상,5885.0,5923.0,3202.5,662,604,728
2018-10-31,배추,10키로망대,상,5837.0,5885.0,3354.0,802,661,545
2018-11-01,배추,10키로망대,상,5551.0,5837.0,3717.0,678,802,644
2018-11-02,배추,10키로망대,상,5517.0,5785.5,3890.3,717,678,638
2018-11-03,배추,10키로망대,상,5363.0,5734.0,4063.6,615,717,677
2018-11-04,배추,10키로망대,상,5319.0,5682.5,4236.9,752,615,795
2018-11-05,배추,10키로망대,상,5275.0,5631.0,4410.2,890,752,914
2018-11-06,배추,10키로망대,상,5039.0,5579.5,4583.5,760,889,1032
2018-11-07,배추,10키로망대,상,4523.0,5528.0,4756.8,876,761,950
2018-11-08,배추,10키로망대,상,6110.0,5476.5,4930.1,558,875,839
2018-11-09,배추,10키로망대,상,6519.0,5425.0,5103.4,628,559,1024
2018-11-10,배추,10키로망대,상,5322.0,5373.5,5276.7,1076,627,886
2018-11-11,배추,10키로망대,상,5149.0,5322.0,5450.0,1323,1076,1103
2018-11-12,배추,10키로망대,상,4976.0,5149.0,5540.0,1570,1323,1320
2018-11-13,배추,10키로망대,상,4777.0,4976.0,5228.5,1164,1570,1537
2018-11-14,배추,10키로망대,상,4825.0,4777.0,4917.0,1286,1165,1198
2018-11-15,배추,10키로망대,상,5855.0,4825.0,4397.0,1131,1285,1412
2018-11-16,배추,10키로망대,상,5385.0,5855.0,4623.0,1897,1130,1460
2018-11-17,배추,10키로망대,상,5204.0,5385.0,5055.0,1598,1898,1581
2018-11-18,배추,10키로망대,상,4821.0,5204.0,5636.0,1648,1598,1609
2018-11-19,배추,10키로망대,상,4438.0,4821.0,5472.0,1697,1648,1638
2018-11-20,배추,10키로망대,상,3987.0,4438.0,5255.0,1168,1697,1666
2018-11-21,배추,10키로망대,상,4858.0,3987.0,5038.0,1439,1167,1062
2018-11-22,배추,10키로망대,상,5664.0,4858.0,4954.0,1495,1440,1312
2018-11-23,배추,10키로망대,상,5721.0,5664.0,5448.0,1734,1494,1500
2018-11-24,배추,10키로망대,상,4413.0,5721.0,6122.0,1390,1734,1437
2018-11-25,배추,10키로망대,상,4457.0,4413.0,7235.0,1240,1390,1501
2018-11-26,배추,10키로망대,상,4501.0,4457.0,5853.0,1090,1240,1565
2018-11-27,배추,10키로망대,상,3755.0,4501.0,5439.0,1108,1089,1629
2018-11-28,배추,10키로망대,상,3954.0,3755.0,5025.0,1111,1107,1022
2018-11-29,배추,10키로망대,상,4532.0,3954.0,4267.0,991,1111,1191
2018-11-30,배추,10키로망대,상,5757.0,4532.0,4723.0,955,990,1044
2018-12-01,배추,10키로망대,상,4774.0,5757.0,5254.0,1115,955,1039
2018-12-02,배추,10키로망대,상,4672.5,5637.0,5263.7,1078,1115,926
2018-12-03,배추,10키로망대,상,4571.0,5517.0,5273.5,1040,1078,813
2018-12-04,배추,10키로망대,상,4289.0,5397.0,5283.2,668,1039,700
2018-12-05,배추,10키로망대,상,4275.0,5277.0,5292.9,595,669,583
2018-12-06,배추,10키로망대,상,3790.0,5157.0,5302.6,674,596,374
2018-12-07,배추,10키로망대,상,4279.0,5037.0,5312.4,552,674,428
2018-12-08,배추,10키로망대,상,3981.0,4917.0,5322.1,330,551,776
2018-12-09,배추,10키로망대,상,4269.0,4797.0,5331.8,292,330,794
2018-12-10,배추,10키로망대,상,4557.0,4677.0,5341.5,253,292,811
2018-12-11,배추,10키로망대,상,4869.0,4557.0,5351.3,258,254,829
2018-12-12,배추,10키로망대,상,4827.0,4869.0,5361.0,433,257,430
2018-12-13,배추,10키로망대,상,4011.0,4827.0,5357.0,669,431,195
2018-12-14,배추,10키로망대,상,3278.0,4011.0,5512.0,501,667,305
2018-12-15,배추,10키로망대,상,2659.0,3278.0,5009.0,244,501,265
2018-12-16,배추,10키로망대,상,3100.0,2659.0,5856.0,296,244,375
2018-12-17,배추,10키로망대,상,3541.0,3100.0,6521.0,348,296,486
2018-12-18,배추,10키로망대,상,3240.0,3541.0,6208.0,488,348,596
2018-12-19,배추,10키로망대,상,2761.0,3240.0,5895.0,506,487,384
2018-12-20,배추,10키로망대,상,2789.0,2761.0,5439.0,360,506,526
2018-12-21,배추,10키로망대,상,2747.0,2789.0,5029.0,427,359,367
