DATE,품목명,단위,등급명,평균가격,전일,전년
2025-08-24,배추,10키로망대,상,13152.0,12676.0,18371.0
2025-08-25,배추,10키로망대,상,13628.0,13152.0,19505.0
2025-08-26,배추,10키로망대,상,13098.0,13628.0,18560.5
2025-08-27,배추,10키로망대,상,13376.0,13098.0,17616.0
2025-08-28,배추,10키로망대,상,18735.0,13376.0,15783.0
2025-08-29,배추,10키로망대,상,15320.0,18735.0,19714.0
2025-08-30,배추,10키로망대,상,13435.0,15320.0,18212.0
2025-08-31,배추,10키로망대,상,14512.0,13435.0,20115.0
2025-09-01,배추,10키로망대,상,15589.0,13170.2,21388.0
2025-09-02,배추,10키로망대,상,15359.0,12905.4,21385.1
2025-09-03,배추,10키로망대,상,21181.0,12640.5,21382.2
2025-09-04,배추,10키로망대,상,16577.0,12375.7,21379.3
2025-09-05,배추,10키로망대,상,12815.0,12110.9,21376.4
2025-09-06,배추,10키로망대,상,12977.0,11846.1,21373.5
2025-09-07,배추,10키로망대,상,13841.0,11581.3,21370.6
2025-09-08,배추,10키로망대,상,14705.0,11316.5,21367.7
2025-09-09,배추,10키로망대,상,12027.0,11051.6,21364.8
2025-09-10,배추,10키로망대,상,10522.0,10786.8,21361.9
2025-09-11,배추,10키로망대,상,11598.0,10522.0,21359.0
2025-09-12,배추,10키로망대,상,12799.0,11598.0,23295.0
2025-09-13,배추,10키로망대,상,17543.0,12799.0,24291.0
2025-09-14,배추,10키로망대,상,15955.5,17543.0,26069.0
2025-09-15,배추,10키로망대,상,14368.0,15955.5,41483.0
2025-09-16,배추,10키로망대,상,10203.0,14368.0,35723.5
2025-09-17,배추,10키로망대,상,10941.0,10203.0,29964.0
2025-09-18,배추,10키로망대,상,15760.0,10941.0,29115.0
2025-09-19,배추,10키로망대,상,15187.0,15760.0,28266.0
2025-09-20,배추,10키로망대,상,12001.0,15187.0,27417.0
2025-09-21,배추,10키로망대,상,12807.0,12001.0,26568.0
2025-09-22,배추,10키로망대,상,13613.0,12807.0,28933.0
2025-09-23,배추,10키로망대,상,18524.0,13613.0,32309.5
2025-09-24,배추,10키로망대,상,17111.0,18524.0,35686.0
2025-09-25,배추,10키로망대,상,17153.0,17111.0,25141.0
2025-09-26,배추,10키로망대,상,16621.0,17153.0,24551.0
2025-09-27,배추,10키로망대,상,11619.0,16621.0,19921.0
2025-09-28,배추,10키로망대,상,14494.5,11619.0,21139.0
2025-09-29,배추,10키로망대,상,17370.0,14494.5,19198.0
2025-09-30,배추,10키로망대,상,18889.0,17370.0,21108.5
2025-10-01,배추,10키로망대,상,17340.0,18889.0,23019.0
2025-10-02,배추,10키로망대,상,12395.0,17622.2,22730.0
2025-10-03,배추,10키로망대,상,12647.0,16355.4,22441.0
2025-10-04,배추,10키로망대,상,25152.0,15088.6,22152.0
2025-10-05,배추,10키로망대,상,21892.4,13821.8,21863.0
2025-10-06,배추,10키로망대,상,18632.8,12555.0,21574.0
2025-10-07,배추,10키로망대,상,15373.2,11288.2,21285.0
2025-10-08,배추,10키로망대,상,12113.6,10021.4,20996.0
2025-10-09,배추,10키로망대,상,8854.0,8754.6,20707.0
2025-10-10,배추,10키로망대,상,6221.0,7487.8,20418.0
2025-10-11,배추,10키로망대,상,5296.0,6221.0,20129.0
2025-10-12,배추,10키로망대,상,6477.5,5296.0,21761.0
2025-10-13,배추,10키로망대,상,7659.0,6477.5,23196.0
2025-10-14,배추,10키로망대,상,6920.0,7659.0,24977.5
2025-10-15,배추,10키로망대,상,8160.0,6920.0,26759.0
2025-10-16,배추,10키로망대,상,6483.0,8160.0,23515.0
2025-10-17,배추,10키로망대,상,6172.0,6483.0,24031.0
2025-10-18,배추,10키로망대,상,4825.0,6172.0,20866.0
2025-10-19,배추,10키로망대,상,4977.0,4825.0,18809.0
2025-10-20,배추,10키로망대,상,5129.0,4977.0,12803.0
2025-10-21,배추,10키로망대,상,5506.0,5129.0,14742.0
2025-10-22,배추,10키로망대,상,6093.0,5506.0,16681.0
2025-10-23,배추,10키로망대,상,6132.0,6093.0,15928.0
2025-10-24,배추,10키로망대,상,5973.0,6132.0,15589.0
2025-10-25,배추,10키로망대,상,7057.0,5973.0,12599.0
2025-10-26,배추,10키로망대,상,7605.5,7057.0,10665.0
2025-10-27,배추,10키로망대,상,8154.0,7605.5,10784.0
2025-10-28,배추,10키로망대,상,7969.0,8154.0,10245.0
2025-10-29,배추,10키로망대,상,7897.0,7969.0,9706.0
2025-10-30,배추,10키로망대,상,9833.0,7897.0,11021.0
2025-10-31,배추,10키로망대,상,10710.0,9833.0,8753.0
2025-11-01,배추,10키로망대,상,10141.0,10710.0,8692.0
2025-11-02,배추,10키로망대,상,9572.0,10741.6,8653.6
2025-11-03,배추,10키로망대,상,9003.0,10773.2,8615.3
2025-11-04,배추,10키로망대,상,8808.0,10804.8,8576.9
2025-11-05,배추,10키로망대,상,9271.0,10836.4,8538.5
2025-11-06,배추,10키로망대,상,9095.0,10868.0,8500.2
2025-11-07,배추,10키로망대,상,10353.0,10899.6,8461.8
2025-11-08,배추,10키로망대,상,10758.0,10931.2,8423.5
2025-11-09,배추,10키로망대,상,10892.0,10962.8,8385.1
2025-11-10,배추,10키로망대,상,11026.0,10994.4,8346.7
2025-11-11,배추,10키로망대,상,9285.0,11026.0,8308.4
2025-11-12,배추,10키로망대,상,10537.0,9285.0,8270.0
2025-11-13,배추,10키로망대,상,11673.0,10537.0,6972.0
2025-11-14,배추,10키로망대,상,12687.0,11673.0,7597.0
2025-11-15,배추,10키로망대,상,11421.0,12687.0,8426.0
2025-11-16,배추,10키로망대,상,12156.0,11421.0,8842.0
2025-11-17,배추,10키로망대,상,12891.0,12156.0,8143.0
2025-11-18,배추,10키로망대,상,10843.0,12891.0,7474.5
2025-11-19,배추,10키로망대,상,11768.0,10843.0,6806.0
2025-11-20,배추,10키로망대,상,12375.0,11768.0,7130.0
2025-11-21,배추,10키로망대,상,14748.0,12375.0,7489.0
2025-11-22,배추,10키로망대,상,12072.0,14748.0,8656.0
2025-11-23,배추,10키로망대,상,11989.5,12072.0,9430.0
2025-11-24,배추,10키로망대,상,11907.0,11989.5,8031.0
2025-11-25,배추,10키로망대,상,11673.0,11907.0,8600.5
2025-11-26,배추,10키로망대,상,12131.0,11673.0,9170.0
2025-11-27,배추,10키로망대,상,12972.0,12131.0,9920.0
2025-11-28,배추,10키로망대,상,13230.0,12972.0,10067.0
2025-11-29,배추,10키로망대,상,11931.0,13230.0,13956.0
2025-11-30,배추,10키로망대,상,11633.5,11931.0,9361.0
2025-12-01,배추,10키로망대,상,11336.0,11788.5,8435.0
2025-12-02,배추,10키로망대,상,11742.0,11645.9,8475.7
2025-12-03,배추,10키로망대,상,11468.0,11503.4,8516.4
2025-12-04,배추,10키로망대,상,11953.0,11360.8,8557.1
2025-12-05,배추,10키로망대,상,11693.0,11218.3,8597.8
2025-12-06,배추,10키로망대,상,10334.0,11075.7,8638.5
2025-12-07,배추,10키로망대,상,9825.0,10933.2,8679.2
2025-12-08,배추,10키로망대,상,9316.0,10790.6,8719.9
2025-12-09,배추,10키로망대,상,9212.0,10648.1,8760.6
2025-12-10,배추,10키로망대,상,10363.0,10505.5,8801.3
2025-12-11,배추,10키로망대,상,10612.0,10363.0,8842.0
2025-12-12,배추,10키로망대,상,10913.0,10612.0,9656.0
2025-12-13,배추,10키로망대,상,10749.0,10913.0,9477.0
2025-12-14,배추,10키로망대,상,10585.0,10749.0,9397.0
2025-12-15,배추,10키로망대,상,10421.0,10585.0,9397.0
2025-12-16,배추,10키로망대,상,9387.0,10421.0,10506.0
2025-12-17,배추,10키로망대,상,9056.0,9387.0,11615.0
2025-12-18,배추,10키로망대,상,9359.0,9056.0,9363.0
2025-12-19,배추,10키로망대,상,9929.0,9359.0,12517.0
2025-12-20,배추,10키로망대,상,9084.0,9929.0,9730.0
2025-12-21,배추,10키로망대,상,9002.5,9084.0,11843.0
2025-12-22,배추,10키로망대,상,8921.0,9002.5,12148.0
2025-12-23,배추,10키로망대,상,8728.0,8921.0,11872.0
2025-12-24,배추,10키로망대,상,8443.0,8728.0,11596.0
2025-12-25,배추,10키로망대,상,8758.0,8443.0,11229.0
2025-12-26,배추,10키로망대,상,8377.0,8758.0,10511.0
2025-12-27,배추,10키로망대,상,8488.0,8377.0,11464.0
2025-12-28,배추,10키로망대,상,9533.0,8488.0,11163.0
2025-12-29,배추,10키로망대,상,10578.0,9533.0,11376.0
2025-12-30,배추,10키로망대,상,9161.0,10578.0,11806.5
2025-12-31,배추,10키로망대,상,10023.0,9161.0,12237.0
